squad,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,season_start_year,season_end_year
Alavés,32,27.6,41.5,38,418,"3,420",38.0,34,20,54,28,6,6,111,7,39.3,34.7,26.9,61.6,403,944,0.89,0.53,1.42,0.74,1.26,1.03,0.71,1.74,0.91,1.62,38,38,"3,418",59,1.55,161,99,70.8,10,9,19,9,23.7,15,12,3,0,20.0,3,3,0,56.6,0.27,-2.4,-0.06,375,828,45.3,783,103,66.0,46.1,344,90.4,58.6,527,12,2.3,15,0.39,9.1,307,98,31.9,8.08,2.58,0.09,0.29,16.7,11,0.12,-5.3,-6.7,9612,13973,68.8,182169,82570,4283,5328,80.4,3614,4788,75.5,1385,2920,47.4,22.0,-6.9,236,723,171,56,11911,2001,543,17,108,562,881,136,52,53,0,61,278,537,14.13,333,88,28,36,46,6,58,1.53,31,8,4,6,8,1,579,346,261,265,53,255,619,41.2,364,385,114,271,392,971,766,7,17865,2032,6060,8359,3622,508,17859,497,251,50.5,246,49.5,9373,44654,20855,307,100,535,309,9525,936,3,621,432,61,5,15,0,1766,905,712,56.0,2019,2020
Athletic Club,26,26.7,48.7,38,418,"3,420",38.0,40,23,63,32,8,10,90,2,41.5,33.8,26.2,60.0,604,1291,1.05,0.61,1.66,0.84,1.45,1.09,0.69,1.78,0.89,1.58,38,38,"3,416",38,1.00,128,92,74.2,13,12,13,12,31.6,7,5,0,2,0.0,2,2,2,39.8,0.28,+3.8,+0.10,345,817,42.2,976,172,56.5,41.4,298,89.3,60.9,547,26,4.8,20,0.53,10.0,401,126,31.4,10.55,3.32,0.08,0.25,18.8,16,0.09,-1.5,-1.8,12533,16915,74.1,234527,90251,5521,6494,85.0,4692,5831,80.5,1830,3367,54.4,25.2,-3.2,277,967,217,85,14889,1942,517,14,200,754,874,178,70,65,6,84,306,690,18.16,469,84,37,36,54,10,65,1.71,43,4,3,6,8,1,533,324,262,204,67,217,613,35.4,396,339,92,247,373,906,755,7,20857,2064,6212,9835,5031,594,20847,587,337,57.4,250,42.6,10354,58313,30842,493,110,576,299,12422,1273,0,522,436,84,4,7,2,1911,912,683,57.2,2019,2020
Atlético Madrid,30,26.1,48.6,38,418,"3,420",38.0,50,35,85,44,6,8,93,3,56.8,50.6,39.4,90.0,598,1333,1.32,0.92,2.24,1.16,2.08,1.50,1.04,2.53,1.33,2.37,38,38,"3,420",27,0.71,112,88,78.6,18,16,4,17,44.7,4,3,0,1,0.0,1,4,3,29.8,0.24,+5.8,+0.15,233,592,39.4,637,112,56.4,30.2,320,72.8,50.0,533,12,2.3,12,0.32,,440,136,30.9,11.58,3.58,0.10,0.32,17.3,14,0.12,-6.8,-6.6,13595,17765,76.5,221969,88361,6783,7777,87.2,4581,5696,80.4,1344,2676,50.2,37.1,-4.4,330,904,289,49,15735,1914,511,62,123,574,835,183,60,92,0,116,283,790,20.79,546,88,43,51,48,14,86,2.26,56,5,11,5,8,1,658,406,293,272,93,283,640,44.2,357,380,108,272,412,1070,729,18,21860,1918,6182,10585,5274,807,21852,543,348,64.1,195,35.9,11872,58628,30072,516,156,586,377,13506,1323,2,513,479,116,6,4,3,1950,827,723,53.4,2019,2020
Barcelona,28,27.8,66.4,38,418,"3,420",38.0,84,62,146,78,6,6,92,6,66.3,61.7,49.5,111.2,923,2042,2.21,1.63,3.84,2.05,3.68,1.75,1.30,3.05,1.62,2.93,38,38,"3,420",38,1.00,119,80,73.1,25,7,6,15,39.5,7,6,1,0,14.3,2,1,0,36.5,0.26,-1.5,-0.04,127,249,51.0,1237,182,15.4,25.7,254,22.8,27.8,401,19,4.7,43,1.13,15.2,488,213,43.6,12.84,5.61,0.16,0.37,17.4,46,0.13,+17.7,+16.3,24758,28227,87.7,391043,120014,12607,13663,92.3,9115,9972,91.4,1889,2618,72.2,51.2,+12.5,384,1827,417,31,26418,1726,573,86,183,417,638,185,92,27,2,83,337,903,23.76,678,38,82,33,60,12,150,3.95,114,6,10,5,12,3,536,323,216,223,97,211,501,42.1,290,313,87,226,342,878,529,16,31713,2419,7683,15606,8628,1066,31707,793,524,66.1,269,33.9,20416,102227,57254,864,243,444,354,24606,2036,3,416,529,83,3,7,0,1874,455,364,55.6,2019,2020
Betis,27,27.5,56.7,38,418,"3,420",38.0,48,35,83,42,6,8,108,9,51.0,45.2,36.9,82.0,834,1475,1.26,0.92,2.18,1.11,2.03,1.34,0.97,2.31,1.19,2.16,38,38,"3,418",60,1.58,154,95,68.2,10,11,17,6,15.8,11,11,0,0,0.0,1,4,1,54.8,0.29,-4.2,-0.11,158,464,34.1,1045,171,34.1,33.0,284,38.0,35.5,524,12,2.3,59,1.55,17.8,471,152,32.3,12.39,4.00,0.09,0.28,18.4,20,0.10,-3.0,-3.2,16182,19823,81.6,284815,94491,7354,8220,89.5,6504,7416,87.7,1774,2986,59.4,33.8,-1.9,360,1015,322,84,17676,2063,699,30,205,624,799,185,67,41,2,84,337,837,22.03,611,62,77,37,39,11,75,1.97,52,4,6,7,6,0,501,299,276,173,52,221,511,43.2,290,336,119,217,302,803,682,8,23715,2485,7853,10431,5665,845,23707,713,445,62.4,268,37.6,14024,78775,41021,634,200,548,355,16065,1463,3,473,577,84,6,11,1,1709,579,558,50.9,2019,2020
Celta Vigo,30,25.8,51.7,38,418,"3,420",38.0,37,26,63,31,6,9,104,6,39.2,32.4,26.2,58.7,670,1364,0.97,0.68,1.66,0.82,1.50,1.03,0.69,1.72,0.85,1.54,38,38,"3,420",49,1.29,149,100,70.5,7,16,15,12,31.6,5,5,0,0,0.0,3,3,0,45.8,0.28,-3.2,-0.08,202,576,35.1,784,136,44.5,30.1,339,67.0,49.1,604,20,3.3,16,0.42,16.0,359,131,36.5,9.45,3.45,0.09,0.24,18.8,23,0.09,-2.2,-1.4,14552,18557,78.4,249113,90321,6742,7687,87.7,5746,6750,85.1,1422,2704,52.6,26.2,-0.2,279,970,253,60,16543,1944,593,38,138,636,749,176,61,78,2,70,367,659,17.34,477,52,41,37,44,8,67,1.76,43,3,8,5,8,0,589,357,344,193,52,251,615,40.8,364,345,89,256,396,985,807,12,22576,2291,7505,10374,4906,585,22567,610,370,60.7,240,39.3,12921,68433,33492,521,133,541,375,14460,1358,3,473,527,70,6,5,0,1905,650,659,49.7,2019,2020
Eibar,26,29.3,46.3,38,418,"3,420",38.0,38,24,62,31,7,10,92,3,42.0,34.2,26.0,60.2,424,1265,1.00,0.63,1.63,0.82,1.45,1.10,0.68,1.79,0.90,1.58,38,38,"3,420",56,1.47,138,81,62.3,11,9,18,11,28.9,6,4,2,0,33.3,2,3,1,52.2,0.35,-2.8,-0.07,297,896,33.1,882,93,72.3,51.6,268,96.3,70.6,471,26,5.5,77,2.03,17.9,419,132,31.5,11.03,3.47,0.07,0.23,18.9,21,0.08,-4.0,-3.2,10439,15551,67.1,207816,83924,4422,5456,81.0,4008,5354,74.9,1713,3829,44.7,26.3,-2.0,292,1007,224,108,13381,2097,531,11,221,870,1015,189,69,101,1,73,286,709,18.66,450,97,40,55,48,19,63,1.66,38,7,5,6,7,0,567,338,240,228,99,264,607,43.5,343,332,81,251,430,997,692,8,19501,1777,5164,9086,5479,633,19491,458,260,56.8,198,43.2,9587,48746,21965,409,110,564,355,10333,1246,2,538,411,73,5,6,1,2039,974,1091,47.2,2019,2020
Getafe,30,27.5,45.0,38,418,"3,420",38.0,42,31,73,36,6,7,135,5,41.6,36.1,27.9,64.0,416,1196,1.11,0.82,1.92,0.95,1.76,1.09,0.73,1.83,0.95,1.69,38,38,"3,420",37,0.97,109,73,70.6,14,12,12,15,39.5,6,5,1,0,16.7,0,2,2,38.3,0.30,+3.3,+0.09,359,970,37.0,880,46,83.4,52.7,259,91.1,58.5,383,20,5.2,69,1.82,18.1,408,121,29.7,10.74,3.18,0.09,0.30,18.6,31,0.09,+0.4,-0.1,8319,13715,60.7,165204,78265,3535,4713,75.0,2977,4408,67.5,1466,3508,41.8,26.6,+3.1,284,970,275,130,11368,2241,630,27,215,833,1094,185,41,69,2,106,377,691,18.18,464,83,36,35,63,10,70,1.84,43,7,7,6,6,1,580,341,235,263,82,235,573,41.0,338,374,60,314,367,947,625,12,17737,1484,4842,7903,5206,650,17730,476,274,57.6,202,42.4,7551,40426,18906,330,82,635,318,8211,1179,2,706,495,106,4,6,2,1947,914,1024,47.2,2019,2020
Granada,27,26.8,43.8,38,418,"3,420",38.0,50,34,84,45,5,5,109,1,44.9,40.9,30.5,71.4,511,1009,1.32,0.89,2.21,1.18,2.08,1.18,0.80,1.98,1.08,1.88,38,38,"3,420",45,1.18,156,110,73.7,16,8,14,13,34.2,5,4,1,0,20.0,1,5,0,45.9,0.27,+0.9,+0.02,329,899,36.6,1074,137,60.1,43.1,325,78.2,55.1,538,27,5.0,68,1.79,16.6,389,118,30.3,10.24,3.11,0.12,0.38,19.0,25,0.11,+5.1,+4.1,9810,14105,69.5,190418,79655,3970,4840,82.0,3979,5089,78.2,1486,3136,47.4,26.2,+3.5,275,822,176,69,12058,1977,582,16,133,670,825,163,64,57,0,70,306,670,17.63,434,89,32,38,58,19,86,2.26,52,9,5,8,8,4,584,349,257,257,70,238,570,41.8,332,375,118,257,383,967,750,10,18071,2226,6282,7633,4377,585,18066,553,300,54.2,253,45.8,9792,52441,25249,381,111,486,290,9720,994,1,590,497,70,3,5,0,1764,748,849,46.8,2019,2020
Levante,29,27.7,48.3,38,418,"3,420",38.0,45,28,73,40,5,5,79,5,48.1,44.2,36.3,80.5,711,1358,1.18,0.74,1.92,1.05,1.79,1.27,0.95,2.22,1.16,2.12,38,38,"3,420",53,1.39,215,161,76.7,14,7,17,6,15.8,6,3,2,1,40.0,1,9,2,54.3,0.23,+3.3,+0.09,179,515,34.8,813,206,43.2,36.7,354,46.3,39.4,636,20,3.1,49,1.29,16.1,422,133,31.5,11.11,3.50,0.09,0.30,19.0,21,0.11,-3.1,-4.2,12415,16332,76.0,226838,91955,5677,6494,87.4,4771,5765,82.8,1611,3073,52.4,27.2,-8.3,326,983,253,75,14321,1930,548,34,227,697,749,189,91,42,6,81,335,746,19.63,547,71,48,35,37,8,79,2.08,52,4,6,8,9,0,507,288,281,173,53,204,532,38.3,328,317,107,210,331,838,763,14,20210,2479,7642,8291,4454,632,20205,637,386,60.6,251,39.4,10797,61650,32153,417,157,537,302,12313,1350,4,468,460,81,5,7,2,1913,504,555,47.6,2019,2020
