squad,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,season_start_year,season_end_year
Atalanta,27,26.5,49.9,38,418,"3,420",38.0,64,42,106,58,6,8,83,3,57.7,51.3,42.7,93.9,687,1637,1.68,1.11,2.79,1.53,2.63,1.52,1.12,2.64,1.35,2.47,38,38,"3,420",48,1.26,153,107,70.6,19,7,12,9,23.7,3,3,0,0,0.0,1,5,2,41.3,0.25,-4.7,-0.12,161,425,37.9,863,237,28.9,32.1,307,57.3,44.7,454,32,7.0,42,1.11,15.6,506,168,33.2,13.32,4.42,0.11,0.35,16.9,13,0.10,+6.3,+6.7,15462,19507,79.3,267971,97492,7245,8234,88.0,6234,7350,84.8,1525,2778,54.9,40.8,-0.7,405,1184,385,89,17537,1912,432,35,154,652,893,194,97,67,0,58,359,928,24.42,681,87,64,51,33,12,113,2.97,83,5,6,11,7,1,636,364,291,272,73,312,634,49.2,322,455,93,362,421,1057,613,12,23862,2217,7478,10221,6382,956,23854,785,340,43.3,355,45.2,13148,67208,33188,565,210,619,387,15359,1628,1,470,385,58,6,3,2,2234,575,483,54.3,2022,2023
Bologna,27,26.6,54.7,38,418,"3,420",38.0,52,41,93,46,6,6,84,3,43.8,39.4,31.5,70.9,564,1366,1.37,1.08,2.45,1.21,2.29,1.15,0.83,1.98,1.04,1.87,38,38,"3,420",49,1.29,165,117,74.5,14,12,12,8,21.1,9,7,2,0,22.2,1,6,3,48.3,0.25,+2.3,+0.06,151,380,39.7,927,211,30.5,35.6,306,31.7,31.7,502,29,5.8,24,0.63,,479,150,31.3,12.61,3.95,0.10,0.31,19.6,18,0.08,+8.2,+6.6,16763,20552,81.6,290293,103110,7901,8808,89.7,6726,7738,86.9,1675,2874,58.3,26.0,+9.5,371,1120,246,67,18623,1852,484,58,179,558,830,145,90,41,0,77,368,866,22.79,642,72,45,49,46,12,91,2.39,64,11,3,7,6,0,648,373,310,255,83,297,618,48.1,321,414,131,283,302,950,652,7,24552,2551,8483,11383,4893,592,24546,567,265,46.7,243,42.9,14223,70806,35047,487,113,582,305,16622,1358,2,477,426,77,5,9,3,2080,369,447,45.2,2022,2023
Empoli,32,25.3,47.3,38,418,"3,420",38.0,35,20,55,33,2,2,88,7,38.8,37.2,26.8,64.0,608,1114,0.92,0.53,1.45,0.87,1.39,1.02,0.71,1.73,0.98,1.69,38,38,"3,420",49,1.29,159,110,71.7,10,13,15,9,23.7,6,4,1,1,20.0,0,10,1,48.6,0.28,+0.6,+0.01,163,530,30.8,1144,191,36.5,18.5,363,30.9,30.4,741,39,5.3,26,0.68,,447,129,28.9,11.76,3.39,0.07,0.26,18.3,19,0.09,-3.8,-4.2,13199,16862,78.3,234132,88608,5889,6670,88.3,5521,6484,85.1,1395,2669,52.3,24.1,-6.8,322,776,245,76,14830,1978,538,24,105,611,828,163,70,61,0,54,375,767,20.18,537,77,46,46,47,14,60,1.58,39,6,6,5,4,0,606,364,316,218,72,254,538,47.2,284,449,183,266,280,886,910,4,21188,2962,8175,8766,4485,674,21186,705,313,44.4,311,44.1,11736,64438,31714,452,135,552,372,13050,1105,3,441,459,54,2,6,1,1815,434,519,45.5,2022,2023
Fiorentina,30,26.5,56.1,38,418,"3,420",38.0,51,37,88,47,4,6,93,3,55.0,50.8,40.2,91.0,789,1627,1.34,0.97,2.32,1.24,2.21,1.45,1.06,2.51,1.34,2.39,38,38,"3,420",43,1.13,120,78,70.0,15,11,12,10,26.3,8,7,1,0,12.5,0,4,2,39.2,0.26,-1.8,-0.05,198,499,39.7,1183,166,32.6,32.4,245,46.1,40.6,336,14,4.2,60,1.58,9.3,597,171,28.6,15.71,4.50,0.08,0.27,17.6,23,0.09,-4.0,-3.8,15373,19236,79.9,294347,99945,6120,6942,88.2,6799,7859,86.5,2111,3485,60.6,36.7,-3.2,462,1219,353,121,17189,1991,600,30,203,880,831,234,88,99,0,56,336,1068,28.11,763,113,54,70,53,15,89,2.34,64,6,7,7,4,1,581,337,232,260,89,282,531,53.1,249,356,84,272,260,841,473,11,23123,2028,6652,10361,6366,977,23117,704,323,45.9,273,38.8,13434,77635,39528,601,194,572,345,15234,1607,2,488,511,56,3,8,2,2016,588,517,53.2,2022,2023
Hellas Verona,36,26.6,41.2,38,418,"3,420",38.0,29,22,51,28,1,1,103,3,35.8,35.1,28.1,63.2,503,1063,0.76,0.58,1.34,0.74,1.32,0.94,0.74,1.68,0.92,1.66,38,38,"3,420",59,1.55,185,128,68.6,7,10,21,6,15.8,2,1,1,0,50.0,1,4,3,50.3,0.27,-5.7,-0.15,366,805,45.5,919,124,63.8,57.3,304,72.0,51.9,515,27,5.2,56,1.47,12.0,415,116,28.0,10.92,3.05,0.07,0.24,18.6,13,0.09,-6.8,-7.1,9481,13807,68.7,186844,85475,3784,4825,78.4,4041,5180,78.0,1394,2872,48.5,23.0,-6.1,304,861,232,88,12006,1727,437,23,81,652,721,170,81,63,1,74,334,704,18.53,482,90,41,42,29,20,50,1.32,31,4,5,7,2,1,605,357,319,228,58,296,562,52.7,266,445,143,302,337,942,745,12,18056,2231,6320,7844,4147,636,18055,627,274,43.7,275,43.9,8665,47590,22382,359,103,577,329,9350,1051,0,540,383,74,1,2,3,2238,810,735,52.4,2022,2023
Inter,25,28.8,55.7,38,418,"3,420",38.0,68,50,118,64,4,5,65,3,68.0,64.5,51.8,116.3,668,1624,1.79,1.32,3.11,1.68,3.00,1.79,1.36,3.15,1.70,3.06,38,38,"3,420",42,1.11,137,98,71.5,23,3,12,13,34.2,3,3,0,0,0.0,0,6,3,34.8,0.23,-4.2,-0.11,151,364,41.5,1336,189,22.7,33.5,290,21.0,28.1,439,17,3.9,20,0.53,,625,197,31.5,16.45,5.18,0.10,0.32,16.9,21,0.11,0.0,-0.5,17693,21281,83.1,320024,109417,7531,8348,90.2,7877,8900,88.5,1858,3042,61.1,46.8,-1.8,479,1272,390,134,19504,1709,443,50,185,885,682,214,66,121,0,68,275,1104,29.05,816,117,29,79,52,11,118,3.11,88,4,7,10,7,2,572,325,247,241,84,258,523,49.3,265,385,110,275,315,887,541,7,25128,2720,8300,11127,5922,953,25123,494,216,43.7,200,40.5,14972,75152,38723,492,141,505,261,17526,1613,2,444,406,68,4,3,3,1948,500,415,54.6,2022,2023
Juventus,29,27.7,49.6,38,418,"3,420",38.0,56,41,97,53,3,6,74,6,55.3,50.4,39.8,90.2,673,1394,1.47,1.08,2.55,1.39,2.47,1.45,1.05,2.50,1.33,2.37,38,38,"3,420",33,0.87,133,99,78.2,22,6,10,20,52.6,5,4,1,0,20.0,0,6,0,37.1,0.24,+4.1,+0.11,160,377,42.4,825,182,34.7,30.8,312,29.2,29.0,543,15,2.8,32,0.84,15.7,529,171,32.3,13.92,4.50,0.10,0.31,17.3,19,0.10,+0.7,+2.6,15226,18690,81.5,285025,99282,6319,7141,88.5,6719,7633,88.0,1910,3085,61.9,29.8,+1.2,404,1163,295,90,16884,1744,449,38,195,731,706,207,64,125,1,62,318,911,23.97,638,94,50,77,38,14,91,2.39,61,7,3,9,9,2,594,352,296,219,79,288,558,51.6,270,421,131,290,307,901,704,10,22810,2432,7514,10435,5077,817,22804,625,291,46.6,255,40.8,12888,66636,34490,496,145,583,350,15118,1389,1,456,409,62,6,5,0,1951,486,477,50.5,2022,2023
Lazio,24,28.6,52.1,38,418,"3,420",38.0,59,37,96,53,6,8,86,2,51.1,44.9,34.3,79.2,683,1381,1.55,0.97,2.53,1.39,2.37,1.35,0.90,2.25,1.18,2.08,38,38,"3,418",30,0.79,128,99,77.3,22,8,8,21,55.3,2,1,0,1,0.0,0,5,1,31.4,0.25,+2.4,+0.06,160,376,42.6,1014,167,30.6,,309,21.4,23.7,493,21,4.3,55,1.45,19.0,430,161,37.4,11.32,4.24,0.12,0.33,17.8,14,0.11,+7.9,+8.1,18135,21629,83.8,293491,106673,9434,10386,90.8,6408,7337,87.3,1635,2620,62.4,30.0,+2.7,325,1214,283,44,19809,1766,540,55,135,483,680,169,71,76,0,54,330,760,20.00,576,56,44,43,32,9,103,2.71,78,3,6,11,5,0,582,349,261,234,87,277,625,44.3,348,437,126,311,310,892,606,8,25453,2536,8100,12315,5243,769,25445,612,285,46.6,239,39.1,14379,73160,36610,484,182,528,290,18009,1368,0,400,471,54,6,2,1,1979,399,381,51.2,2022,2023
Lecce,29,24.8,41.3,38,418,"3,420",38.0,31,21,52,27,4,6,86,2,36.1,31.4,25.3,56.7,515,1232,0.82,0.55,1.37,0.71,1.26,0.95,0.66,1.61,0.83,1.49,38,38,"3,420",46,1.21,156,112,73.7,8,12,18,6,15.8,6,5,1,0,16.7,2,6,3,43.2,0.24,+0.2,+0.01,194,721,26.9,869,143,57.1,42.1,289,77.9,52.8,534,23,4.3,42,1.11,14.1,412,106,25.7,10.84,2.79,0.07,0.25,18.8,14,0.08,-5.1,-4.4,10083,14358,70.2,188701,76019,4285,5217,82.1,4134,5229,79.1,1351,3015,44.8,20.6,-4.3,313,965,218,79,12384,1906,504,23,175,709,858,172,56,61,0,68,315,699,18.39,483,84,43,42,38,9,50,1.32,38,2,4,3,2,1,705,427,347,259,99,319,619,51.5,300,486,112,374,368,1073,826,4,18839,2129,6291,8105,4660,606,18833,559,240,42.9,245,43.8,9288,51809,25326,366,119,626,329,9976,1219,1,553,439,68,4,6,3,2120,567,728,43.8,2022,2023
Milan,30,26.0,55.6,38,418,"3,420",38.0,61,49,110,56,5,5,90,2,58.8,55.1,46.0,101.1,795,1584,1.61,1.29,2.89,1.47,2.76,1.55,1.21,2.76,1.45,2.66,38,38,"3,420",43,1.13,123,80,68.3,20,10,8,12,31.6,5,4,1,0,20.0,3,6,1,37.2,0.26,-4.8,-0.13,170,388,43.8,1124,194,28.2,32.9,246,28.9,28.9,416,24,5.8,45,1.18,14.4,546,178,32.6,14.37,4.68,0.10,0.31,17.7,26,0.10,+2.2,+0.9,15948,19734,80.8,289152,100822,6781,7765,87.3,6974,7961,87.6,1800,2995,60.1,39.2,+3.0,416,1165,359,88,17874,1799,472,52,126,671,813,187,51,108,0,61,322,985,25.92,688,91,65,68,58,15,111,2.92,76,6,15,7,4,3,690,422,327,295,68,300,563,53.3,263,387,126,261,289,979,542,9,23856,2177,7373,11143,5617,891,23851,800,368,46.0,324,40.5,13802,78895,41728,584,182,595,320,15792,1576,2,449,438,61,3,5,1,2051,561,478,54.0,2022,2023
