squad,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,season_start_year,season_end_year
Arminia,26,26.0,42.3,34,374,"3,060",34.0,23,16,39,22,1,2,52,1,32.9,31.3,23.9,55.2,358,880,0.68,0.47,1.15,0.65,1.12,0.97,0.70,1.67,0.92,1.62,34,34,"3,060",52,1.53,170,118,72.4,9,8,17,11,32.4,6,5,1,0,16.7,0,5,1,54.1,0.29,+3.1,+0.09,436,938,46.5,1698,121,45.9,38.6,250,63.2,49.1,525,17,3.2,44,1.29,16.8,331,100,30.2,9.74,2.94,0.07,0.22,18.5,14,0.10,-9.9,-9.3,10582,14604,72.5,214163,88686,3914,4823,81.2,4806,5879,81.7,1610,3097,52.0,25.4,-7.9,229,795,172,50,12895,1660,493,13,114,471,714,118,54,43,1,49,274,558,16.41,371,60,40,27,48,12,38,1.12,27,2,4,2,2,1,552,328,268,229,55,214,536,39.9,322,393,122,271,418,970,739,9,18394,2538,7581,7559,3417,529,18392,435,233,53.6,202,46.4,9625,46369,23235,224,71,557,262,10498,874,0,390,417,49,2,6,1,1725,740,711,51.0,2020,2021
Augsburg,25,27.0,41.4,34,374,"3,060",34.0,35,23,58,33,2,5,70,4,37.3,33.4,25.9,59.3,431,987,1.03,0.68,1.71,0.97,1.65,1.10,0.76,1.86,0.98,1.74,34,34,"3,060",54,1.59,178,126,73.0,10,6,18,7,20.6,9,6,1,2,14.3,0,2,3,53.2,0.26,+2.2,+0.07,193,565,34.2,1087,214,36.6,34.1,297,56.2,44.7,619,33,5.3,36,1.06,16.0,332,108,32.5,9.76,3.18,0.10,0.31,18.1,10,0.10,-2.3,-0.4,10257,14168,72.4,193960,77974,4167,5063,82.3,4515,5469,82.6,1322,2716,48.7,22.9,-2.9,245,691,182,56,12411,1690,497,17,114,500,690,121,69,38,0,67,337,566,16.65,377,65,39,28,44,13,57,1.68,40,4,4,5,4,0,509,308,251,211,47,201,503,40.0,302,395,116,279,454,963,852,8,18181,2500,7266,7815,3296,496,18176,474,282,59.5,192,40.5,9465,52254,25936,344,79,557,321,10183,977,3,395,403,67,3,9,3,1802,559,688,44.8,2020,2021
Bayern Munich,29,27.3,60.7,34,374,"3,060",34.0,98,75,173,89,9,10,44,3,75.9,68.1,55.2,123.3,829,2084,2.88,2.21,5.09,2.62,4.82,2.23,1.62,3.86,2.00,3.63,34,34,"3,060",44,1.29,127,82,66.1,24,6,4,9,26.5,3,1,1,1,50.0,0,6,0,45.4,0.35,+1.4,+0.04,124,259,47.9,1159,190,20.3,23.4,194,12.4,26.9,361,6,1.7,105,3.09,7.7,572,219,38.3,16.82,6.44,0.16,0.41,16.9,9,0.12,+22.1,+20.9,18358,22039,83.3,327421,111389,7794,8735,89.2,7997,9011,88.7,1993,3021,66.0,69.4,+19.8,461,1578,464,113,20252,1713,477,23,160,828,727,237,108,86,0,74,370,1040,30.59,823,67,59,55,27,9,171,5.03,134,8,13,8,7,1,510,316,174,231,105,224,541,41.4,317,388,75,313,399,909,398,10,25817,1855,6669,12031,7356,1178,25807,690,437,63.3,252,36.5,15272,85823,45041,613,216,656,349,18243,2073,0,317,374,74,7,3,0,2050,430,409,51.3,2020,2021
Dortmund,26,25.6,59.6,34,374,"3,060",34.0,74,57,131,71,3,7,44,1,66.2,60.4,51.2,111.5,763,1745,2.18,1.68,3.85,2.09,3.76,1.95,1.50,3.45,1.78,3.28,34,34,"3,060",46,1.35,136,91,70.6,20,4,10,11,32.4,6,6,0,0,0.0,0,7,1,43.4,0.28,-1.6,-0.05,137,321,42.7,945,179,24.3,29.1,233,39.1,37.3,363,12,3.3,21,0.62,12.1,488,184,37.7,14.35,5.41,0.15,0.39,16.7,14,0.12,+7.8,+10.6,18812,22396,84.0,330898,107300,8274,9247,89.5,8007,8942,89.5,1936,2917,66.4,52.4,+5.8,389,1374,401,45,20771,1556,396,41,150,532,674,173,65,73,0,69,316,879,25.85,655,61,57,46,47,13,131,3.85,99,7,11,7,5,2,516,318,221,210,85,219,487,45.0,268,379,95,284,413,929,472,12,25939,2072,7088,12665,6400,1004,25932,630,400,63.5,229,36.3,15275,82267,42706,558,211,532,294,18713,1734,1,359,373,69,6,6,1,2023,432,350,55.2,2020,2021
Eint Frankfurt,25,27.2,53.7,34,374,"3,060",34.0,63,52,115,55,8,8,82,1,58.5,52.2,44.0,96.2,664,1548,1.85,1.53,3.38,1.62,3.15,1.72,1.29,3.01,1.54,2.83,34,34,"3,060",53,1.56,156,104,68.6,16,12,6,4,11.8,6,4,1,1,20.0,1,5,2,45.4,0.26,-5.6,-0.17,226,591,38.2,1118,172,41.3,34.4,278,46.4,40.9,473,15,3.2,53,1.56,15.7,442,162,36.7,13.00,4.76,0.12,0.34,16.3,12,0.12,+4.5,+2.8,14241,18424,77.3,253275,99451,6399,7455,85.8,6095,7255,84.0,1446,2758,52.4,46.8,+8.0,361,1143,301,103,16631,1724,440,20,86,776,714,206,79,78,0,69,321,806,23.71,595,81,35,43,41,11,114,3.35,75,11,5,10,11,2,594,352,273,245,76,263,596,44.1,333,371,77,294,428,1022,594,10,22260,2238,6633,10666,5179,784,22252,514,277,53.9,237,46.1,11914,64571,33489,491,154,565,312,14146,1534,1,459,366,69,6,6,2,2094,604,552,52.2,2020,2021
Freiburg,24,26.2,47.3,34,374,"3,060",34.0,51,34,85,45,6,6,62,0,45.5,40.9,29.5,70.4,463,1170,1.50,1.00,2.50,1.32,2.32,1.34,0.87,2.21,1.20,2.07,34,34,"3,060",52,1.53,175,124,72.6,12,9,13,6,17.6,6,4,1,1,20.0,2,3,2,52.6,0.28,+2.6,+0.08,194,615,31.5,1156,161,34.2,34.0,298,73.8,55.9,464,7,1.5,38,1.12,17.4,383,140,36.6,11.26,4.12,0.12,0.32,17.3,17,0.11,+5.5,+4.1,12177,15960,76.3,235666,88608,4649,5516,84.3,5693,6655,85.5,1571,2930,53.6,26.6,+4.5,286,858,222,85,14251,1653,426,15,155,636,721,123,54,50,0,56,338,666,19.59,474,73,22,47,44,6,83,2.44,55,8,3,10,6,1,431,247,188,186,57,168,448,37.5,280,365,118,247,452,883,631,8,19508,2360,7174,8373,4125,609,19502,423,230,54.4,193,45.6,10518,53310,26290,326,111,531,231,12048,1155,0,437,401,56,5,6,2,1718,588,637,48.0,2020,2021
Hertha BSC,32,25.4,49.6,34,374,"3,060",34.0,40,29,69,36,4,6,67,3,41.9,37.2,29.1,66.2,589,1176,1.18,0.85,2.03,1.06,1.91,1.23,0.86,2.09,1.09,1.95,34,34,"3,060",52,1.53,141,89,68.1,8,11,15,9,26.5,8,7,1,0,12.5,1,4,1,46.9,0.28,-4.1,-0.12,181,429,42.2,905,155,30.2,31.2,293,53.2,43.6,497,12,2.4,22,0.65,14.5,377,142,37.7,11.09,4.18,0.10,0.25,18.4,12,0.10,-1.9,-1.2,12566,16169,77.7,248502,87307,4473,5282,84.7,5998,6958,86.2,1814,3023,60.0,27.9,-0.1,278,839,224,75,14352,1740,460,16,155,585,751,152,59,61,1,77,312,644,18.94,447,62,47,31,44,13,68,2.00,50,3,3,5,7,0,485,270,242,201,42,205,493,41.6,288,377,89,288,417,902,687,8,19978,2070,6901,9353,3935,652,19972,571,329,57.6,242,42.4,11197,62916,31992,394,171,563,310,12472,1163,2,469,428,77,6,8,1,1743,527,513,50.7,2020,2021
Hoffenheim,30,25.7,51.2,34,374,"3,060",34.0,51,38,89,46,5,6,68,4,51.9,47.3,37.4,84.6,581,1517,1.50,1.12,2.62,1.35,2.47,1.53,1.10,2.62,1.39,2.49,34,34,"3,060",54,1.59,145,91,66.9,11,10,13,6,17.6,9,6,2,1,25.0,1,4,2,53.5,0.32,+1.5,+0.04,143,427,33.5,1232,195,28.7,26.5,224,33.0,31.2,443,14,3.2,56,1.65,22.0,424,149,35.1,12.47,4.38,0.11,0.31,17.5,20,0.11,-0.9,-1.3,14269,18046,79.1,259701,96648,6008,6880,87.3,6296,7287,86.4,1608,2822,57.0,37.5,+0.6,328,1113,313,101,16275,1722,509,15,151,658,745,156,52,60,1,49,374,768,22.59,584,63,34,35,42,10,91,2.68,62,6,9,7,7,0,508,296,229,204,75,229,539,42.5,310,370,90,280,431,939,619,8,21927,2268,7085,10005,5044,741,21921,553,279,50.5,274,49.5,12424,62580,31672,420,136,613,280,14162,1510,2,442,407,49,4,9,2,1896,516,620,45.4,2020,2021
Köln,28,24.9,46.3,34,374,"3,060",34.0,33,23,56,29,4,6,63,1,40.5,35.9,25.5,61.5,429,1131,0.97,0.68,1.65,0.85,1.53,1.19,0.75,1.94,1.06,1.81,34,34,"3,060",60,1.76,158,97,67.1,8,9,17,5,14.7,9,8,1,0,11.1,1,5,0,54.9,0.29,-5.1,-0.15,240,541,44.4,1102,124,40.2,33.5,252,38.9,34.5,484,15,3.1,30,0.88,13.0,354,103,29.1,10.41,3.03,0.08,0.28,17.2,9,0.10,-7.5,-6.9,11954,15870,75.3,227260,90858,4798,5675,84.5,5204,6246,83.3,1650,3005,54.9,27.1,-2.5,254,837,214,83,14088,1725,490,10,105,655,756,135,60,53,1,57,331,630,18.53,444,69,33,36,43,5,56,1.65,36,5,4,7,4,0,586,328,299,234,53,248,546,45.4,298,382,101,281,429,1015,670,8,19708,2347,7305,8641,3948,524,19702,420,238,56.7,182,43.3,10391,52262,25676,304,84,576,264,11840,1120,1,422,429,57,4,9,0,1948,607,614,49.7,2020,2021
Leverkusen,30,25.4,59.7,34,374,"3,060",34.0,52,41,93,49,3,3,58,0,46.3,44.0,34.7,78.7,724,1522,1.53,1.21,2.74,1.44,2.65,1.36,1.02,2.38,1.29,2.32,34,34,"3,060",39,1.15,112,74,66.1,14,10,10,9,26.5,2,1,1,0,50.0,1,0,2,37.9,0.33,+0.9,+0.03,162,454,35.7,1377,219,28.2,31.5,232,28.0,30.0,378,21,5.6,67,1.97,18.2,440,164,37.3,12.94,4.82,0.11,0.30,17.9,12,0.10,+5.7,+5.0,17887,21683,82.5,323019,109005,7511,8391,89.5,7884,8922,88.4,1988,3185,62.4,38.0,+6.3,351,1252,263,75,19980,1631,409,17,152,674,733,184,65,75,0,72,361,781,22.97,580,61,60,46,27,7,92,2.71,62,7,11,9,3,0,500,282,209,238,53,213,498,42.8,285,368,87,281,322,822,481,10,25357,2233,7430,12821,5329,785,25354,710,426,60.0,284,40.0,14600,78526,39850,500,202,620,335,17759,1510,0,433,335,72,1,2,2,2006,444,487,47.7,2020,2021
