squad,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,season_start_year,season_end_year
Atalanta,30,27.3,54.6,38,418,"3,420",38.0,90,65,155,84,6,7,67,3,74.7,69.3,55.5,124.7,874,2077,2.37,1.71,4.08,2.21,3.92,1.97,1.46,3.43,1.82,3.28,38,38,"3,417",47,1.24,112,63,62.5,23,9,6,11,28.9,8,5,3,0,37.5,0,5,1,42.3,0.31,-3.7,-0.10,132,323,40.9,868,161,24.8,28.3,173,62.4,47.7,377,14,3.7,66,1.74,16.3,614,221,36.0,16.16,5.82,0.14,0.38,16.6,28,0.12,+15.3,+14.7,18066,22063,81.9,310229,109918,8542,9641,88.6,7388,8505,86.9,1686,2744,61.4,49.1,+9.5,487,1635,490,85,20351,1656,508,28,181,657,689,201,104,82,0,56,395,1115,29.34,866,68,60,61,43,17,162,4.26,127,8,10,9,5,3,606,343,252,256,98,265,591,44.8,326,421,92,329,516,1122,484,11,26392,1779,6640,12068,7924,1147,26385,707,396,56.0,309,43.7,15724,78882,39413,658,256,680,406,17945,2056,1,580,473,56,5,8,1,2472,633,506,55.6,2020,2021
Bologna,37,27.2,50.8,38,418,"3,420",38.0,49,38,87,46,3,4,82,4,54.6,51.1,39.0,90.1,706,1516,1.29,1.00,2.29,1.21,2.21,1.44,1.03,2.47,1.34,2.37,38,38,"3,420",65,1.71,193,128,69.9,10,11,17,5,13.2,9,7,2,0,22.2,2,9,2,63.3,0.30,+0.3,+0.01,127,333,38.1,1071,209,24.6,27.6,304,23.0,23.4,562,28,5.0,39,1.03,15.0,495,175,35.4,13.03,4.61,0.09,0.26,18.5,24,0.11,-5.6,-5.1,14683,18539,79.2,256744,99247,6690,7649,87.5,5992,7098,84.4,1528,2648,57.7,29.3,-1.0,372,1193,262,60,16629,1837,533,31,105,669,697,201,134,38,0,73,346,862,22.68,629,72,48,52,43,18,83,2.18,62,6,1,8,5,1,542,313,273,186,83,209,538,38.8,329,452,147,305,424,966,740,21,22798,2727,7475,10035,5490,764,22794,628,345,54.9,283,45.1,12688,68899,34588,473,176,598,305,14515,1495,2,536,476,73,3,9,2,2016,564,594,48.7,2020,2021
Cagliari,32,26.5,44.8,38,418,"3,420",38.0,43,30,73,39,4,5,77,3,47.1,43.4,34.0,77.5,589,1228,1.13,0.79,1.92,1.03,1.82,1.24,0.90,2.14,1.14,2.04,38,38,"3,420",59,1.55,203,144,73.4,9,10,19,7,18.4,5,5,0,0,0.0,1,9,0,59.1,0.27,+0.1,0.00,201,483,41.6,756,156,39.2,33.5,312,59.9,42.5,601,20,3.3,22,0.58,14.2,429,122,28.4,11.29,3.21,0.09,0.32,17.4,13,0.10,-4.1,-4.4,13040,16868,77.3,235900,89913,5808,6708,86.6,5346,6416,83.3,1542,2779,55.5,30.8,-4.0,317,967,276,91,14915,1896,563,8,96,721,755,170,51,92,0,57,345,730,19.21,521,72,38,54,35,10,75,1.97,52,4,4,10,5,0,589,336,296,229,64,269,647,41.6,378,421,130,291,388,977,777,6,20989,2354,7007,9356,4876,712,20984,605,336,55.5,269,44.5,10944,60997,31667,461,122,532,281,12936,1217,2,516,469,57,4,5,0,1854,637,602,51.4,2020,2021
Fiorentina,30,26.6,46.3,38,418,"3,420",38.0,44,31,75,38,6,6,86,5,44.9,40.2,31.6,71.8,637,1353,1.16,0.82,1.97,1.00,1.82,1.18,0.83,2.01,1.06,1.89,38,38,"3,420",59,1.55,152,92,66.4,9,13,16,9,23.7,11,8,3,0,27.3,1,11,2,59.3,0.32,+2.3,+0.06,208,562,37.0,845,170,46.2,37.9,292,58.9,45.3,538,26,4.8,28,0.74,13.3,366,115,31.4,9.63,3.03,0.10,0.33,16.9,14,0.11,-0.9,-2.2,13430,17136,78.4,246275,88848,5748,6592,87.2,5603,6571,85.3,1668,2930,56.9,28.0,-0.6,266,1130,245,93,15159,1916,617,10,203,740,742,168,34,113,1,61,332,655,17.24,472,71,29,26,50,7,77,2.03,53,5,4,6,9,0,496,263,228,198,70,229,544,42.1,315,362,127,235,388,884,619,8,20902,2094,6147,9711,5257,659,20896,575,325,56.5,250,43.5,11680,63011,31755,499,114,561,422,13327,1345,0,523,523,61,4,11,2,1817,538,544,49.7,2020,2021
Genoa,34,28.3,44.8,38,418,"3,420",38.0,46,32,78,42,4,4,87,2,38.8,35.6,26.4,62.0,523,1165,1.21,0.84,2.05,1.11,1.95,1.02,0.69,1.72,0.94,1.63,38,38,"3,419",58,1.53,188,132,72.9,10,12,16,9,23.7,7,7,0,0,0.0,0,6,2,59.1,0.29,+3.1,+0.08,205,614,33.4,1042,168,44.0,24.4,330,47.3,37.4,621,21,3.4,26,0.68,14.5,338,120,35.5,8.89,3.16,0.12,0.35,18.0,11,0.11,+7.2,+6.4,13954,17948,77.7,246279,89499,6410,7297,87.8,5472,6511,84.0,1602,3000,53.4,19.4,+5.6,249,920,226,74,16092,1777,519,15,146,579,703,129,43,62,0,79,331,585,15.39,439,38,38,35,22,13,73,1.92,55,3,5,6,2,2,555,309,293,197,65,255,640,39.8,385,437,123,314,520,1075,785,12,22041,2592,7852,10124,4302,575,22037,541,294,54.3,246,45.5,12400,60464,29847,393,118,589,305,13839,1155,1,520,466,79,2,7,2,2013,505,643,44.0,2020,2021
Hellas Verona,32,26.2,49.8,38,418,"3,420",38.0,38,30,68,35,3,3,91,1,45.3,43.0,33.5,76.5,599,1490,1.00,0.79,1.79,0.92,1.71,1.19,0.88,2.08,1.13,2.01,38,38,"3,420",48,1.26,145,99,71.0,11,12,15,7,18.4,7,6,0,1,0.0,1,7,2,41.5,0.25,-4.5,-0.12,212,744,28.5,780,86,61.8,43.1,292,89.7,58.3,487,12,2.5,25,0.66,12.4,400,118,29.5,10.53,3.11,0.09,0.30,16.2,13,0.11,-7.3,-8.0,12926,17419,74.2,232123,85512,5724,6738,85.0,5450,6669,81.7,1405,2918,48.1,27.8,-3.5,304,1088,289,67,15491,1823,551,10,102,732,711,185,64,107,0,105,343,682,17.95,485,75,33,34,47,8,71,1.87,54,3,6,3,4,1,465,269,224,183,58,173,413,41.9,240,374,144,230,492,957,756,12,21344,2127,6507,9961,5150,706,21341,479,292,61.0,187,39.0,11100,57832,29476,457,138,578,309,12789,1474,0,622,520,108,3,7,2,2214,749,832,47.4,2020,2021
Inter,25,27.7,52.5,38,418,"3,420",38.0,84,62,146,76,8,9,61,2,74.2,67.2,52.5,119.8,766,1707,2.21,1.63,3.84,2.00,3.63,1.95,1.38,3.34,1.77,3.15,38,38,"3,420",35,0.92,118,82,74.6,28,7,3,14,36.8,7,5,2,0,28.6,1,3,1,33.3,0.23,-0.7,-0.02,91,202,45.0,919,172,17.1,17.9,228,19.7,25.2,474,13,2.7,26,0.68,20.0,543,194,35.7,14.29,5.11,0.14,0.39,16.3,17,0.13,+9.8,+8.8,18384,21624,85.0,321565,102857,8126,8970,90.6,7965,8842,90.1,1776,2636,67.4,46.5,+9.5,422,1361,395,96,19951,1608,450,29,152,702,651,206,64,85,0,65,355,985,25.92,754,76,44,55,38,18,150,3.95,114,6,8,12,8,2,506,286,214,206,86,213,527,40.4,314,383,102,281,371,877,582,8,25312,2417,7654,11562,6304,1012,25303,454,260,57.3,193,42.5,14452,75884,42467,517,198,543,262,18210,1695,1,472,426,65,6,7,1,1814,439,428,50.6,2020,2021
Juventus,30,27.7,56.9,38,418,"3,420",38.0,76,59,135,68,8,10,80,6,74.4,67.0,55.1,122.1,949,1768,2.00,1.55,3.55,1.79,3.34,1.96,1.45,3.41,1.76,3.21,38,38,"3,420",38,1.00,121,82,73.6,23,9,6,8,21.1,9,6,3,0,33.3,1,4,2,36.4,0.23,+0.4,+0.01,101,211,47.9,1064,177,16.9,26.5,268,11.6,21.6,523,13,2.5,47,1.24,16.2,585,206,35.2,15.39,5.42,0.12,0.33,16.8,23,0.12,+1.6,+1.0,19839,23031,86.1,353120,113338,8475,9273,91.4,8934,9758,91.6,1969,2877,68.4,40.5,+3.9,470,1454,356,89,21302,1636,496,25,158,754,576,221,53,121,0,93,326,1061,27.92,777,86,74,68,46,10,134,3.53,94,4,13,14,6,3,566,323,244,242,80,243,612,39.7,369,390,114,276,458,1024,581,14,27067,2595,7973,12836,6507,1068,27057,684,451,65.9,233,34.1,15418,85068,46167,696,272,581,300,19722,1756,2,505,470,93,8,9,2,1941,426,378,53.0,2020,2021
Lazio,30,29.4,53.0,38,418,"3,420",38.0,59,40,99,53,6,10,107,5,58.2,50.7,39.6,90.2,785,1688,1.55,1.05,2.61,1.39,2.45,1.53,1.04,2.57,1.33,2.37,38,38,"3,420",55,1.45,151,98,70.2,21,5,12,12,31.6,10,10,0,0,0.0,0,7,2,50.2,0.27,-2.8,-0.07,181,385,47.0,1236,174,28.2,30.8,236,15.7,22.7,491,13,2.6,22,0.58,13.8,514,175,34.0,13.53,4.61,0.10,0.30,17.3,14,0.10,+0.8,+2.3,16972,20795,81.6,304863,108222,7366,8356,88.2,7099,8110,87.5,2007,3161,63.5,34.6,+0.4,391,1479,398,115,19069,1639,468,25,151,744,653,189,97,63,1,87,346,937,24.66,733,53,47,55,33,16,103,2.71,75,1,8,9,9,1,595,346,284,244,67,254,678,37.5,424,404,92,312,445,1040,649,7,24888,2487,7653,11527,5958,883,24878,553,297,53.7,256,46.3,14348,81890,44030,618,171,553,304,16794,1677,3,498,427,87,8,10,2,2132,539,510,51.4,2020,2021
Milan,29,24.4,51.7,38,418,"3,420",38.0,72,47,119,57,15,20,83,4,70.7,56.0,43.9,99.8,784,1483,1.89,1.24,3.13,1.50,2.74,1.86,1.15,3.02,1.47,2.63,38,38,"3,420",41,1.08,133,92,71.4,24,7,7,14,36.8,5,3,1,1,25.0,2,8,1,38.1,0.27,-1.9,-0.05,153,368,41.6,1002,156,28.0,19.7,252,34.5,29.4,568,29,5.1,43,1.13,8.0,537,184,34.3,14.13,4.84,0.11,0.31,18.4,30,0.11,+1.3,+1.0,15889,19459,81.7,275188,97709,7279,8168,89.1,6493,7406,87.7,1617,2709,59.7,40.1,+3.1,408,1250,346,80,17686,1681,491,20,140,688,646,213,98,78,0,92,309,983,25.87,684,86,54,75,75,9,129,3.39,85,11,5,10,15,3,627,357,299,257,71,276,605,45.6,329,435,133,302,382,1009,732,13,23790,2347,7303,10849,5914,944,23770,670,415,61.9,254,37.9,13083,73292,39841,562,187,616,299,15747,1474,1,513,474,92,15,5,1,2069,567,539,51.3,2020,2021
