squad,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,season_start_year,season_end_year
Arsenal,29,25.8,53.8,38,418,"3,420",38.0,56,35,91,53,3,3,88,5,47.0,44.6,31.4,76.1,815,1641,1.47,0.92,2.39,1.39,2.32,1.24,0.83,2.06,1.17,2.00,38,38,"3,420",48,1.26,193,144,78.8,14,14,10,10,26.3,8,7,1,0,12.5,0,9,0,51.8,0.23,+3.8,+0.10,92,364,25.3,964,233,24.8,27.9,314,39.8,35.5,606,25,4.1,42,1.11,15.6,403,146,36.2,10.61,3.84,0.13,0.36,16.4,19,0.11,+9.0,+8.4,16634,20410,81.5,292657,94450,7259,8103,89.6,7300,8331,87.6,1596,2772,57.6,28.5,+3.6,298,1164,311,63,18463,1874,487,67,153,699,756,231,96,71,3,73,320,709,18.66,501,59,52,48,33,16,85,2.24,57,5,4,9,4,6,584,336,296,217,71,249,612,40.7,363,398,141,257,351,935,754,18,24424,2737,8368,10648,5628,821,24421,697,411,59.0,286,41.0,14410,85069,46708,534,209,547,370,16527,1630,1,421,437,73,2,8,0,1861,501,589,46.0,2019,2020
Aston Villa,28,25.7,44.1,38,418,"3,420",38.0,40,32,72,39,1,3,70,1,44.3,41.8,34.2,76.0,639,1247,1.05,0.84,1.89,1.03,1.87,1.16,0.90,2.06,1.10,2.00,38,38,"3,420",67,1.76,182,115,65.9,9,8,21,7,18.4,6,5,1,0,16.7,1,9,1,51.6,0.25,-14.4,-0.38,240,665,36.1,862,179,50.1,40.0,343,67.9,49.4,628,23,3.7,28,0.74,9.9,453,147,32.5,11.92,3.87,0.09,0.27,17.5,21,0.09,-4.3,-2.8,11652,15672,74.3,217478,84204,5074,5895,86.1,4810,5882,81.8,1480,3002,49.3,27.7,-2.2,369,908,270,95,13604,2006,562,17,153,798,797,200,109,34,8,62,307,828,21.79,599,88,42,36,56,7,72,1.89,48,8,5,4,7,0,523,291,285,174,64,223,597,37.4,374,456,184,272,423,946,928,26,19977,2658,7038,8203,4969,695,19974,569,352,61.9,217,38.1,10317,61373,31557,476,139,546,313,11546,1229,1,451,525,62,2,6,1,1900,705,742,48.7,2019,2020
Brighton,25,26.4,52.2,38,418,"3,420",38.0,35,24,59,34,1,2,59,2,45.4,43.8,31.6,75.4,669,1675,0.92,0.63,1.55,0.89,1.53,1.20,0.83,2.03,1.15,1.99,38,38,"3,420",54,1.42,168,116,69.0,9,14,15,9,23.7,2,2,0,0,0.0,0,7,2,50.2,0.29,-1.8,-0.05,207,412,50.2,1201,255,25.3,29.0,274,39.4,33.4,526,20,3.8,26,0.68,13.7,460,139,30.2,12.11,3.66,0.07,0.24,17.6,11,0.10,-10.4,-9.8,15881,20056,79.2,290667,102483,6755,7803,86.6,7139,8265,86.4,1701,3003,56.6,27.3,-7.6,343,1124,294,62,18194,1791,394,34,200,689,853,178,78,78,0,71,365,804,21.16,599,73,39,48,40,5,65,1.71,44,9,5,2,5,0,641,379,295,269,77,245,642,38.2,397,437,137,300,419,1060,750,15,24387,2721,8174,10724,5693,770,24385,584,335,57.4,249,42.6,13074,73950,37898,502,165,626,399,15782,1661,1,386,325,71,2,2,2,2065,690,577,54.5,2019,2020
Burnley,22,28.0,41.9,38,418,"3,420",38.0,41,30,71,38,3,3,67,0,47.4,45.3,32.4,77.7,437,890,1.08,0.79,1.87,1.00,1.79,1.25,0.85,2.10,1.19,2.04,38,38,"3,420",50,1.32,167,117,72.5,15,9,14,15,39.5,5,4,1,0,20.0,0,7,1,45.7,0.25,-3.3,-0.09,263,870,30.2,883,180,67.6,47.1,304,89.8,63.7,623,52,8.3,48,1.26,14.9,384,124,32.3,10.11,3.26,0.10,0.31,16.4,18,0.12,-6.4,-7.3,10049,14694,68.4,181797,76083,4700,5595,84.0,3686,4854,75.9,1295,3221,40.2,28.5,-2.4,280,787,217,99,12767,1838,408,29,99,743,868,170,158,1,0,89,287,667,17.55,459,83,27,44,45,9,71,1.87,47,10,4,6,3,1,547,344,238,241,68,240,585,41.0,345,450,175,275,387,934,901,15,18827,2224,5596,8993,4410,617,18823,454,246,54.2,208,45.8,8828,46545,21653,352,71,509,291,9969,882,0,412,369,89,1,5,1,1860,937,917,50.5,2019,2020
Chelsea,27,25.5,60.4,38,418,"3,420",38.0,69,46,115,62,7,7,60,0,69.2,64.4,46.7,111.1,983,1897,1.82,1.21,3.03,1.63,2.84,1.82,1.23,3.05,1.70,2.92,38,38,"3,420",54,1.42,115,64,54.8,20,6,12,9,23.7,2,2,0,0,0.0,2,9,3,37.5,0.31,-13.5,-0.36,102,302,33.8,1028,168,22.0,31.4,226,33.6,32.7,389,21,5.4,38,1.00,16.0,618,210,34.0,16.26,5.53,0.10,0.30,16.6,29,0.11,-0.2,-2.4,20958,25213,83.1,352088,108966,9753,10903,89.5,8527,9698,87.9,1843,2989,61.7,42.3,-0.7,459,1463,411,108,23308,1842,401,61,215,862,876,247,106,82,2,63,361,1121,29.50,847,86,57,64,52,15,123,3.24,86,6,10,9,10,2,638,362,304,258,76,246,604,40.7,358,361,91,270,459,1097,631,14,29489,2281,8311,13996,7423,1063,29482,718,460,64.1,258,35.9,18488,98638,51643,725,222,583,414,20848,1880,0,386,384,63,6,2,3,2210,703,701,50.1,2019,2020
Crystal Palace,25,29.4,44.8,38,418,"3,420",38.0,29,20,49,26,3,3,62,2,35.8,33.6,26.0,59.5,596,1223,0.76,0.53,1.29,0.68,1.21,0.94,0.68,1.63,0.88,1.57,38,38,"3,420",50,1.32,172,124,70.9,11,10,17,10,26.3,1,0,0,1,,1,5,2,55.7,0.34,+7.7,+0.20,237,710,33.4,848,180,53.4,48.9,313,82.1,57.4,651,23,3.5,27,0.71,13.2,373,115,30.8,9.82,3.03,0.07,0.23,17.0,15,0.09,-6.8,-7.6,12274,16395,74.9,212859,86923,5857,6822,85.9,4679,5712,81.9,1307,2747,47.6,24.4,-6.0,265,910,243,47,14377,1965,501,19,79,588,886,177,93,32,36,53,318,643,16.92,427,68,57,36,46,9,53,1.39,37,3,4,4,5,0,686,390,367,244,75,316,711,44.4,395,399,135,264,444,1130,856,18,20928,2377,7276,9017,4876,793,20925,698,432,61.9,266,38.1,10305,58519,29301,428,198,611,479,12187,1208,0,424,479,53,2,1,2,1915,771,776,49.8,2019,2020
Everton,24,25.5,49.0,38,418,"3,420",38.0,42,32,74,41,1,1,76,3,50.8,50.0,38.1,88.1,623,1430,1.11,0.84,1.95,1.08,1.92,1.34,1.00,2.34,1.32,2.32,38,38,"3,420",56,1.47,147,94,63.9,13,10,15,9,23.7,4,3,0,1,0.0,3,5,3,50.2,0.32,-2.8,-0.07,270,730,37.0,1104,195,51.3,40.1,275,59.6,46.8,510,24,4.7,25,0.66,13.4,468,159,34.0,12.32,4.18,0.09,0.26,16.4,20,0.11,-8.8,-9.0,13433,17736,75.7,248821,94797,5670,6722,84.3,5545,6642,83.5,1728,3126,55.3,31.5,-6.1,340,987,288,93,15790,1888,463,55,165,804,853,203,105,80,2,58,362,805,21.18,536,86,47,69,51,16,67,1.76,47,4,4,9,3,0,671,408,328,262,81,282,672,42.0,390,372,111,261,408,1079,778,13,22035,2514,7389,9561,5301,838,22034,609,374,61.4,235,38.6,12432,65428,32588,502,146,593,345,13344,1421,3,472,394,58,0,4,3,1966,860,835,50.7,2019,2020
Leicester City,24,26.1,57.1,38,418,"3,420",38.0,65,48,113,60,5,7,43,3,62.2,56.7,44.9,101.6,739,1612,1.71,1.26,2.97,1.58,2.84,1.64,1.18,2.82,1.49,2.67,38,38,"3,420",41,1.08,135,94,75.6,18,8,12,13,34.2,10,8,2,0,20.0,0,5,2,44.3,0.26,+5.3,+0.14,180,398,45.2,951,159,31.5,33.0,241,40.7,36.1,507,14,2.8,34,0.89,17.2,533,183,34.3,14.03,4.82,0.11,0.33,17.4,20,0.11,+2.8,+3.3,17600,21800,80.7,304569,102390,8018,9016,88.9,7415,8600,86.2,1655,2913,56.8,35.3,+3.1,405,1283,313,72,19817,1919,495,68,126,779,883,221,70,100,7,64,368,969,25.50,707,73,75,48,56,10,116,3.05,91,3,11,4,5,2,742,432,347,320,75,298,725,41.1,427,420,92,328,423,1165,767,16,26247,2187,7814,12226,6415,925,26240,688,377,54.8,311,45.2,16018,77180,39583,561,223,602,328,17485,1601,1,418,444,64,6,10,2,2104,659,674,49.4,2019,2020
Liverpool,24,26.6,62.9,38,418,"3,420",38.0,83,69,152,78,5,5,38,1,68.9,65.0,53.0,118.0,967,1941,2.18,1.82,4.00,2.05,3.87,1.81,1.39,3.21,1.71,3.10,38,38,"3,418",33,0.87,107,75,70.1,32,3,3,15,39.5,1,1,0,0,0.0,1,2,1,27.1,0.25,-4.9,-0.13,121,288,42.0,1017,191,21.9,27.4,239,27.2,30.3,426,17,4.0,77,2.03,19.2,586,224,38.2,15.42,5.89,0.13,0.35,16.5,20,0.11,+14.1,+13.0,21276,25891,82.2,370796,117058,9557,10648,89.8,9007,10345,87.1,2038,3458,58.9,46.8,+16.0,454,1630,477,93,23952,1886,440,68,283,896,879,257,63,125,2,53,343,1044,27.47,800,77,60,54,36,17,148,3.89,108,11,10,9,8,2,550,325,195,243,112,217,588,36.9,371,302,68,234,352,902,634,25,29748,2077,7168,14888,7908,1193,29743,658,387,58.8,271,41.2,20165,94607,50195,782,252,607,306,21151,1925,0,331,293,53,4,1,1,2194,655,588,52.7,2019,2020
Manchester City,24,26.9,66.2,38,418,"3,420",38.0,100,69,169,94,6,11,64,4,92.0,83.6,68.4,152.0,1199,2460,2.63,1.82,4.45,2.47,4.29,2.42,1.80,4.22,2.20,4.00,38,38,"3,418",35,0.92,110,76,70.9,26,3,9,17,44.7,3,3,0,0,0.0,1,4,1,34.1,0.29,+0.1,0.00,92,227,40.5,1047,195,16.6,28.0,167,31.7,31.6,323,15,4.6,64,1.69,11.0,735,250,34.0,19.34,6.58,0.13,0.38,16.4,27,0.12,+8.0,+10.4,24557,28190,87.1,410039,117432,11773,12714,92.6,9821,10885,90.2,2121,2963,71.6,62.7,+0.6,582,1819,553,89,26549,1573,352,85,243,915,684,298,113,54,7,68,329,1356,35.68,1040,72,101,75,53,15,173,4.55,123,6,16,14,12,2,514,301,204,210,100,230,605,38.0,375,292,66,226,352,866,495,21,31884,2009,6806,15609,9720,1473,31873,721,487,67.5,235,32.6,23022,118327,66426,964,377,456,341,24428,2453,2,362,296,68,10,3,1,1959,515,498,50.8,2019,2020
