squad,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,season_start_year,season_end_year
Angers,31,27.9,46.4,38,418,"3,420",38.0,40,23,63,35,5,6,65,2,41.6,36.9,26.4,63.3,614,1435,1.05,0.61,1.66,0.92,1.53,1.10,0.70,1.79,0.97,1.67,38,38,"3,420",58,1.53,139,82,63.3,12,8,18,9,23.7,8,7,1,0,12.5,0,5,1,53.5,0.33,-3.5,-0.09,143,456,31.4,712,214,37.5,35.2,269,70.3,50.9,516,19,3.7,17,0.45,11.3,401,135,33.7,10.55,3.55,0.09,0.26,18.9,18,0.09,-1.6,-1.9,14883,18822,79.1,260279,99308,6976,7852,88.8,5985,7038,85.0,1531,2897,52.8,25.0,-3.4,294,1059,221,62,16876,1907,551,30,135,662,824,168,68,78,1,39,355,706,18.58,525,48,41,38,42,12,66,1.74,42,8,2,5,7,2,626,376,302,256,68,314,754,41.6,440,330,78,252,443,1069,654,1,22924,1893,6979,11326,4872,574,22918,744,386,51.9,358,48.1,13323,66694,31192,485,118,635,394,14792,1418,1,461,483,39,6,8,1,2074,477,562,45.9,2020,2021
Bordeaux,28,27.6,49.8,38,418,"3,420",38.0,41,32,73,37,4,4,78,4,43.5,40.4,31.4,71.7,644,1303,1.08,0.84,1.92,0.97,1.82,1.14,0.83,1.97,1.06,1.89,38,38,"3,420",56,1.47,156,100,68.6,13,6,19,14,36.8,8,7,1,0,12.5,2,6,1,48.2,0.26,-6.8,-0.18,264,610,43.3,1034,144,40.0,35.3,292,67.1,47.6,560,16,2.9,30,0.79,13.2,417,137,32.9,10.97,3.61,0.09,0.27,17.4,20,0.10,-2.5,-3.4,15862,19490,81.4,283184,102852,7065,7953,88.8,6665,7634,87.3,1694,2878,58.9,27.2,+0.6,319,978,186,57,17533,1908,534,16,146,609,814,174,81,58,0,49,318,740,19.47,476,82,63,45,57,17,76,2.00,45,10,6,5,9,1,567,329,294,212,61,253,623,40.6,370,383,123,260,503,1070,677,9,23564,2361,7808,11547,4454,603,23560,679,391,57.6,287,42.3,13778,70213,34273,459,156,614,396,15747,1291,2,465,480,49,3,8,1,1964,570,501,53.2,2020,2021
Brest,26,24.9,49.3,38,418,"3,420",38.0,48,31,79,45,3,4,62,4,50.0,46.8,36.0,82.8,685,1438,1.26,0.82,2.08,1.18,2.00,1.32,0.95,2.26,1.23,2.18,38,38,"3,420",66,1.74,180,115,68.3,11,8,19,7,18.4,11,9,1,1,10.0,1,5,2,57.5,0.27,-6.5,-0.17,195,434,44.9,1036,185,32.2,35.8,304,32.9,34.6,599,27,4.5,27,0.71,17.4,445,155,34.8,11.71,4.08,0.10,0.29,17.2,26,0.11,-2.0,-1.8,15437,19407,79.5,292474,108202,6267,7228,86.7,6798,7856,86.5,2034,3384,60.1,36.5,-5.0,337,1178,301,123,17412,1936,489,19,147,720,859,181,98,40,0,59,298,789,20.76,561,80,45,43,50,10,84,2.21,61,7,3,6,6,1,610,355,321,236,53,284,633,44.9,349,358,109,249,463,1073,685,12,23400,2617,8252,10194,5202,723,23396,613,383,62.5,230,37.5,13831,71207,37159,479,132,561,285,15317,1421,1,491,434,59,4,11,2,1928,693,560,55.3,2020,2021
Lens,27,26.4,51.1,38,418,"3,420",38.0,53,35,88,43,10,12,94,7,56.4,47.3,37.8,85.1,743,1567,1.39,0.92,2.32,1.13,2.05,1.48,0.99,2.48,1.24,2.24,38,38,"3,420",54,1.42,143,92,69.9,15,12,11,8,21.1,11,11,0,0,0.0,0,6,3,46.0,0.25,-5.0,-0.13,189,507,37.3,780,147,49.0,39.4,269,46.5,38.5,494,17,3.4,32,0.84,21.8,434,133,30.6,11.42,3.50,0.10,0.32,18.5,22,0.11,-3.4,-4.3,15078,18957,79.5,276447,96848,6283,7229,86.9,6713,7778,86.3,1682,2916,57.7,33.3,-2.8,327,1132,264,90,17084,1824,491,18,200,760,781,194,85,81,0,49,332,790,20.79,566,61,58,41,51,13,94,2.47,61,6,8,5,11,3,601,358,264,253,84,237,533,44.5,296,375,92,283,508,1109,690,12,23098,2044,6791,11442,5083,678,23086,636,363,57.1,273,42.9,13085,75523,42321,499,122,620,348,14953,1553,5,541,465,49,11,11,3,2004,644,630,50.5,2020,2021
Lille,21,25.4,53.8,38,418,"3,420",38.0,62,39,101,57,5,5,68,2,48.5,44.5,34.4,79.0,713,1660,1.63,1.03,2.66,1.50,2.53,1.28,0.91,2.18,1.17,2.08,38,38,"3,420",23,0.61,107,85,79.4,24,11,3,21,55.3,2,1,1,0,50.0,0,7,2,28.8,0.25,+7.8,+0.21,123,393,31.3,826,194,30.3,31.6,240,59.6,48.7,490,27,5.5,44,1.16,17.2,481,178,37.0,12.66,4.68,0.12,0.32,19.6,22,0.09,+13.5,+12.5,17886,21892,81.7,305333,103853,8342,9348,89.2,7195,8239,87.3,1668,2938,56.8,33.6,+4.6,365,1488,251,58,20037,1791,466,31,173,637,841,184,87,84,5,64,316,845,22.24,639,61,52,40,42,11,107,2.82,82,3,6,8,8,0,653,370,273,288,92,305,707,43.1,402,339,90,249,424,1077,590,6,25941,1898,6831,13326,6020,726,25936,705,408,57.9,297,42.1,15631,76909,39867,620,168,622,380,17767,1647,1,487,450,64,5,2,2,2216,572,558,50.6,2020,2021
Lorient,27,26.8,44.6,38,418,"3,420",38.0,49,26,75,40,9,10,69,3,48.6,41.4,30.8,72.2,572,1169,1.29,0.68,1.97,1.05,1.74,1.28,0.81,2.09,1.09,1.90,38,38,"3,420",68,1.79,167,100,65.3,11,9,18,5,13.2,11,10,0,1,0.0,1,6,1,54.3,0.27,-12.7,-0.34,163,508,32.1,684,153,43.3,36.7,305,69.5,49.5,492,11,2.2,23,0.61,15.1,416,130,31.3,10.95,3.42,0.10,0.31,20.2,30,0.10,+0.4,-1.4,13171,17085,77.1,232514,87993,6009,6910,87.0,5392,6409,84.1,1381,2801,49.3,25.8,-4.8,289,910,191,55,15172,1867,480,21,110,606,800,176,62,89,1,46,287,726,19.11,498,62,47,53,58,8,80,2.11,47,4,5,11,12,1,722,424,353,303,66,333,812,41.0,479,422,114,308,527,1249,670,11,21346,1961,7224,10270,4119,511,21336,635,361,56.9,274,43.1,11510,58448,29360,440,112,618,349,13048,1158,1,475,469,46,9,11,1,2064,507,586,46.4,2020,2021
Lyon,29,25.8,54.9,38,418,"3,420",38.0,76,46,122,65,11,11,66,10,81.4,73.0,54.9,127.9,805,1991,2.00,1.21,3.21,1.71,2.92,2.14,1.44,3.59,1.92,3.36,38,38,"3,420",43,1.13,134,92,71.6,22,10,6,11,28.9,7,5,1,1,16.7,2,4,2,36.3,0.23,-4.7,-0.12,150,338,44.4,933,186,25.9,30.3,250,38.4,35.6,499,10,2.0,60,1.58,18.3,601,222,36.9,15.82,5.84,0.11,0.29,17.2,23,0.12,-5.4,-8.0,17685,21396,82.7,304190,112753,8261,9252,89.3,7093,8148,87.1,1740,2738,63.6,52.2,-8.9,455,1444,426,77,19477,1856,479,36,135,710,814,232,54,88,2,63,319,1075,28.29,776,83,81,63,53,19,130,3.42,89,5,10,9,14,3,584,346,251,249,84,264,639,41.3,375,366,115,251,408,992,594,14,25612,2063,6883,12335,6638,1100,25602,813,479,58.9,334,41.1,15200,75840,41485,622,245,633,326,17594,1980,3,484,439,63,11,7,2,2140,528,424,55.5,2020,2021
Marseille,31,27.2,53.6,38,418,"3,420",38.0,53,45,98,49,4,7,98,9,47.0,41.6,36.5,78.0,606,1499,1.39,1.18,2.58,1.29,2.47,1.24,0.96,2.20,1.09,2.05,38,38,"3,420",47,1.24,132,86,66.7,16,12,10,8,21.1,3,3,0,0,0.0,1,7,1,40.7,0.29,-5.3,-0.14,143,491,29.1,1049,205,31.6,17.2,294,54.1,42.5,576,22,3.8,36,0.95,12.0,374,128,34.2,9.84,3.37,0.13,0.38,18.1,17,0.11,+6.0,+7.4,16481,20532,80.3,280703,101346,7937,8895,89.2,6509,7552,86.2,1511,2858,52.9,33.9,+8.5,299,1196,228,52,18515,1965,572,17,182,647,840,174,95,66,2,52,344,672,17.68,487,59,31,31,49,15,97,2.55,68,9,3,4,10,3,655,391,266,302,87,313,667,46.9,354,365,105,260,442,1097,710,12,24581,2364,7705,12328,4779,650,24574,582,321,55.2,261,44.8,14356,68585,36113,409,140,571,312,16362,1490,2,500,473,52,3,3,1,1898,552,534,50.8,2020,2021
Metz,27,25.7,45.2,38,418,"3,420",38.0,42,28,70,35,7,11,84,4,44.1,35.8,28.3,64.0,744,1221,1.11,0.74,1.84,0.92,1.66,1.16,0.74,1.90,0.94,1.68,38,38,"3,419",48,1.26,150,102,76.0,12,11,15,8,21.1,13,12,1,0,7.7,1,4,1,46.8,0.23,-0.2,0.00,220,566,38.9,822,210,42.0,30.0,318,69.5,51.6,591,41,6.9,49,1.29,13.4,425,127,29.9,11.18,3.34,0.08,0.28,20.6,31,0.08,-2.1,-0.8,13167,16956,77.7,242610,90624,5653,6462,87.5,5598,6622,84.5,1579,2982,53.0,23.5,-0.3,316,936,191,70,15135,1771,495,26,163,659,712,161,54,64,4,50,292,762,20.05,529,75,43,39,65,11,71,1.87,46,2,6,6,9,2,685,417,368,252,65,305,675,45.2,370,394,116,278,572,1257,745,9,21372,2166,7340,10088,4182,529,21361,678,381,56.2,297,43.8,12250,68808,34671,541,135,695,381,13076,1210,1,516,474,50,6,13,1,2098,601,612,49.5,2020,2021
Monaco,30,24.8,55.8,38,418,"3,420",38.0,76,52,128,64,12,15,78,7,68.7,56.9,46.7,103.6,757,1750,2.00,1.37,3.37,1.68,3.05,1.81,1.23,3.04,1.50,2.73,38,38,"3,420",42,1.11,103,62,64.1,24,6,8,15,39.5,5,5,0,0,0.0,1,1,1,35.5,0.30,-5.5,-0.15,154,453,34.0,1087,136,30.5,32.9,243,50.2,42.1,416,10,2.4,75,1.97,21.5,471,160,34.0,12.39,4.21,0.14,0.40,17.2,21,0.12,+7.3,+7.1,17738,21991,80.7,318971,108259,7468,8476,88.1,8001,9214,86.8,1824,3175,57.4,46.1,+5.3,370,1347,364,80,20044,1877,513,32,174,746,823,218,96,92,3,70,300,851,22.39,599,93,41,53,48,17,129,3.39,89,9,7,6,15,3,733,432,296,346,91,332,696,47.7,364,356,66,290,436,1169,513,15,25954,2018,7190,13087,5926,922,25939,570,308,54.0,262,46.0,14599,75884,40603,511,159,608,304,17644,1738,2,486,470,70,11,5,1,2182,611,558,52.3,2020,2021
