squad,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,season_start_year,season_end_year
Augsburg,34,25.9,41.7,34,374,"3,060",34.0,41,29,70,37,4,5,96,5,34.7,30.9,24.3,55.2,331,847,1.21,0.85,2.06,1.09,1.94,1.02,0.71,1.74,0.91,1.62,34,34,"3,060",63,1.85,201,138,69.2,9,7,18,6,17.6,4,1,2,1,66.7,2,4,2,63.4,0.31,+2.4,+0.07,262,677,38.7,1327,175,34.8,36.5,333,64.6,49.7,539,31,5.8,67,1.97,16.8,354,101,28.5,10.41,2.97,0.10,0.37,18.2,14,0.09,+6.3,+6.1,8422,12742,66.1,169408,75215,3104,4032,77.0,3844,5050,76.1,1253,2819,44.4,24.6,+4.7,240,662,191,44,10915,1769,428,30,73,548,745,166,78,81,1,58,332,578,17.00,383,76,26,42,37,14,70,2.06,42,6,3,10,5,4,522,299,251,202,69,232,479,48.4,247,429,126,303,286,808,755,14,16605,2549,6859,6322,3604,574,16600,488,201,41.2,234,48.0,7744,41189,20165,241,70,490,266,8309,831,2,433,356,58,3,4,2,1792,640,777,45.2,2022,2023
Bayern Munich,28,26.6,64.2,34,374,"3,060",34.0,90,67,157,87,3,5,49,3,75.0,71.0,56.6,127.7,863,2041,2.65,1.97,4.62,2.56,4.53,2.20,1.67,3.87,2.09,3.75,34,34,"3,060",38,1.12,107,68,72.9,21,8,5,11,32.4,10,9,1,0,10.0,1,2,0,40.8,0.30,+2.8,+0.08,96,223,43.0,1190,185,16.0,25.1,193,17.1,25.7,349,18,5.2,54,1.59,16.7,625,251,40.2,18.38,7.38,0.14,0.35,16.7,10,0.12,+15.0,+16.0,19404,22716,85.4,335478,115394,8781,9678,90.7,8580,9490,90.4,1653,2553,64.7,63.6,+10.4,488,1561,474,70,21104,1528,378,78,115,603,657,229,92,106,4,84,312,1094,32.18,841,63,68,78,24,20,153,4.50,114,2,12,16,5,4,623,387,263,258,102,287,538,53.3,251,381,77,304,287,910,477,19,26741,2210,7657,12339,6998,1185,26736,912,466,51.1,362,39.7,17141,88991,44959,577,286,601,354,19261,2019,2,306,335,84,5,10,0,2085,471,381,55.3,2022,2023
Bochum,26,29.4,46.1,34,374,"3,060",34.0,37,28,65,34,3,3,64,1,40.0,37.7,28.4,66.0,350,1022,1.09,0.82,1.91,1.00,1.82,1.18,0.83,2.01,1.11,1.94,34,34,"3,060",72,2.12,200,128,68.0,10,5,19,5,14.7,14,8,3,3,27.3,2,9,3,69.0,0.30,0.0,0.00,554,1175,47.1,1467,83,67.8,44.7,283,63.6,47.5,536,31,5.8,121,3.56,22.2,397,127,32.0,11.68,3.74,0.09,0.27,18.1,11,0.10,-3.0,-3.7,9209,13549,68.0,185905,86106,3742,4704,79.5,3734,4954,75.4,1534,3145,48.8,31.4,-0.4,289,856,225,73,11775,1708,412,31,72,568,768,141,65,53,1,66,278,678,19.94,464,92,22,41,46,13,67,1.97,44,10,4,4,5,0,626,386,301,247,78,310,635,48.8,325,402,118,284,337,963,776,13,17478,2270,6243,7442,3956,661,17475,420,175,41.7,195,46.4,7951,40250,18371,274,86,500,258,9060,1007,0,429,354,66,3,14,3,1991,770,737,51.1,2022,2023
Dortmund,30,25.8,58.2,34,374,"3,060",34.0,81,61,142,77,4,6,66,0,71.1,66.5,51.9,118.4,783,1628,2.38,1.79,4.18,2.26,4.06,2.09,1.53,3.62,1.96,3.48,34,34,"3,060",44,1.29,151,108,71.5,22,5,7,12,35.3,1,1,0,0,0.0,0,7,1,41.7,0.28,-1.3,-0.04,124,312,39.7,1132,157,19.8,28.9,237,37.1,36.1,386,23,6.0,55,1.62,17.1,558,219,39.2,16.41,6.44,0.14,0.35,16.6,20,0.12,+9.9,+10.5,16445,19889,82.7,290786,100043,7277,8180,89.0,6704,7585,88.4,1853,2872,64.5,50.6,+9.1,423,1265,341,78,18132,1716,475,44,213,677,699,227,73,112,4,41,376,1014,29.82,735,74,80,72,41,12,144,4.24,102,5,16,10,8,3,580,334,246,241,93,287,551,52.1,264,382,95,287,298,878,491,9,23758,2099,7166,10816,6011,944,23752,879,415,47.2,366,41.6,14458,75809,39242,514,205,483,356,16318,1614,0,322,407,41,6,1,1,1958,425,364,53.9,2022,2023
Eint Frankfurt,28,26.4,52.9,34,374,"3,060",34.0,56,33,89,50,6,6,71,1,52.1,47.4,36.2,83.5,632,1372,1.65,0.97,2.62,1.47,2.44,1.53,1.06,2.60,1.39,2.46,34,34,"3,060",52,1.53,135,84,63.0,13,11,10,6,17.6,2,2,0,0,0.0,1,8,1,43.3,0.31,-7.7,-0.23,81,329,24.6,680,135,38.5,29.1,228,29.4,33.7,416,18,4.3,25,0.74,11.5,399,132,33.1,11.74,3.88,0.13,0.38,16.9,14,0.12,+3.9,+2.6,13930,17975,77.5,240605,87723,6239,7247,86.1,6164,7319,84.2,1196,2423,49.4,40.1,-3.2,289,1003,263,64,16179,1726,437,46,70,616,786,189,99,50,1,70,383,711,20.91,507,62,50,47,35,10,95,2.79,64,2,10,11,8,0,562,357,244,248,70,265,585,45.3,320,415,88,327,284,846,687,5,21945,2034,6815,10478,4867,850,21939,695,292,42.0,331,47.6,12138,61277,31167,431,220,533,293,13832,1361,1,429,377,70,6,2,1,2088,467,555,45.7,2022,2023
Freiburg,27,27.4,48.1,34,374,"3,060",34.0,51,34,85,44,7,8,62,2,48.0,41.6,28.5,70.1,427,1039,1.50,1.00,2.50,1.29,2.29,1.41,0.84,2.25,1.22,2.06,34,34,"3,060",44,1.29,150,106,74.0,17,8,9,13,38.2,6,5,0,1,0.0,0,4,0,46.4,0.28,+2.4,+0.07,271,665,40.8,1195,121,41.4,37.6,267,63.7,52.6,434,32,7.4,43,1.26,15.0,413,167,40.4,12.15,4.91,0.11,0.26,17.1,16,0.11,+3.0,+2.4,11653,15533,75.0,224503,85849,4532,5503,82.4,5212,6241,83.5,1565,2829,55.3,33.2,+5.5,288,884,237,67,13934,1542,454,24,116,547,603,141,82,44,0,57,307,724,21.29,499,87,31,51,45,11,87,2.56,57,11,3,7,9,0,498,289,223,211,64,207,450,46.0,243,375,106,269,325,823,612,10,19065,2247,6546,8366,4295,722,19057,480,216,45.0,200,41.7,10112,53575,25969,297,108,444,240,11445,1027,1,404,424,57,7,6,0,1754,743,686,52.0,2022,2023
Hoffenheim,31,26.8,48.3,34,374,"3,060",34.0,46,30,76,39,7,9,80,5,48.0,41.1,32.4,73.4,457,1175,1.35,0.88,2.24,1.15,2.03,1.41,0.95,2.36,1.21,2.16,34,34,"3,060",57,1.68,161,105,65.8,10,6,18,5,14.7,3,2,0,1,0.0,1,11,1,50.4,0.31,-5.6,-0.16,206,525,39.2,1131,168,36.3,33.6,282,40.8,36.0,529,43,8.1,43,1.26,13.4,398,130,32.7,11.71,3.82,0.10,0.30,17.3,16,0.10,-2.0,-2.1,11754,15564,75.5,218184,88463,4941,5830,84.8,5108,6136,83.2,1405,2668,52.7,39.6,-2.4,294,928,260,77,13750,1736,418,17,119,577,784,161,45,74,4,78,323,719,21.15,513,65,46,36,47,12,83,2.44,57,3,9,7,6,1,543,323,254,231,58,236,474,49.8,238,428,119,309,285,828,665,8,19434,2364,6926,8417,4271,705,19425,577,249,43.2,268,46.4,10627,53164,25890,330,138,551,258,11634,1168,3,471,368,78,7,3,1,1843,550,557,49.7,2022,2023
Köln,27,26.0,49.9,34,374,"3,060",34.0,46,31,77,42,4,4,75,3,47.9,44.7,35.1,79.9,522,1247,1.35,0.91,2.26,1.24,2.15,1.41,1.03,2.44,1.32,2.35,34,34,"3,060",54,1.59,129,77,61.2,10,12,12,6,17.6,5,4,1,0,20.0,4,4,3,42.3,0.30,-8.7,-0.26,154,404,38.1,1144,117,30.2,31.3,244,24.2,28.4,468,19,4.1,22,0.65,13.4,413,146,35.4,12.15,4.29,0.10,0.29,16.2,6,0.11,-1.9,-2.7,12242,16367,74.8,229690,84892,4634,5485,84.5,6017,7208,83.5,1352,2725,49.6,37.6,-4.1,307,840,259,84,14542,1757,409,20,62,790,811,205,87,81,0,68,409,705,20.74,505,78,37,50,27,8,78,2.29,57,4,5,7,5,0,615,370,287,263,65,310,666,46.5,356,423,99,324,372,987,716,5,20320,2232,7198,8697,4630,751,20316,521,226,43.4,236,45.3,11017,58246,28164,383,117,485,287,12123,1240,3,400,352,68,2,5,3,2022,659,608,52.0,2022,2023
Leverkusen,27,24.7,52.0,34,374,"3,060",34.0,57,44,101,52,5,7,75,7,51.4,46.0,38.9,85.0,678,1243,1.68,1.29,2.97,1.53,2.82,1.51,1.15,2.66,1.35,2.50,34,34,"3,059",49,1.44,146,99,71.2,14,8,12,9,26.5,7,7,0,0,0.0,1,5,2,42.7,0.25,-4.3,-0.13,121,384,31.5,887,155,32.8,30.3,259,35.9,32.5,410,28,6.8,27,0.79,13.0,432,160,37.0,12.71,4.71,0.12,0.33,17.4,16,0.11,+5.6,+6.0,14683,18206,80.6,247352,87593,7075,8019,88.2,5908,6837,86.4,1279,2372,53.9,36.4,+5.1,349,926,230,48,16529,1626,468,59,72,461,678,139,66,49,0,51,298,792,23.29,576,59,57,47,42,11,105,3.09,72,3,15,4,8,3,494,280,242,206,46,236,421,56.1,185,358,99,259,294,788,599,12,21877,2184,7160,10575,4338,702,21870,714,352,49.3,268,37.5,12070,67165,36395,469,187,524,327,14558,1232,3,382,409,51,6,7,2,1918,430,492,46.6,2022,2023
M'Gladbach,27,26.8,53.7,34,374,"3,060",34.0,52,39,91,48,4,6,62,3,52.1,47.5,41.2,88.7,518,1168,1.53,1.15,2.68,1.41,2.56,1.53,1.21,2.74,1.40,2.61,34,34,"3,060",55,1.62,180,126,72.8,11,10,13,9,26.5,6,6,0,0,0.0,1,4,1,57.7,0.30,+3.7,+0.11,141,461,30.6,1470,174,24.9,30.5,294,32.3,32.8,529,28,5.3,41,1.21,12.9,403,166,41.2,11.85,4.88,0.12,0.29,17.3,12,0.12,-0.1,+0.5,15516,18854,82.3,267610,95706,7012,7776,90.2,6828,7668,89.0,1280,2371,54.0,39.9,-2.2,327,885,247,50,17035,1747,532,64,60,441,684,151,60,73,1,72,384,725,21.32,509,89,32,43,40,12,81,2.38,60,7,4,7,3,0,497,275,274,171,52,267,536,49.8,269,405,104,301,267,764,728,7,22583,2744,8415,10217,4133,720,22577,548,240,43.8,226,41.2,13046,62465,31728,396,143,493,304,15408,1159,1,338,447,72,3,6,1,1718,415,419,49.8,2022,2023
