squad,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,season_start_year,season_end_year
Alavés,26,26.7,42.7,38,418,"3,420",38.0,39,27,66,37,2,3,101,1,41.1,38.8,29.0,67.8,511,1113,1.03,0.71,1.74,0.97,1.68,1.08,0.76,1.85,1.02,1.79,38,38,"3,420",50,1.32,167,119,73.7,13,11,14,8,21.1,6,6,0,0,0.0,3,2,2,52.6,0.29,+4.6,+0.12,325,794,40.9,805,98,61.6,42.8,337,88.4,57.0,632,21,3.3,42,1.11,15.6,426,116,27.2,11.21,3.05,0.09,0.32,18.3,16,0.09,-2.1,-1.8,9631,14061,68.5,186037,84436,4155,5125,81.1,3682,4818,76.4,1514,3235,46.8,24.9,-2.0,298,831,224,117,12027,1976,589,21,121,729,818,145,59,54,2,58,342,700,18.42,458,93,38,47,58,6,59,1.55,36,8,3,6,5,1,646,389,352,228,66,254,595,42.7,341,419,117,302,390,1036,1066,13,18475,2174,6367,8264,4063,609,18472,489,276,56.4,213,43.6,8348,47885,24646,366,103,587,341,9540,1102,0,551,499,58,2,6,2,1972,864,890,49.3,2018,2019
Athletic Club,27,27.6,50.0,38,418,"3,420",38.0,39,26,65,34,5,7,118,4,43.4,37.8,30.7,68.5,626,1452,1.03,0.68,1.71,0.89,1.58,1.14,0.81,1.95,0.99,1.80,38,38,"3,420",45,1.18,120,75,66.7,13,14,11,10,26.3,5,5,0,0,0.0,0,6,0,42.8,0.32,-2.2,-0.06,358,825,43.4,901,123,64.9,46.9,264,90.9,62.7,508,22,4.3,36,0.95,17.3,380,132,34.7,10.00,3.47,0.09,0.26,17.1,6,0.10,-4.4,-3.8,13195,17584,75.0,241813,95216,6013,7036,85.5,5053,6188,81.7,1662,3197,52.0,34.5,-4.7,299,1069,288,86,15587,1923,577,49,185,728,847,153,56,72,3,74,369,693,18.24,477,77,43,42,45,9,70,1.84,49,5,3,6,7,0,643,384,311,245,87,245,646,37.9,401,414,93,321,453,1096,815,7,21553,1935,6265,10194,5320,703,21546,542,288,53.1,254,46.9,10781,59362,31442,533,124,522,344,13087,1434,2,580,492,74,6,5,0,2036,923,723,56.1,2018,2019
Atlético Madrid,29,26.4,49.2,38,418,"3,420",38.0,53,36,89,50,3,4,100,5,47.3,44.1,35.3,79.5,677,1386,1.39,0.95,2.34,1.32,2.26,1.24,0.93,2.17,1.16,2.09,38,38,"3,420",29,0.76,136,109,82.4,22,10,6,20,52.6,5,5,0,0,0.0,0,4,2,42.3,0.28,+15.3,+0.40,220,596,36.9,583,104,56.6,33.3,302,88.1,57.2,555,22,4.0,16,0.42,,440,155,35.2,11.58,4.08,0.11,0.32,18.3,21,0.10,+5.7,+5.9,14943,19014,78.6,244070,89224,7677,8649,88.8,4958,6062,81.8,1494,2809,53.2,37.2,+0.7,350,1128,288,47,17148,1786,470,77,144,590,730,217,83,96,0,80,354,788,20.74,569,75,40,40,53,11,89,2.34,63,3,4,11,7,1,784,487,402,298,84,319,700,45.6,381,374,94,280,463,1247,837,12,23123,1928,6339,10785,6196,765,23119,572,366,64.0,205,35.8,12778,67129,34534,581,169,497,412,14831,1369,3,476,453,80,2,5,2,2080,675,586,53.5,2018,2019
Barcelona,30,27.7,64.4,38,418,"3,420",38.0,88,61,149,80,8,9,76,2,75.8,68.7,55.8,124.6,851,2110,2.32,1.61,3.92,2.11,3.71,1.99,1.47,3.46,1.81,3.28,38,38,"3,420",36,0.95,130,95,73.8,26,9,3,17,44.7,2,2,0,0,0.0,0,2,1,40.4,0.30,+5.4,+0.14,125,244,51.2,970,211,15.7,27.3,224,41.1,37.8,440,8,1.8,38,1.00,16.2,551,242,43.9,14.50,6.37,0.15,0.33,18.0,50,0.13,+12.2,+11.3,23263,26691,87.2,387149,121599,11437,12414,92.1,8986,9977,90.1,2097,2877,72.9,54.3,+5.2,405,1807,438,37,24835,1754,575,148,219,394,676,205,68,33,2,102,354,1000,26.32,766,42,75,42,66,9,158,4.16,113,7,13,10,15,0,537,346,218,232,87,226,492,45.9,266,360,101,259,391,928,565,16,30394,2182,7325,14901,8400,1045,30385,753,446,59.2,307,40.8,19443,96850,52422,840,266,456,435,23143,2095,1,410,550,102,8,2,1,2017,449,365,55.2,2018,2019
Betis,25,26.7,61.8,38,418,"3,420",38.0,43,30,73,38,5,7,89,1,47.1,41.5,32.9,74.4,887,1631,1.13,0.79,1.92,1.00,1.79,1.24,0.87,2.10,1.09,1.96,38,38,"3,420",52,1.37,155,102,69.0,14,8,16,11,28.9,5,4,1,0,20.0,2,8,0,51.5,0.31,-0.5,-0.01,128,337,38.0,1153,195,20.3,30.6,276,37.3,36.8,466,25,5.4,58,1.53,18.7,436,156,35.8,11.47,4.11,0.09,0.24,18.6,31,0.10,-4.1,-3.5,19411,22871,84.9,330969,106399,9076,9940,91.3,7937,8845,89.7,1761,2815,62.6,35.9,-2.9,326,1279,304,61,20943,1849,640,50,234,590,658,186,58,57,17,79,361,782,20.58,585,47,57,24,55,14,76,2.00,57,0,6,5,7,1,615,378,309,227,79,219,544,40.3,325,382,80,302,361,976,702,21,26762,2351,7748,12726,6515,826,26755,717,449,62.6,267,37.2,16024,89234,48124,705,218,569,392,19278,1622,0,435,548,79,5,5,0,1804,463,467,49.8,2018,2019
Celta Vigo,28,25.5,51.6,38,418,"3,420",38.0,52,37,89,45,7,7,79,6,46.5,41.2,33.6,74.8,673,1288,1.37,0.97,2.34,1.18,2.16,1.22,0.88,2.11,1.08,1.97,38,38,"3,420",62,1.63,167,106,66.5,10,11,17,8,21.1,7,6,0,1,0.0,4,5,1,59.7,0.32,-1.3,-0.03,257,669,38.4,925,161,44.3,38.0,348,74.4,55.1,581,20,3.4,37,0.97,15.6,445,152,34.2,11.71,4.00,0.10,0.30,18.0,22,0.09,+5.5,+3.8,14955,18808,79.5,268380,94860,6600,7448,88.6,6152,7186,85.6,1693,3042,55.7,29.7,+3.4,343,959,245,67,16862,1856,548,35,191,659,697,163,70,58,3,90,314,814,21.42,588,56,63,44,55,8,89,2.34,66,3,5,7,8,0,634,377,364,213,57,258,562,45.9,304,380,105,275,382,1016,889,19,22889,2297,7252,10891,4967,670,22882,626,380,60.7,246,39.3,12743,68374,34962,588,141,499,371,14866,1278,5,458,484,90,3,7,1,1904,663,611,52.0,2018,2019
Eibar,25,28.5,54.0,38,418,"3,420",38.0,46,26,72,39,7,8,81,2,54.8,48.6,36.7,85.3,565,1619,1.21,0.68,1.89,1.03,1.71,1.44,0.96,2.41,1.28,2.24,38,38,"3,420",50,1.32,132,82,64.4,11,14,13,9,23.7,4,3,1,0,25.0,2,3,1,44.1,0.31,-4.9,-0.13,325,855,38.0,912,108,69.4,44.6,235,94.5,66.5,403,20,5.0,84,2.21,18.1,524,147,28.1,13.79,3.87,0.07,0.27,17.4,20,0.10,-8.8,-9.6,12976,18501,70.1,257830,97741,5205,6395,81.4,5155,6570,78.5,2179,4285,50.9,38.9,-10.7,374,1359,353,152,16274,2135,547,20,287,1057,1042,223,36,152,4,92,463,935,24.61,639,112,57,48,61,18,73,1.92,45,7,3,8,7,3,637,424,238,289,110,240,563,42.6,323,357,53,304,368,1005,683,10,22528,1611,4998,10759,6998,907,22520,592,344,58.1,248,41.9,11159,58787,28489,523,135,576,387,12814,1596,1,521,390,92,5,4,1,2272,996,1018,49.5,2018,2019
Espanyol,25,27.7,49.4,38,418,"3,420",38.0,43,26,69,39,4,4,90,2,48.9,45.8,33.8,79.6,642,1495,1.13,0.68,1.82,1.03,1.71,1.29,0.89,2.18,1.21,2.10,38,38,"3,420",50,1.32,167,117,73.7,14,11,13,10,26.3,8,6,2,0,25.0,5,7,2,51.8,0.27,+3.8,+0.10,226,562,40.2,868,133,39.9,35.4,333,64.9,47.6,674,24,3.6,19,0.50,12.3,470,154,32.8,12.37,4.05,0.08,0.25,19.0,25,0.10,-5.9,-6.8,13855,17740,78.1,257913,96514,5888,6755,87.2,5853,6979,83.9,1783,3044,58.6,32.7,-7.8,332,1060,306,60,15748,1908,579,70,174,544,734,175,45,59,14,84,381,805,21.18,589,58,39,60,39,20,66,1.74,42,4,2,12,3,3,655,394,324,244,87,263,684,38.5,421,402,134,268,408,1063,950,14,21903,2499,7590,9658,4910,689,21899,523,318,60.8,204,39.0,12023,66105,34689,500,139,565,374,13752,1482,2,531,510,84,3,8,2,1935,591,582,50.4,2018,2019
Getafe,26,27.5,40.7,38,418,"3,420",38.0,47,34,81,41,6,6,107,7,46.2,41.6,32.9,74.4,448,1131,1.24,0.89,2.13,1.08,1.97,1.22,0.87,2.08,1.09,1.96,38,38,"3,420",35,0.92,134,99,76.9,15,14,9,13,34.2,6,4,1,1,20.0,1,2,2,40.1,0.26,+7.1,+0.19,359,963,37.3,832,52,83.5,51.7,282,95.0,59.3,475,20,4.2,38,1.00,13.8,395,122,30.9,10.39,3.21,0.10,0.34,17.1,13,0.11,+0.8,-0.6,8108,13021,62.3,166355,79572,3280,4305,76.2,3027,4335,69.8,1505,3376,44.6,28.7,+1.1,294,842,272,86,10784,2135,621,39,264,638,1001,158,34,64,8,102,408,674,17.74,428,90,49,36,56,15,78,2.05,46,7,11,5,8,1,604,358,246,281,77,255,617,41.3,362,422,81,341,453,1057,888,15,17357,1810,5155,7727,4688,688,17351,576,299,51.9,277,48.1,7394,42933,20707,383,117,589,366,8009,1121,4,642,501,102,4,7,2,2029,836,948,46.9,2018,2019
Leganés,29,26.6,43.1,38,418,"3,420",38.0,36,25,61,33,3,5,104,4,40.6,36.8,28.1,64.9,447,1153,0.95,0.66,1.61,0.87,1.53,1.07,0.74,1.81,0.97,1.71,38,38,"3,420",43,1.13,134,91,70.1,11,12,15,11,28.9,4,3,1,0,25.0,2,3,1,43.2,0.30,+1.2,+0.03,344,834,41.2,894,112,63.0,39.8,307,88.3,60.3,585,28,4.8,30,0.79,15.7,414,128,30.9,10.89,3.37,0.08,0.26,17.6,14,0.09,-4.6,-3.8,10733,15210,70.6,211020,87095,4636,5593,82.9,4186,5407,77.4,1727,3486,49.5,26.9,-3.1,306,933,234,121,13274,1861,458,19,174,744,876,139,40,81,2,75,307,707,18.61,490,86,37,34,45,15,61,1.61,42,8,3,5,3,0,609,382,325,221,63,227,581,39.1,354,329,84,245,432,1041,907,10,19164,1976,6160,8726,4496,632,19159,469,253,53.9,216,46.1,9754,50091,24360,367,98,476,304,10646,1141,2,542,398,75,3,4,1,1942,914,721,55.9,2018,2019
