squad,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,season_start_year,season_end_year
Angers,26,28.0,45.3,28,308,"2,520",28.0,27,21,48,26,1,1,42,2,29.3,28.5,23.0,51.5,542,1088,0.96,0.75,1.71,0.93,1.68,1.05,0.82,1.87,1.02,1.84,28,28,"2,520",33,1.18,90,57,66.7,11,6,11,12,42.9,3,3,0,0,0.0,2,1,0,27.8,0.28,-5.2,-0.19,134,369,36.3,528,126,39.8,35.9,222,71.6,50.2,362,19,5.2,22,0.79,15.1,363,113,31.1,12.96,4.04,0.07,0.23,19.2,16,0.08,-2.3,-2.5,10518,13458,78.2,183652,73734,4767,5387,88.5,4021,4778,84.2,1219,2274,53.6,21.8,-2.0,267,736,195,68,12001,1429,351,15,97,550,649,146,48,85,2,28,232,629,22.46,452,65,35,33,35,9,48,1.71,36,2,3,4,3,0,439,279,206,178,55,177,452,39.2,275,229,51,178,267,706,513,8,16445,1346,5096,7662,3853,511,16444,479,291,60.8,187,39.0,7730,42925,23294,385,127,455,344,10448,1080,1,336,315,28,1,3,0,1511,449,455,49.7,2019,2020
Bordeaux,26,26.9,53.6,28,308,"2,520",28.0,40,29,69,38,2,2,55,0,30.4,28.8,21.6,50.4,441,995,1.43,1.04,2.46,1.36,2.39,1.08,0.77,1.86,1.03,1.80,28,28,"2,520",34,1.21,108,74,70.4,9,10,9,6,21.4,3,2,1,0,33.3,0,4,1,32.7,0.28,-0.3,-0.01,159,394,40.4,637,99,40.2,34.8,246,56.1,40.9,434,17,3.9,28,1.00,15.2,308,106,34.4,11.00,3.79,0.12,0.36,19.8,21,0.09,+9.6,+9.2,12252,15092,81.2,216236,76128,5301,5940,89.2,5471,6290,87.0,1140,2058,55.4,18.0,+7.4,217,723,112,31,13672,1380,389,35,93,425,546,137,83,42,0,40,204,530,18.93,357,53,32,28,43,17,65,2.32,35,9,7,7,6,1,483,284,232,206,45,230,595,38.7,365,237,89,148,302,785,575,13,18253,1724,5742,9723,2955,385,18251,507,273,53.8,233,46.0,10991,52483,26706,350,101,457,285,12191,989,0,379,361,40,1,3,1,1562,487,445,52.3,2019,2020
Brest,24,26.1,49.8,28,308,"2,520",28.0,32,27,59,31,1,5,45,2,30.7,26.8,22.1,48.9,415,1138,1.14,0.96,2.11,1.11,2.07,1.10,0.79,1.89,0.96,1.75,28,28,"2,520",37,1.32,143,104,76.9,8,10,10,8,28.6,6,4,2,0,33.3,0,4,0,45.7,0.28,+8.7,+0.31,136,393,34.6,817,160,36.2,35.2,243,39.9,35.6,484,21,4.3,28,1.00,13.5,320,97,30.3,11.43,3.46,0.10,0.32,19.2,7,0.08,+1.3,+4.2,11054,14206,77.8,208602,76093,4569,5299,86.2,4931,5835,84.5,1383,2456,56.3,21.4,+4.9,250,786,211,70,12692,1479,332,32,146,520,722,117,63,28,1,35,245,574,20.50,443,47,19,23,25,17,59,2.11,44,5,1,5,1,3,484,282,238,186,60,184,472,39.0,288,263,82,181,352,836,537,11,17263,2041,6000,7885,3546,470,17258,364,209,57.4,155,42.6,9330,48143,25023,307,66,464,283,10983,1133,0,329,286,35,4,6,0,1464,405,477,45.9,2019,2020
Dijon,28,26.9,46.5,28,308,"2,520",28.0,26,17,43,25,1,1,43,2,30.5,29.9,22.9,52.8,513,909,0.93,0.61,1.54,0.89,1.50,1.09,0.82,1.91,1.07,1.88,28,28,"2,520",37,1.32,128,93,71.9,7,9,12,6,21.4,1,1,0,0,0.0,2,5,2,28.8,0.22,-6.2,-0.22,198,464,42.7,814,170,38.2,31.3,249,61.4,45.6,469,32,6.8,22,0.79,14.0,335,100,29.9,11.96,3.57,0.07,0.25,18.7,11,0.09,-4.5,-4.9,10073,13029,77.3,191350,76241,4221,4899,86.2,4300,5125,83.9,1352,2415,56.0,18.7,-5.9,243,705,175,52,11560,1437,380,30,90,451,622,121,43,57,3,32,213,580,20.71,390,75,46,32,30,7,44,1.57,31,3,3,6,1,0,516,304,259,208,49,239,548,43.6,309,277,100,177,332,848,596,14,16323,1848,5938,7538,3047,489,16322,543,312,57.5,231,42.5,8571,49178,25530,372,112,469,303,10015,897,0,351,334,32,0,1,2,1497,542,499,52.1,2019,2020
Lille,25,24.3,52.9,28,308,"2,520",28.0,35,25,60,30,5,8,49,3,40.3,34.0,24.5,58.5,544,1077,1.25,0.89,2.14,1.07,1.96,1.44,0.88,2.31,1.21,2.09,28,28,"2,520",27,0.96,83,58,72.3,15,4,9,12,42.9,6,4,1,1,20.0,1,1,3,25.0,0.25,+1.0,+0.04,130,390,33.3,563,137,44.0,37.2,200,71.0,52.4,323,11,3.4,24,0.86,17.0,342,121,35.4,12.21,4.32,0.09,0.25,18.6,10,0.10,-5.3,-4.0,11263,14278,78.9,195316,68944,4937,5631,87.7,4595,5338,86.1,1168,2167,53.9,22.4,+0.5,255,867,178,50,12765,1453,387,47,113,528,657,154,61,70,1,60,259,615,21.96,414,65,57,33,37,9,58,2.07,38,5,5,4,5,1,424,237,163,203,58,183,467,39.2,284,263,62,201,278,702,450,9,17279,1255,4060,9261,4127,551,17271,522,307,58.8,215,41.2,9397,52108,27799,429,136,442,300,11171,1066,2,385,343,60,7,6,3,1536,478,479,49.9,2019,2020
Lyon,27,24.8,56.2,28,308,"2,520",28.0,42,29,71,37,5,6,49,4,37.6,33.0,25.2,58.2,563,1208,1.50,1.04,2.54,1.32,2.36,1.34,0.90,2.24,1.18,2.08,28,28,"2,520",27,0.96,97,73,74.2,11,7,10,9,32.1,3,2,0,1,0.0,1,2,3,24.8,0.24,+0.8,+0.03,105,234,44.9,688,163,23.7,27.2,194,36.6,34.0,323,14,4.3,27,0.96,15.4,354,130,36.7,12.64,4.64,0.10,0.28,19.1,15,0.09,+4.4,+4.0,13273,15983,83.0,233751,78097,5867,6557,89.5,5651,6417,88.1,1367,2144,63.8,24.0,+3.8,269,880,203,56,14622,1335,353,39,114,495,604,129,68,27,1,26,218,636,22.71,453,53,56,30,31,13,72,2.57,51,2,9,4,5,1,492,304,232,193,67,201,442,45.5,241,241,94,147,311,803,540,7,19207,1629,5456,9834,4080,558,19201,578,341,59.0,237,41.0,11551,60851,32940,442,142,484,293,13191,1196,1,342,312,26,4,3,3,1495,455,372,55.0,2019,2020
Marseille,23,27.1,53.5,28,308,"2,520",28.0,38,28,66,34,4,6,67,3,36.2,31.6,25.8,57.5,639,1107,1.36,1.00,2.36,1.21,2.21,1.29,0.92,2.22,1.13,2.05,28,28,"2,520",29,1.04,99,71,74.7,16,8,4,11,39.3,5,4,1,0,20.0,0,2,2,32.5,0.29,+5.5,+0.20,120,377,31.8,728,140,38.6,25.0,160,60.0,43.8,341,21,6.2,24,0.86,16.2,370,115,31.1,13.21,4.11,0.09,0.30,19.7,20,0.09,+1.8,+2.4,11918,14767,80.7,199105,68034,5862,6565,89.3,4311,5070,85.0,1219,2111,57.7,21.2,+2.2,283,791,177,47,13347,1397,381,37,132,499,648,151,49,73,1,23,200,637,22.75,427,74,40,40,43,13,63,2.25,40,6,5,5,6,1,564,325,246,246,72,235,560,42.0,325,264,58,206,312,876,533,9,18065,1485,5084,8972,4199,516,18059,510,316,62.0,194,38.0,11047,59654,31913,468,139,441,298,11831,1099,1,376,318,23,4,5,2,1471,472,448,51.3,2019,2020
Metz,24,25.9,45.3,28,308,"2,520",28.0,27,20,47,25,2,4,45,4,27.1,24.0,18.0,41.9,578,845,0.96,0.71,1.68,0.89,1.61,0.97,0.64,1.61,0.86,1.50,28,28,"2,520",35,1.25,135,100,77.0,8,10,10,8,28.6,4,4,0,0,0.0,0,5,0,32.6,0.22,-2.4,-0.09,200,623,32.1,708,106,60.9,43.8,219,87.7,59.1,482,32,6.6,33,1.18,14.1,306,96,31.4,10.93,3.43,0.08,0.26,20.7,19,0.08,-0.1,+1.0,9568,12493,76.6,169420,63861,4411,5019,87.9,3816,4595,83.0,1042,2149,48.5,16.6,+2.0,226,645,129,40,11124,1338,366,15,80,447,572,119,53,46,1,31,203,544,19.43,379,44,49,25,34,13,46,1.64,29,5,6,3,1,2,526,337,295,186,45,213,475,44.8,262,293,97,196,312,838,635,5,15860,1638,5207,7745,3123,368,15856,561,337,60.1,224,39.9,7743,50513,25532,463,105,461,302,9502,840,0,335,344,31,2,4,0,1504,462,547,45.8,2019,2020
Monaco,28,26.0,50.9,28,308,"2,520",28.0,44,29,73,40,4,4,60,10,48.9,45.7,33.1,78.8,646,1302,1.57,1.04,2.61,1.43,2.46,1.74,1.18,2.93,1.63,2.82,28,28,"2,520",44,1.57,134,91,71.6,11,7,10,7,25.0,6,6,0,0,0.0,0,7,1,42.8,0.28,-0.2,-0.01,146,337,43.3,637,136,34.5,,212,55.2,42.3,394,20,5.1,39,1.39,,376,135,35.9,13.43,4.82,0.11,0.30,16.9,16,0.13,-4.9,-5.7,11667,14506,80.4,203444,75911,5366,6111,87.8,4871,5650,86.2,1134,1960,57.9,29.9,-4.1,280,918,231,52,13101,1361,404,52,104,510,541,132,44,67,1,44,235,668,23.86,462,58,55,41,40,12,75,2.68,52,5,5,7,6,0,504,307,231,221,52,235,556,42.3,321,249,70,179,281,785,495,15,17559,1547,4862,8731,4142,656,17555,500,308,61.6,192,38.4,10067,56025,31702,416,155,401,259,11605,1295,1,336,345,44,3,6,1,1479,405,372,52.1,2019,2020
Montpellier,27,28.5,47.6,28,308,"2,520",28.0,33,19,52,31,2,5,55,5,35.3,31.3,23.2,54.6,425,1104,1.18,0.68,1.86,1.11,1.79,1.26,0.83,2.09,1.12,1.95,28,28,"2,517",34,1.22,132,98,76.5,11,7,10,8,28.6,5,3,2,0,40.0,1,3,2,32.9,0.21,+0.9,+0.03,202,395,51.1,744,172,35.6,30.9,230,56.5,44.5,389,18,4.6,28,1.00,18.4,348,112,32.2,12.43,4.00,0.09,0.28,19.2,22,0.09,-2.3,-0.3,9713,12825,75.7,189302,79566,3990,4707,84.8,4043,4848,83.4,1505,2568,58.6,20.7,-4.2,245,871,178,62,11351,1432,418,19,147,614,592,130,66,51,4,42,257,617,22.04,418,70,25,40,51,13,58,2.07,39,6,2,5,5,1,449,286,215,190,44,217,570,38.1,353,220,83,137,308,757,520,7,15917,1628,5080,7394,3597,463,15912,449,218,48.6,231,51.4,7983,43243,23427,297,79,461,192,9652,1096,2,421,386,42,4,5,2,1596,606,518,53.9,2019,2020
