squad,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,season_start_year,season_end_year
Alavés,30,28.7,42.8,38,418,"3,420",38.0,35,21,56,30,5,8,96,8,42.6,36.4,27.4,63.7,404,938,0.92,0.55,1.47,0.79,1.34,1.12,0.72,1.84,0.96,1.68,38,38,"3,420",57,1.50,142,85,62.0,9,11,18,9,23.7,3,3,0,0,0.0,0,5,0,51.1,0.35,-5.9,-0.15,309,615,50.2,792,116,53.7,40.3,306,62.1,44.8,545,19,3.5,37,0.97,14.5,339,95,28.0,8.92,2.50,0.09,0.32,17.4,12,0.11,-7.6,-6.4,10216,14388,71.0,196775,86618,4463,5484,81.4,4016,5139,78.1,1482,2923,50.7,21.0,-6.4,256,789,189,82,12378,1937,595,11,144,645,800,142,42,68,4,73,265,595,15.66,375,98,24,35,50,13,59,1.55,28,10,3,5,9,4,499,292,263,181,55,197,565,34.9,368,341,90,251,427,926,766,8,18193,2104,6503,8084,3788,575,18185,467,254,54.4,214,45.8,8988,44447,20940,315,104,557,256,10112,925,5,513,487,73,5,3,0,1737,831,602,58.0,2020,2021
Athletic Club,27,26.6,49.9,38,418,"3,420",38.0,43,31,74,39,4,5,82,3,43.1,39.2,31.3,70.5,685,1496,1.13,0.82,1.95,1.03,1.84,1.13,0.82,1.96,1.03,1.86,38,38,"3,420",42,1.11,111,69,66.7,11,13,14,9,23.7,6,5,1,0,16.7,1,6,1,37.4,0.29,-3.6,-0.09,206,493,41.8,817,210,36.5,35.2,270,72.2,52.2,555,24,4.3,36,0.95,15.1,399,128,32.1,10.50,3.37,0.10,0.30,17.4,15,0.10,-0.1,-0.2,13578,17842,76.1,251137,91456,5873,6901,85.1,5483,6607,83.0,1792,3120,57.4,27.9,-0.3,303,1054,284,79,15738,2027,561,13,200,812,920,197,65,73,3,77,377,723,19.03,539,66,37,25,43,13,73,1.92,52,5,3,5,7,1,462,269,194,200,68,168,516,32.6,348,341,74,267,344,806,684,9,21410,1921,5863,10255,5481,675,21405,501,304,60.7,197,39.3,11152,64941,35151,510,147,496,335,13475,1477,1,483,477,77,5,6,1,1836,656,601,52.2,2020,2021
Atlético Madrid,25,27.3,52.3,38,418,"3,420",38.0,65,54,119,60,5,7,100,0,52.8,47.2,40.6,87.8,694,1604,1.71,1.42,3.13,1.58,3.00,1.39,1.07,2.46,1.24,2.31,38,38,"3,420",25,0.66,122,98,80.3,26,8,4,18,47.4,4,1,2,1,66.7,0,5,3,33.1,0.25,+11.1,+0.29,202,539,37.5,709,131,49.6,39.1,294,63.6,45.9,513,14,2.7,27,0.71,15.7,452,178,39.4,11.89,4.68,0.13,0.34,17.6,13,0.11,+12.2,+12.8,16757,20680,81.0,276506,95008,8278,9219,89.8,5931,6995,84.8,1653,2869,57.6,38.8,+13.4,347,1144,370,53,18818,1766,480,46,171,597,734,196,54,98,0,96,302,796,20.95,585,71,55,42,35,8,120,3.16,90,7,12,3,7,1,622,367,291,253,78,296,631,46.9,335,361,83,278,386,1008,671,7,24561,1967,6777,12025,5937,894,24555,588,374,63.6,214,36.4,13675,67513,36112,483,190,503,342,16649,1598,0,489,443,96,6,4,3,1951,530,482,52.4,2020,2021
Barcelona,25,26.4,65.5,38,418,"3,420",38.0,80,51,131,76,4,8,72,2,73.5,67.1,53.2,120.2,972,2157,2.11,1.34,3.45,2.00,3.34,1.94,1.40,3.33,1.77,3.16,38,38,"3,420",38,1.00,130,94,74.6,24,7,7,14,36.8,5,5,0,0,0.0,1,5,2,36.0,0.24,0.0,0.00,92,207,44.4,1068,193,14.8,24.8,215,22.8,29.3,369,19,5.1,40,1.05,13.9,575,231,40.2,15.13,6.08,0.13,0.33,17.1,43,0.12,+6.5,+8.9,25192,28488,88.4,384110,119170,13304,14257,93.3,9056,9893,91.5,1599,2287,69.9,63.6,-2.2,452,1874,517,52,26712,1686,536,58,108,494,644,217,68,35,0,90,340,1064,28.00,833,50,76,34,61,10,136,3.58,105,2,12,9,7,1,499,293,223,195,81,224,522,42.9,298,325,70,255,361,860,429,16,31975,2240,7299,14908,9965,1217,31967,770,513,66.6,257,33.4,21041,104783,56158,930,276,477,341,25052,2144,2,357,523,90,6,5,2,1937,395,317,55.5,2020,2021
Betis,25,27.9,53.6,38,418,"3,420",38.0,50,35,85,42,8,11,93,8,49.1,40.5,33.4,73.9,694,1441,1.32,0.92,2.24,1.11,2.03,1.29,0.88,2.17,1.07,1.94,38,38,"3,420",50,1.32,136,87,69.1,17,10,11,13,34.2,10,8,2,0,20.0,1,4,3,46.8,0.28,-0.2,0.00,212,606,35.0,953,163,48.1,37.8,250,59.2,45.1,505,20,4.0,48,1.26,19.0,432,145,33.6,11.37,3.82,0.10,0.29,18.9,16,0.10,+0.9,+1.5,15814,19679,80.4,273398,94327,7403,8309,89.1,6096,7037,86.6,1672,3002,55.7,30.5,+1.6,334,1048,298,80,17720,1894,598,18,163,586,774,184,48,82,2,65,321,799,21.03,578,74,59,39,36,13,91,2.39,58,12,6,5,9,1,556,315,274,221,61,211,556,37.9,345,362,74,288,453,1009,687,11,23649,2104,6950,11175,5734,790,23638,638,420,65.8,218,34.2,13277,66819,34529,547,172,592,367,15683,1427,4,521,483,65,9,10,3,1938,613,628,49.4,2020,2021
Cádiz,34,28.8,34.8,38,418,"3,420",38.0,33,16,49,29,4,4,81,3,34.7,31.6,20.4,52.0,455,854,0.87,0.42,1.29,0.76,1.18,0.91,0.54,1.45,0.83,1.37,38,38,"3,420",58,1.53,150,91,67.3,11,11,16,10,26.3,10,9,1,0,10.0,2,4,1,53.8,0.30,-3.2,-0.09,396,998,39.7,846,72,78.7,54.1,349,95.1,65.0,606,33,5.4,26,0.68,27.0,299,97,32.4,7.87,2.55,0.10,0.30,17.6,14,0.11,-1.7,-2.6,7949,12067,65.9,158876,72248,3244,4091,79.3,3064,4071,75.3,1319,2992,44.1,16.9,-4.4,196,653,152,73,10091,1920,587,15,134,731,739,149,56,78,1,56,282,517,13.61,330,65,38,27,42,15,53,1.39,37,2,3,6,4,1,573,317,305,216,52,247,607,40.7,360,368,99,269,437,1010,788,8,15979,2120,5874,6716,3599,438,15975,513,321,62.6,192,37.4,7256,41528,20734,358,79,561,294,7858,838,2,436,483,56,3,10,1,1809,687,753,47.7,2020,2021
Celta Vigo,30,26.6,53.3,38,418,"3,420",38.0,55,39,94,48,7,7,109,5,50.4,44.9,36.7,81.6,514,1308,1.45,1.03,2.47,1.26,2.29,1.33,0.97,2.29,1.18,2.15,38,38,"3,418",57,1.50,138,81,63.8,14,11,13,9,23.7,8,7,1,0,12.5,2,4,1,49.7,0.32,-6.3,-0.17,194,607,32.0,1025,156,40.0,32.7,315,62.5,46.6,553,10,1.8,45,1.18,15.7,350,133,38.0,9.21,3.50,0.14,0.36,17.0,13,0.13,+4.6,+3.1,15176,19318,78.6,263065,91357,6912,7946,87.0,6117,7188,85.1,1552,2914,53.3,32.0,+2.3,267,978,248,48,17402,1851,553,33,145,521,764,125,42,62,2,65,298,624,16.42,460,51,31,36,38,8,98,2.58,69,6,5,6,10,2,662,368,332,259,71,238,694,34.3,456,399,89,310,405,1067,751,12,23271,2443,7999,10717,4742,593,23264,465,276,59.4,189,40.6,13162,62213,31151,431,109,533,279,15059,1299,3,631,492,65,7,8,1,1988,609,669,47.7,2020,2021
Elche,30,28.1,47.5,38,418,"3,420",38.0,33,25,58,31,2,3,99,3,29.9,27.5,21.8,49.4,500,927,0.87,0.66,1.53,0.82,1.47,0.79,0.57,1.36,0.72,1.30,38,38,"3,420",55,1.45,163,106,69.9,8,12,18,7,18.4,10,6,3,1,33.3,0,6,1,58.8,0.32,+4.8,+0.13,267,604,44.2,1039,168,36.6,45.0,353,63.5,45.3,537,10,1.9,34,0.89,12.4,265,86,32.5,6.97,2.26,0.12,0.36,16.8,12,0.11,+3.1,+3.5,13481,17054,79.0,244074,94227,6028,6753,89.3,5307,6190,85.7,1652,3000,55.1,19.8,+3.2,190,784,148,79,15168,1835,537,8,167,672,715,137,52,60,1,51,322,460,12.11,318,60,22,25,30,5,54,1.42,35,8,3,4,3,1,551,336,324,189,38,210,577,36.4,367,357,97,260,386,937,689,10,20849,2572,8347,9141,3558,417,20846,618,365,59.1,253,40.9,11786,58689,28516,366,73,614,345,13378,920,2,527,456,51,1,10,1,1811,488,539,47.5,2020,2021
Getafe,31,26.7,43.3,38,418,"3,420",38.0,27,14,41,24,3,5,120,7,34.4,30.5,23.6,54.1,443,1090,0.71,0.37,1.08,0.63,1.00,0.91,0.62,1.53,0.80,1.42,38,38,"3,420",43,1.13,111,70,67.6,9,11,18,14,36.8,8,7,1,0,12.5,0,3,3,39.7,0.29,-0.3,-0.01,370,913,40.5,863,48,80.1,51.7,263,84.4,55.4,444,17,3.8,50,1.32,18.5,355,97,27.3,9.34,2.55,0.07,0.25,18.8,24,0.09,-7.4,-6.5,8977,13863,64.8,170990,76315,4043,5155,78.4,3111,4340,71.7,1417,3219,44.0,24.0,-9.6,261,863,225,102,11734,2055,596,7,210,815,973,143,71,36,0,74,322,618,16.26,413,70,37,37,52,9,38,1.00,22,0,6,6,4,0,579,352,232,276,71,241,619,38.9,378,361,53,308,393,972,615,4,17678,1589,4689,7849,5367,669,17673,483,263,54.5,220,45.5,8137,43690,21035,390,116,607,354,8882,1076,2,631,520,74,3,8,3,1943,840,946,47.0,2020,2021
Granada,34,27.4,41.4,38,418,"3,420",38.0,47,30,77,44,3,5,97,6,41.1,37.3,26.8,64.0,411,975,1.24,0.79,2.03,1.16,1.95,1.08,0.70,1.79,0.98,1.68,38,38,"3,420",65,1.71,170,101,65.3,13,7,18,9,23.7,12,6,5,1,45.5,2,4,1,61.9,0.31,-2.1,-0.05,310,848,36.6,944,79,62.6,46.5,316,81.3,56.1,546,12,2.2,62,1.63,18.0,354,121,34.2,9.32,3.18,0.12,0.36,19.1,21,0.11,+5.9,+6.7,9083,13336,68.1,173761,74249,3915,4776,82.0,3574,4629,77.2,1288,2951,43.6,22.6,+3.2,224,813,173,58,11332,1922,506,17,115,613,870,128,57,39,1,82,333,592,15.58,387,66,37,43,50,9,69,1.82,45,4,5,9,4,2,499,279,226,213,60,185,468,39.5,283,388,128,260,392,891,764,7,17155,2133,6002,7387,3948,532,17149,516,312,60.5,204,39.5,8122,43889,21461,288,105,526,346,8979,961,1,533,469,82,4,12,1,1800,675,851,44.2,2020,2021
