squad,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,season_start_year,season_end_year
Atalanta,27,26.5,57.3,38,418,"3,420",38.0,75,60,135,73,2,4,62,3,72.2,69.0,55.8,124.8,1104,1939,1.97,1.58,3.55,1.92,3.50,1.90,1.47,3.37,1.82,3.28,38,38,"3,420",46,1.21,133,90,68.4,20,9,9,9,23.7,5,4,0,1,0.0,3,6,3,39.4,0.27,-3.6,-0.10,187,457,40.9,800,173,31.0,50.0,272,76.8,52.8,448,12,2.7,49,1.29,,637,214,33.6,16.76,5.63,0.11,0.34,16.6,16,0.11,+2.8,+4.0,18142,22141,81.9,310061,105943,8519,9551,89.2,7175,8322,86.2,1761,2860,61.6,48.4,+4.2,505,1323,443,96,20066,2004,584,47,212,801,822,242,122,107,2,71,406,1148,30.21,864,92,71,75,31,15,137,3.61,100,8,10,12,3,4,638,397,278,277,83,269,577,46.6,308,433,96,337,454,1092,675,10,26487,1927,6923,12124,7708,1097,26483,654,363,55.5,291,44.5,16541,90108,46783,849,263,652,464,18013,1929,1,445,501,71,3,5,3,2247,628,551,53.3,2018,2019
Bologna,29,27.0,44.9,38,418,"3,420",38.0,45,35,80,40,5,5,91,6,46.8,42.9,30.8,73.7,675,1328,1.18,0.92,2.11,1.05,1.97,1.23,0.81,2.04,1.13,1.94,38,38,"3,420",56,1.47,173,118,69.9,11,11,16,10,26.3,4,4,0,0,0.0,1,4,1,50.6,0.27,-4.4,-0.11,251,543,46.2,776,225,41.1,36.4,353,63.5,46.7,599,32,5.3,14,0.37,11.3,495,158,31.9,13.03,4.16,0.08,0.25,18.7,25,0.09,-1.8,-2.9,12019,15954,75.3,221015,90163,5389,6210,86.8,4878,6031,80.9,1491,2803,53.2,27.4,+4.2,352,1003,249,95,13825,2046,560,11,110,737,832,207,107,41,3,83,369,879,23.13,615,101,40,54,53,16,79,2.08,57,9,3,4,4,2,689,430,365,252,72,262,631,41.5,369,463,142,321,372,1061,863,17,20309,2235,6440,9194,4926,721,20304,542,273,50.4,269,49.6,10638,62652,33445,499,142,557,360,11912,1312,3,516,519,83,2,4,1,1877,748,716,51.1,2018,2019
Cagliari,30,27.9,49.8,38,418,"3,420",38.0,35,27,62,33,2,3,94,9,42.1,39.7,30.7,70.4,555,1288,0.92,0.71,1.63,0.87,1.58,1.11,0.81,1.91,1.05,1.85,38,38,"3,420",54,1.42,205,151,77.6,10,11,17,7,18.4,10,8,2,0,20.0,2,4,2,61.5,0.26,+9.5,+0.25,337,722,46.7,884,175,48.6,36.9,369,79.1,53.6,646,25,3.9,31,0.82,12.8,433,124,28.6,11.39,3.26,0.08,0.27,17.9,13,0.09,-7.1,-6.7,14474,18871,76.7,259925,100117,6404,7365,87.0,5553,6767,82.1,1797,3306,54.4,33.2,-3.7,321,978,281,105,16789,2024,547,31,153,794,826,190,74,96,3,58,369,757,19.92,541,96,24,48,34,14,64,1.68,43,8,3,5,4,1,603,388,259,249,95,211,524,40.3,313,449,126,323,344,947,837,4,22949,2387,6843,11161,5130,653,22946,346,180,52.0,166,48.0,11486,59374,30384,447,84,540,368,14386,1282,5,573,454,58,3,10,2,1946,850,758,52.9,2018,2019
Fiorentina,27,24.1,50.4,38,418,"3,420",38.0,45,24,69,40,5,6,89,5,54.0,49.2,35.8,85.0,801,1544,1.18,0.63,1.82,1.05,1.68,1.42,0.94,2.36,1.30,2.24,38,38,"3,420",45,1.18,147,104,72.8,8,17,13,9,23.7,6,5,1,0,16.7,1,5,3,37.5,0.22,-4.5,-0.12,184,511,36.0,877,190,39.9,38.1,304,53.0,42.5,583,16,2.7,35,0.92,9.9,579,168,29.0,15.24,4.42,0.07,0.24,18.6,15,0.09,-9.0,-9.2,13307,17283,77.0,248794,92071,5250,6141,85.5,6020,7185,83.8,1635,2954,55.3,29.4,-11.8,440,1134,288,86,15287,1948,564,42,140,780,761,236,53,131,2,48,341,1002,26.37,722,92,56,69,45,18,69,1.82,44,2,10,6,6,1,592,371,272,238,82,199,470,42.3,271,401,130,271,413,1005,887,11,21739,2168,6436,10234,5304,830,21733,591,306,51.8,284,48.1,11891,70602,37679,549,192,601,376,13206,1531,2,562,507,48,5,6,3,1973,637,623,50.6,2018,2019
Genoa,31,26.0,43.4,38,418,"3,420",38.0,37,26,63,33,4,5,95,7,46.9,43.0,32.5,75.5,690,1274,0.97,0.68,1.66,0.87,1.55,1.24,0.86,2.09,1.13,1.99,38,38,"3,420",57,1.50,170,113,69.4,8,14,16,7,18.4,6,5,1,0,16.7,0,9,2,53.5,0.29,-1.5,-0.04,279,772,36.1,767,114,62.3,44.2,334,88.0,60.0,590,14,2.4,21,0.55,25.0,528,147,27.8,13.89,3.87,0.06,0.22,18.9,24,0.08,-9.9,-10.0,11171,15427,72.4,205811,84187,5013,5865,85.5,4299,5459,78.8,1476,3071,48.1,31.6,-6.5,389,981,305,92,13430,1932,543,27,100,797,775,186,48,113,0,65,320,931,24.50,636,103,43,60,60,29,63,1.66,44,7,2,3,4,3,670,424,329,249,92,253,541,46.8,288,377,114,263,424,1094,858,10,19557,2046,5834,8570,5408,745,19552,501,289,57.7,212,42.3,9899,57245,31380,551,124,497,329,11086,1261,2,559,481,65,4,6,2,1981,758,749,50.3,2018,2019
Inter,23,27.7,59.4,38,418,"3,420",38.0,57,36,93,49,8,9,73,3,63.8,56.8,45.4,102.3,954,1917,1.50,0.95,2.45,1.29,2.24,1.68,1.20,2.88,1.50,2.69,38,38,"3,420",33,0.87,127,97,76.4,20,9,9,17,44.7,5,3,0,2,0.0,1,3,3,33.1,0.24,+3.1,+0.08,140,299,46.8,901,203,21.0,27.3,265,41.5,37.1,492,16,3.3,27,0.71,14.5,625,186,29.8,16.45,4.89,0.08,0.26,18.0,10,0.09,-6.8,-7.8,19523,23425,83.3,335617,113193,9129,10017,91.1,7633,8880,86.0,2045,3135,65.2,44.6,-9.4,494,1467,430,164,21373,1988,551,50,228,1092,801,301,126,97,2,64,394,1129,29.71,866,98,42,67,38,18,98,2.58,66,8,6,9,7,2,614,409,278,244,92,253,596,42.4,343,388,104,284,311,925,642,14,27339,2148,7205,13219,7153,1003,27330,512,285,55.7,225,43.9,16606,86555,46653,700,176,534,310,19396,1907,2,468,488,64,5,5,3,1995,519,589,46.8,2018,2019
Juventus,31,28.0,55.9,38,418,"3,420",38.0,66,44,110,59,7,8,76,4,60.7,54.5,42.5,97.1,926,1853,1.74,1.16,2.89,1.55,2.71,1.60,1.12,2.72,1.44,2.55,38,38,"3,420",30,0.79,111,81,74.8,28,6,4,16,42.1,4,2,1,1,33.3,1,4,1,34.5,0.29,+5.5,+0.14,182,344,52.9,720,167,31.3,32.7,287,41.5,39.0,489,11,2.2,30,0.79,15.7,601,191,31.8,15.82,5.03,0.10,0.31,18.4,27,0.09,+5.3,+4.5,18333,21878,83.8,333644,104846,8003,8785,91.1,7564,8535,88.6,2247,3368,66.7,40.1,+1.5,474,1411,373,117,20038,1765,494,52,322,867,672,244,88,86,3,75,351,1103,29.03,816,87,53,72,58,17,108,2.84,71,7,4,14,9,3,571,355,259,234,78,213,452,47.1,239,383,130,253,396,967,681,16,25818,1991,6533,12752,6767,908,25810,637,376,59.0,260,40.8,15863,84024,44961,679,199,496,320,18223,1833,2,471,469,75,5,4,1,1946,534,469,53.2,2018,2019
Lazio,30,27.9,50.8,38,418,"3,420",38.0,54,35,89,48,6,6,89,4,60.4,55.8,44.4,100.2,912,1737,1.42,0.92,2.34,1.26,2.18,1.59,1.17,2.76,1.47,2.64,38,38,"3,420",46,1.21,149,105,72.5,17,8,13,10,26.3,6,5,1,0,16.7,2,5,3,50.0,0.30,+7.0,+0.18,192,495,38.8,916,183,39.6,27.3,274,48.2,41.9,529,12,2.3,31,0.82,16.0,606,182,30.0,15.95,4.79,0.08,0.26,18.2,22,0.09,-6.4,-7.8,15807,19752,80.0,272374,99908,7504,8453,88.8,5935,7006,84.7,1751,2957,59.2,38.8,-9.4,477,1322,398,90,17919,1736,429,51,167,738,723,226,76,113,2,97,372,1093,28.76,834,81,53,64,44,17,89,2.34,60,7,7,9,4,2,658,406,295,284,79,280,599,46.7,319,415,136,279,432,1090,798,14,24027,2131,6576,11161,6540,940,24021,612,344,56.2,268,43.8,13455,77688,42988,685,200,526,332,15712,1722,1,502,391,97,3,6,3,2112,612,539,53.2,2018,2019
Milan,23,24.8,54.1,38,418,"3,420",38.0,51,35,86,48,3,4,80,5,48.8,45.7,35.6,81.3,821,1759,1.34,0.92,2.26,1.26,2.18,1.28,0.94,2.22,1.20,2.14,38,38,"3,420",36,0.95,140,104,77.1,19,11,8,12,31.6,5,4,1,0,20.0,1,5,1,38.9,0.25,+3.9,+0.10,160,345,46.4,963,221,21.6,32.3,324,42.3,36.9,597,19,3.2,24,0.63,11.4,582,192,33.0,15.32,5.05,0.08,0.25,19.6,19,0.08,+2.2,+2.3,17537,21047,83.3,305990,106870,8301,9101,91.2,7116,8146,87.4,1757,2888,60.8,31.9,-0.6,449,1284,349,98,19053,1931,534,32,233,752,769,230,112,46,1,63,345,1052,27.68,838,61,55,45,35,18,90,2.37,69,3,5,7,5,1,641,382,336,233,72,268,559,47.9,291,408,109,299,373,1014,845,14,25190,2419,7718,11864,5834,753,25186,543,341,62.8,202,37.2,16104,85328,45355,605,159,583,415,17446,1743,2,445,478,63,2,5,1,1899,480,512,48.4,2018,2019
Napoli,26,27.0,59.1,38,418,"3,420",38.0,73,54,127,70,3,4,72,5,61.8,58.8,49.4,108.2,934,2089,1.92,1.42,3.34,1.84,3.26,1.63,1.30,2.93,1.55,2.85,38,38,"3,417",36,0.95,137,101,76.6,24,7,7,14,36.8,4,4,0,0,0.0,1,4,0,34.5,0.22,-1.5,-0.04,100,333,30.0,781,150,25.2,32.4,277,49.1,41.2,485,18,3.7,24,0.63,14.1,702,231,32.9,18.47,6.08,0.10,0.30,19.5,23,0.08,+11.2,+11.2,21096,24763,85.2,345646,108898,10691,11567,92.4,7613,8584,88.7,1968,3072,64.1,42.0,+4.6,563,1607,404,78,22856,1822,484,59,233,774,733,255,95,91,2,85,383,1266,33.32,1045,55,56,58,27,25,129,3.39,100,5,7,11,4,2,574,359,233,254,87,223,553,40.3,330,353,107,246,358,932,645,8,28662,1986,6516,14900,7490,920,28658,570,336,58.9,234,41.1,18967,93730,52568,880,202,470,325,20995,2082,3,410,414,85,0,4,0,2171,386,440,46.7,2018,2019
