squad,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,season_start_year,season_end_year
vs Arsenal,30.0,27.0,38.6,38.0,418.0,3420.0,38.0,51.0,38.0,89.0,46.0,5.0,6.0,52.0,4.0,47.8,43.1,32.9,75.9,637.0,1188.0,1.34,1.0,2.34,1.21,2.21,1.26,0.87,2.12,1.13,2.0,38.0,38.0,3420.0,74.0,1.95,228.0,154.0,69.3,13.0,6.0,19.0,6.0,15.8,5.0,4.0,1.0,0.0,20.0,0.0,10.0,1.0,78.7,0.33,5.7,0.15,310.0,817.0,37.9,879.0,129.0,62.1,45.1,311.0,87.1,60.6,455.0,16.0,3.5,46.0,1.21,14.8,418.0,141.0,33.7,11.0,3.71,0.11,0.33,17.3,12.0,0.1,3.2,2.9,11792.0,15903.0,74.1,215755.0,86235.0,5290.0,6114.0,86.5,4568.0,5677.0,80.5,1472.0,3072.0,47.9,30.5,5.1,306.0,926.0,257.0,73.0,14034.0,1791.0,444.0,58.0,130.0,666.0,744.0,180.0,85.0,37.0,23.0,78.0,345.0,730.0,19.21,504.0,78.0,53.0,38.0,42.0,15.0,89.0,2.34,69.0,4.0,7.0,4.0,4.0,1.0,576.0,347.0,293.0,216.0,67.0,164.0,547.0,30.0,383.0,508.0,164.0,344.0,584.0,1160.0,1079.0,15.0,20225.0,2492.0,6853.0,8809.0,4815.0,693.0,20219.0,581.0,363.0,62.5,218.0,37.5,10454.0,57799.0,29170.0,426.0,161.0,496.0,405.0,11662.0,1171.0,1.0,391.0,362.0,78.0,5.0,5.0,1.0,2086.0,660.0,630.0,51.2,2017,2018
vs Bournemouth,22.0,26.9,51.9,38.0,418.0,3420.0,38.0,60.0,44.0,104.0,58.0,2.0,3.0,73.0,1.0,59.2,56.8,43.7,100.5,700.0,1665.0,1.58,1.16,2.74,1.53,2.68,1.56,1.15,2.71,1.5,2.65,38.0,38.0,3420.0,45.0,1.18,156.0,111.0,73.1,16.0,11.0,11.0,12.0,31.6,3.0,3.0,0.0,0.0,0.0,1.0,10.0,0.0,40.5,0.25,-4.5,-0.12,320.0,830.0,38.6,968.0,108.0,61.8,44.5,273.0,85.0,57.7,545.0,24.0,4.4,29.0,0.76,13.7,544.0,167.0,30.7,14.32,4.39,0.11,0.35,17.4,15.0,0.11,0.8,1.2,14958.0,19663.0,76.1,277808.0,102639.0,6472.0,7432.0,87.1,6057.0,7353.0,82.4,1930.0,3701.0,52.1,41.6,0.3,400.0,1277.0,364.0,87.0,17750.0,1791.0,367.0,80.0,156.0,806.0,856.0,212.0,103.0,72.0,1.0,122.0,405.0,957.0,25.18,702.0,77.0,69.0,54.0,37.0,18.0,108.0,2.84,77.0,5.0,9.0,10.0,6.0,1.0,714.0,500.0,316.0,316.0,82.0,293.0,636.0,46.1,343.0,441.0,129.0,312.0,555.0,1269.0,980.0,13.0,23973.0,2295.0,6899.0,11131.0,6195.0,937.0,23970.0,525.0,327.0,62.3,198.0,37.7,12640.0,68641.0,34069.0,518.0,210.0,540.0,311.0,14815.0,1650.0,1.0,439.0,323.0,122.0,3.0,3.0,0.0,2225.0,750.0,698.0,51.8,2017,2018
vs Brighton,24.0,27.0,56.3,38.0,418.0,3420.0,38.0,49.0,36.0,85.0,48.0,1.0,3.0,30.0,2.0,50.8,48.4,34.1,82.5,829.0,1816.0,1.29,0.95,2.24,1.26,2.21,1.34,0.9,2.23,1.27,2.17,38.0,38.0,3420.0,34.0,0.89,116.0,82.0,75.0,16.0,13.0,9.0,17.0,44.7,7.0,5.0,1.0,1.0,16.7,0.0,3.0,1.0,33.7,0.25,0.7,0.02,233.0,675.0,34.5,964.0,165.0,46.3,38.6,282.0,81.2,57.8,526.0,36.0,6.8,46.0,1.21,13.4,552.0,169.0,30.6,14.53,4.45,0.09,0.28,18.6,33.0,0.09,-1.8,-0.4,17192.0,21606.0,79.6,297956.0,104855.0,8012.0,9029.0,88.7,6962.0,8240.0,84.5,1682.0,3235.0,52.0,39.3,1.9,396.0,1456.0,329.0,72.0,19639.0,1916.0,471.0,42.0,112.0,802.0,863.0,228.0,107.0,69.0,12.0,51.0,350.0,970.0,25.53,684.0,71.0,85.0,60.0,60.0,10.0,86.0,2.26,53.0,10.0,13.0,7.0,3.0,0.0,483.0,327.0,239.0,182.0,62.0,188.0,487.0,38.6,299.0,351.0,96.0,255.0,385.0,868.0,854.0,14.0,25393.0,1920.0,6240.0,12559.0,6856.0,891.0,25390.0,642.0,437.0,68.1,204.0,31.8,14493.0,79428.0,43012.0,652.0,174.0,530.0,394.0,17106.0,1805.0,1.0,293.0,397.0,51.0,3.0,7.0,1.0,1981.0,777.0,796.0,49.4,2017,2018
vs Burnley,24.0,27.0,56.3,38.0,418.0,3420.0,38.0,38.0,29.0,67.0,35.0,3.0,5.0,45.0,6.0,51.2,47.7,38.0,85.8,866.0,1572.0,1.0,0.76,1.76,0.92,1.68,1.35,1.0,2.35,1.26,2.26,38.0,38.0,3420.0,36.0,0.95,126.0,91.0,71.4,12.0,12.0,14.0,13.0,34.2,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,33.0,0.27,-2.0,-0.05,285.0,833.0,34.2,1058.0,149.0,55.7,42.0,279.0,87.5,59.9,561.0,41.0,7.3,57.0,1.5,14.7,565.0,156.0,27.6,14.87,4.11,0.06,0.22,18.6,13.0,0.09,-13.2,-12.7,15271.0,20149.0,75.8,269570.0,103168.0,7060.0,8121.0,86.9,5989.0,7369.0,81.3,1686.0,3498.0,48.2,33.3,-9.0,443.0,1216.0,358.0,98.0,18139.0,1956.0,430.0,38.0,136.0,876.0,933.0,240.0,98.0,70.0,15.0,54.0,400.0,1032.0,27.16,783.0,78.0,61.0,59.0,39.0,12.0,68.0,1.79,45.0,4.0,6.0,8.0,3.0,2.0,472.0,332.0,244.0,185.0,43.0,127.0,345.0,36.8,218.0,318.0,92.0,226.0,339.0,811.0,1134.0,14.0,24152.0,2185.0,7397.0,10715.0,6270.0,894.0,24147.0,553.0,349.0,63.1,204.0,36.9,12816.0,74519.0,39993.0,617.0,193.0,539.0,329.0,15123.0,1541.0,2.0,443.0,332.0,54.0,5.0,0.0,1.0,2065.0,967.0,912.0,51.5,2017,2018
vs Chelsea,26.0,26.9,44.4,38.0,418.0,3420.0,38.0,36.0,26.0,62.0,34.0,2.0,2.0,75.0,1.0,33.8,32.2,24.4,56.7,582.0,1400.0,0.95,0.68,1.63,0.89,1.58,0.89,0.64,1.53,0.85,1.49,38.0,38.0,3420.0,62.0,1.63,213.0,153.0,72.3,10.0,7.0,21.0,8.0,21.1,3.0,3.0,0.0,0.0,0.0,2.0,5.0,2.0,59.9,0.27,-0.1,0.0,274.0,756.0,36.2,953.0,173.0,52.3,41.3,310.0,83.2,58.8,544.0,26.0,4.8,37.0,0.97,13.6,375.0,115.0,30.7,9.87,3.03,0.09,0.3,18.3,11.0,0.09,2.2,1.8,14641.0,18643.0,78.5,267667.0,97050.0,6332.0,7201.0,87.9,6090.0,7148.0,85.2,1764.0,3272.0,53.9,26.3,1.6,280.0,1209.0,240.0,60.0,16864.0,1724.0,447.0,41.0,131.0,626.0,708.0,159.0,88.0,45.0,6.0,55.0,343.0,665.0,17.5,482.0,50.0,43.0,37.0,37.0,16.0,57.0,1.5,40.0,3.0,5.0,6.0,3.0,0.0,635.0,427.0,326.0,236.0,73.0,221.0,734.0,30.1,513.0,478.0,173.0,305.0,547.0,1182.0,1006.0,19.0,22869.0,2369.0,6864.0,11014.0,5208.0,592.0,22867.0,552.0,342.0,62.0,208.0,37.7,12533.0,64872.0,31985.0,492.0,117.0,541.0,428.0,14543.0,1388.0,1.0,417.0,341.0,55.0,2.0,3.0,2.0,2062.0,506.0,602.0,45.7,2017,2018
vs Crystal Palace,28.0,27.0,54.8,38.0,418.0,3420.0,38.0,53.0,40.0,93.0,51.0,2.0,2.0,72.0,3.0,48.2,46.7,36.2,82.8,744.0,1724.0,1.39,1.05,2.45,1.34,2.39,1.27,0.95,2.22,1.23,2.18,38.0,38.0,3420.0,45.0,1.18,144.0,98.0,74.3,16.0,11.0,11.0,14.0,36.8,10.0,8.0,2.0,0.0,20.0,1.0,7.0,1.0,48.6,0.29,4.6,0.12,274.0,632.0,43.4,790.0,138.0,50.4,40.8,328.0,71.3,54.4,533.0,25.0,4.7,31.0,0.82,14.3,464.0,168.0,36.2,12.21,4.42,0.11,0.3,17.4,20.0,0.1,4.8,4.3,15474.0,20017.0,77.3,281019.0,104004.0,6857.0,7987.0,85.9,6149.0,7418.0,82.9,1897.0,3311.0,57.3,36.5,3.8,334.0,1302.0,324.0,82.0,17972.0,1969.0,451.0,47.0,179.0,792.0,898.0,209.0,102.0,64.0,7.0,76.0,448.0,807.0,21.24,573.0,73.0,65.0,45.0,35.0,16.0,90.0,2.37,55.0,6.0,12.0,11.0,4.0,2.0,721.0,447.0,332.0,288.0,101.0,239.0,718.0,33.3,479.0,404.0,137.0,267.0,409.0,1130.0,1034.0,25.0,24392.0,2156.0,6925.0,11301.0,6399.0,824.0,24390.0,666.0,406.0,61.0,260.0,39.0,13357.0,74894.0,39706.0,559.0,132.0,546.0,426.0,15336.0,1701.0,2.0,414.0,409.0,76.0,2.0,10.0,1.0,2163.0,708.0,752.0,48.5,2017,2018
vs Everton,30.0,27.0,54.5,38.0,418.0,3420.0,38.0,58.0,51.0,109.0,55.0,3.0,5.0,49.0,5.0,52.4,48.7,38.2,86.9,799.0,1608.0,1.53,1.34,2.87,1.45,2.79,1.38,1.01,2.38,1.28,2.29,38.0,38.0,3420.0,44.0,1.16,118.0,73.0,66.9,15.0,10.0,13.0,11.0,28.9,8.0,5.0,3.0,0.0,37.5,0.0,3.0,2.0,41.4,0.29,-0.6,-0.02,273.0,689.0,39.6,910.0,141.0,52.4,41.1,268.0,79.1,56.2,504.0,25.0,5.0,51.0,1.34,14.6,536.0,174.0,32.5,14.11,4.58,0.1,0.32,18.8,19.0,0.09,5.6,6.3,15346.0,20161.0,76.1,269336.0,102590.0,7164.0,8319.0,86.1,5926.0,7307.0,81.1,1688.0,3339.0,50.6,34.0,12.8,389.0,1285.0,344.0,69.0,18034.0,2068.0,511.0,42.0,174.0,802.0,996.0,212.0,112.0,53.0,11.0,59.0,367.0,950.0,25.0,675.0,87.0,71.0,59.0,42.0,16.0,106.0,2.79,76.0,7.0,11.0,9.0,2.0,1.0,578.0,374.0,279.0,232.0,67.0,197.0,461.0,42.7,264.0,417.0,88.0,329.0,408.0,986.0,929.0,19.0,24274.0,1968.0,6915.0,11029.0,6574.0,873.0,24269.0,612.0,389.0,63.6,223.0,36.4,13137.0,74878.0,39656.0,595.0,191.0,567.0,421.0,15197.0,1585.0,3.0,383.0,444.0,59.0,3.0,8.0,2.0,2115.0,852.0,760.0,52.9,2017,2018
vs Huddersfield,25.0,27.0,54.3,38.0,418.0,3420.0,38.0,57.0,41.0,98.0,53.0,4.0,6.0,56.0,4.0,48.5,43.8,32.4,76.1,614.0,1669.0,1.5,1.08,2.58,1.39,2.47,1.28,0.85,2.13,1.15,2.0,38.0,38.0,3420.0,28.0,0.74,108.0,82.0,75.9,19.0,10.0,9.0,21.0,55.3,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,29.9,0.26,4.9,0.13,219.0,632.0,34.7,940.0,144.0,47.0,38.6,264.0,72.0,53.5,601.0,23.0,3.8,57.0,1.5,17.0,433.0,152.0,35.1,11.39,4.0,0.12,0.35,17.4,19.0,0.11,8.5,9.2,16103.0,20856.0,77.2,292360.0,111839.0,6810.0,7967.0,85.5,6920.0,8151.0,84.9,1883.0,3462.0,54.4,31.7,8.6,313.0,1379.0,286.0,59.0,18764.0,1974.0,415.0,57.0,125.0,637.0,1021.0,209.0,102.0,82.0,4.0,118.0,418.0,768.0,20.21,531.0,84.0,53.0,43.0,45.0,12.0,99.0,2.61,70.0,6.0,6.0,8.0,6.0,3.0,631.0,433.0,316.0,272.0,43.0,215.0,491.0,43.8,276.0,408.0,106.0,302.0,440.0,1071.0,1081.0,15.0,25101.0,2104.0,7082.0,12533.0,5712.0,750.0,25095.0,630.0,381.0,60.5,249.0,39.5,12995.0,66970.0,33083.0,491.0,149.0,592.0,494.0,16000.0,1656.0,1.0,377.0,384.0,118.0,6.0,2.0,3.0,2157.0,800.0,788.0,50.4,2017,2018
vs Leicester City,27.0,26.8,52.0,38.0,418.0,3420.0,38.0,58.0,47.0,105.0,56.0,2.0,4.0,52.0,1.0,48.1,45.0,36.7,81.7,828.0,1658.0,1.53,1.24,2.76,1.47,2.71,1.27,0.97,2.23,1.18,2.15,38.0,38.0,3420.0,56.0,1.47,143.0,89.0,64.3,15.0,11.0,12.0,8.0,21.1,6.0,5.0,1.0,0.0,16.7,1.0,8.0,3.0,47.0,0.29,-6.0,-0.16,235.0,665.0,35.3,836.0,141.0,53.0,41.4,277.0,80.1,55.7,568.0,45.0,7.9,47.0,1.24,13.2,485.0,160.0,33.0,12.76,4.21,0.12,0.35,18.7,16.0,0.09,9.9,11.0,14205.0,18852.0,75.4,251349.0,96967.0,6646.0,7717.0,86.1,5483.0,6826.0,80.3,1612.0,3171.0,50.8,34.0,10.3,378.0,1282.0,314.0,73.0,16777.0,1996.0,432.0,54.0,163.0,752.0,978.0,216.0,109.0,73.0,5.0,79.0,445.0,865.0,22.76,647.0,63.0,62.0,46.0,32.0,15.0,105.0,2.76,71.0,10.0,7.0,9.0,6.0,2.0,653.0,437.0,326.0,253.0,74.0,294.0,716.0,41.1,422.0,374.0,115.0,259.0,402.0,1055.0,1084.0,18.0,23085.0,2121.0,6723.0,10536.0,6089.0,819.0,23081.0,618.0,408.0,66.0,205.0,33.2,12182.0,69451.0,36908.0,562.0,216.0,549.0,420.0,14095.0,1644.0,0.0,368.0,353.0,79.0,3.0,6.0,3.0,2135.0,752.0,787.0,48.9,2017,2018
vs Liverpool,27.0,27.1,39.7,38.0,418.0,3420.0,38.0,38.0,23.0,61.0,34.0,4.0,6.0,50.0,0.0,33.8,29.0,21.6,50.6,504.0,1103.0,1.0,0.61,1.61,0.89,1.5,0.89,0.57,1.46,0.76,1.33,38.0,38.0,3420.0,84.0,2.21,229.0,146.0,64.2,5.0,12.0,21.0,7.0,18.4,3.0,2.0,1.0,0.0,33.3,2.0,7.0,2.0,75.1,0.32,-6.9,-0.18,358.0,986.0,36.3,1021.0,171.0,61.3,40.1,395.0,91.1,62.4,555.0,38.0,6.8,52.0,1.37,14.1,276.0,98.0,35.5,7.26,2.58,0.12,0.35,17.6,11.0,0.11,4.2,5.0,11830.0,16343.0,72.4,215501.0,87776.0,5348.0,6298.0,84.9,4554.0,5708.0,79.8,1458.0,3207.0,45.5,19.5,1.4,200.0,843.0,168.0,44.0,14426.0,1820.0,385.0,49.0,132.0,504.0,793.0,125.0,64.0,37.0,5.0,97.0,388.0,493.0,12.97,332.0,53.0,35.0,25.0,42.0,6.0,66.0,1.74,41.0,5.0,5.0,8.0,6.0,1.0,658.0,435.0,373.0,240.0,45.0,210.0,649.0,32.4,439.0,465.0,174.0,291.0,506.0,1164.0,1111.0,39.0,20558.0,2819.0,7417.0,9493.0,3865.0,461.0,20552.0,521.0,325.0,62.4,196.0,37.6,10541.0,57010.0,28049.0,348.0,99.0,556.0,441.0,11732.0,1088.0,0.0,324.0,329.0,97.0,6.0,3.0,2.0,2093.0,650.0,585.0,52.6,2017,2018
