squad,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,season_start_year,season_end_year
vs Arsenal,27.0,26.9,46.8,38.0,418.0,3420.0,38.0,47.0,33.0,80.0,42.0,5.0,6.0,69.0,3.0,45.7,40.9,33.3,74.2,556.0,1191.0,1.24,0.87,2.11,1.11,1.97,1.2,0.88,2.08,1.08,1.95,38.0,38.0,3420.0,61.0,1.61,194.0,131.0,71.1,13.0,3.0,22.0,11.0,28.9,8.0,5.0,3.0,0.0,37.5,1.0,13.0,1.0,52.4,0.24,-7.6,-0.2,214.0,563.0,38.0,1098.0,164.0,35.7,33.5,284.0,60.2,44.8,498.0,25.0,5.0,55.0,1.45,16.5,419.0,142.0,33.9,11.03,3.74,0.1,0.3,17.6,16.0,0.1,1.3,1.1,14226.0,18005.0,79.0,245457.0,86660.0,6562.0,7418.0,88.5,5816.0,6793.0,85.6,1365.0,2710.0,50.4,27.7,-0.3,316.0,996.0,255.0,71.0,16238.0,1703.0,401.0,49.0,102.0,606.0,744.0,175.0,90.0,50.0,3.0,64.0,295.0,762.0,20.05,577.0,59.0,35.0,38.0,39.0,14.0,78.0,2.05,57.0,3.0,5.0,5.0,7.0,1.0,608.0,339.0,314.0,212.0,82.0,271.0,590.0,45.9,319.0,427.0,164.0,263.0,364.0,972.0,737.0,18.0,21955.0,2653.0,7787.0,9302.0,5062.0,720.0,21949.0,500.0,256.0,51.2,244.0,48.8,12516.0,62771.0,30462.0,468.0,140.0,550.0,296.0,14105.0,1182.0,2.0,375.0,346.0,64.0,5.0,8.0,1.0,1817.0,572.0,463.0,55.3,2021,2022
vs Aston Villa,31.0,26.7,53.5,38.0,418.0,3420.0,38.0,52.0,35.0,87.0,48.0,4.0,6.0,83.0,1.0,49.0,44.1,33.7,77.8,741.0,1514.0,1.37,0.92,2.29,1.26,2.18,1.29,0.89,2.18,1.16,2.05,38.0,38.0,3420.0,52.0,1.37,162.0,112.0,69.8,19.0,6.0,13.0,8.0,21.1,3.0,3.0,0.0,0.0,0.0,0.0,7.0,2.0,45.0,0.27,-5.0,-0.13,157.0,412.0,38.1,886.0,182.0,31.8,32.7,263.0,49.4,40.5,530.0,21.0,4.0,41.0,1.08,14.4,471.0,144.0,30.6,12.39,3.79,0.1,0.33,17.4,22.0,0.1,3.0,3.9,15222.0,19079.0,79.8,275493.0,94504.0,6575.0,7465.0,88.1,6449.0,7500.0,86.0,1718.0,2960.0,58.0,30.1,1.3,348.0,1094.0,276.0,61.0,17229.0,1811.0,424.0,48.0,233.0,685.0,815.0,220.0,118.0,64.0,3.0,39.0,372.0,827.0,21.76,576.0,75.0,59.0,47.0,51.0,19.0,91.0,2.39,63.0,3.0,6.0,10.0,8.0,1.0,598.0,343.0,278.0,246.0,74.0,254.0,587.0,43.3,333.0,356.0,127.0,229.0,339.0,937.0,743.0,6.0,23096.0,2362.0,7680.0,10237.0,5398.0,852.0,23090.0,649.0,349.0,53.8,300.0,46.2,12899.0,69297.0,36612.0,475.0,222.0,542.0,334.0,15104.0,1499.0,0.0,512.0,392.0,39.0,5.0,3.0,2.0,1922.0,561.0,538.0,51.0,2021,2022
vs Brentford,29.0,26.8,55.5,38.0,418.0,3420.0,38.0,54.0,41.0,95.0,49.0,5.0,5.0,50.0,3.0,48.5,44.6,34.7,79.3,734.0,1523.0,1.42,1.08,2.5,1.29,2.37,1.28,0.91,2.19,1.17,2.09,38.0,38.0,3420.0,48.0,1.26,147.0,101.0,71.4,18.0,7.0,13.0,12.0,31.6,6.0,6.0,0.0,0.0,0.0,0.0,6.0,2.0,43.8,0.26,-2.2,-0.06,182.0,547.0,33.3,884.0,147.0,45.1,38.2,244.0,60.7,45.8,509.0,34.0,6.7,56.0,1.47,15.7,498.0,174.0,34.9,13.11,4.58,0.1,0.28,18.2,22.0,0.09,5.5,4.4,15770.0,20238.0,77.9,263462.0,90458.0,7861.0,8970.0,87.6,5946.0,7075.0,84.0,1434.0,2945.0,48.7,32.3,6.3,359.0,1331.0,339.0,101.0,18429.0,1738.0,405.0,73.0,104.0,812.0,774.0,229.0,128.0,69.0,2.0,71.0,329.0,876.0,23.05,659.0,65.0,35.0,57.0,49.0,11.0,97.0,2.55,73.0,6.0,2.0,8.0,7.0,1.0,505.0,285.0,216.0,225.0,64.0,214.0,476.0,45.0,262.0,423.0,132.0,291.0,381.0,886.0,830.0,12.0,24462.0,2251.0,6892.0,11000.0,6765.0,838.0,24457.0,616.0,325.0,52.8,291.0,47.2,13970.0,69503.0,34218.0,609.0,164.0,618.0,316.0,15638.0,1517.0,0.0,377.0,357.0,71.0,5.0,6.0,2.0,2204.0,728.0,717.0,50.4,2021,2022
vs Brighton,26.0,26.9,45.3,38.0,418.0,3420.0,38.0,44.0,34.0,78.0,41.0,3.0,4.0,80.0,0.0,42.9,39.8,30.0,69.9,642.0,1263.0,1.16,0.89,2.05,1.08,1.97,1.13,0.79,1.92,1.05,1.84,38.0,38.0,3420.0,42.0,1.11,146.0,105.0,74.0,11.0,15.0,12.0,13.0,34.2,7.0,4.0,1.0,2.0,20.0,0.0,6.0,2.0,39.5,0.24,-0.5,-0.01,153.0,483.0,31.7,888.0,202.0,37.3,34.3,285.0,53.3,41.3,564.0,21.0,3.7,43.0,1.13,15.4,472.0,143.0,30.3,12.42,3.76,0.09,0.29,18.6,21.0,0.09,1.1,1.2,13304.0,17380.0,76.5,231327.0,84959.0,6148.0,7119.0,86.4,5425.0,6514.0,83.3,1321.0,2648.0,49.9,25.7,4.0,342.0,996.0,255.0,58.0,15605.0,1733.0,417.0,36.0,113.0,680.0,740.0,211.0,106.0,55.0,6.0,42.0,374.0,824.0,21.68,612.0,58.0,49.0,50.0,42.0,13.0,77.0,2.03,49.0,11.0,4.0,7.0,4.0,2.0,591.0,358.0,301.0,224.0,66.0,242.0,559.0,43.3,317.0,481.0,140.0,341.0,389.0,980.0,752.0,8.0,21578.0,2394.0,7672.0,8761.0,5358.0,830.0,21574.0,564.0,320.0,56.7,243.0,43.1,11610.0,61934.0,31945.0,446.0,197.0,581.0,425.0,13173.0,1250.0,0.0,373.0,373.0,42.0,3.0,7.0,2.0,2094.0,498.0,569.0,46.7,2021,2022
vs Burnley,23.0,26.7,60.2,38.0,418.0,3420.0,38.0,51.0,36.0,87.0,46.0,5.0,5.0,44.0,0.0,57.1,53.2,40.7,93.9,865.0,1711.0,1.34,0.95,2.29,1.21,2.16,1.5,1.07,2.57,1.4,2.47,38.0,38.0,3420.0,34.0,0.89,120.0,88.0,72.5,17.0,14.0,7.0,16.0,42.1,2.0,1.0,0.0,1.0,0.0,1.0,6.0,2.0,32.1,0.26,0.1,0.0,191.0,587.0,32.5,1094.0,196.0,39.4,35.2,269.0,58.0,43.3,590.0,47.0,8.0,51.0,1.34,13.8,598.0,173.0,28.9,15.74,4.55,0.08,0.27,17.7,16.0,0.09,-6.1,-7.2,16821.0,21508.0,78.2,288649.0,99233.0,8023.0,9188.0,87.3,6678.0,7936.0,84.1,1592.0,3140.0,50.7,35.7,-4.7,459.0,1221.0,407.0,83.0,19529.0,1925.0,473.0,44.0,168.0,861.0,846.0,265.0,95.0,79.0,5.0,54.0,364.0,1064.0,28.0,804.0,77.0,50.0,82.0,38.0,13.0,92.0,2.42,75.0,1.0,2.0,8.0,6.0,0.0,512.0,306.0,249.0,202.0,61.0,221.0,479.0,46.1,258.0,369.0,104.0,265.0,280.0,792.0,853.0,9.0,25638.0,2435.0,8341.0,10906.0,6613.0,1094.0,25633.0,534.0,284.0,53.2,250.0,46.8,14368.0,77595.0,41281.0,582.0,253.0,571.0,340.0,16680.0,1694.0,0.0,339.0,381.0,54.0,3.0,2.0,2.0,2068.0,733.0,827.0,47.0,2021,2022
vs Chelsea,26.0,26.7,37.7,38.0,418.0,3420.0,38.0,32.0,20.0,52.0,26.0,6.0,6.0,69.0,4.0,33.2,28.9,21.7,50.6,495.0,1004.0,0.84,0.53,1.37,0.68,1.21,0.87,0.57,1.45,0.76,1.33,38.0,38.0,3420.0,76.0,2.0,209.0,133.0,67.5,6.0,11.0,21.0,4.0,10.5,9.0,8.0,1.0,0.0,11.1,1.0,8.0,1.0,65.3,0.28,-9.7,-0.25,206.0,576.0,35.8,989.0,180.0,41.8,36.1,293.0,55.6,43.0,604.0,34.0,5.6,34.0,0.89,13.2,335.0,109.0,32.5,8.82,2.87,0.08,0.24,18.1,11.0,0.09,-1.2,-2.9,11678.0,15424.0,75.7,201519.0,77479.0,5484.0,6336.0,86.6,4597.0,5508.0,83.5,1187.0,2493.0,47.6,21.0,-1.7,232.0,830.0,209.0,60.0,13651.0,1706.0,451.0,63.0,90.0,533.0,697.0,151.0,66.0,52.0,4.0,67.0,346.0,587.0,15.45,407.0,52.0,43.0,36.0,37.0,12.0,53.0,1.39,34.0,4.0,4.0,3.0,5.0,3.0,643.0,356.0,337.0,237.0,69.0,260.0,624.0,41.7,364.0,487.0,169.0,318.0,376.0,1019.0,793.0,12.0,19624.0,2723.0,7393.0,7923.0,4499.0,614.0,19618.0,567.0,310.0,54.7,257.0,45.3,10135.0,54161.0,25855.0,367.0,130.0,592.0,364.0,11579.0,993.0,1.0,406.0,389.0,67.0,4.0,9.0,1.0,1921.0,486.0,538.0,47.5,2021,2022
vs Crystal Palace,24.0,26.8,49.1,38.0,418.0,3420.0,38.0,44.0,30.0,74.0,41.0,3.0,4.0,74.0,3.0,40.7,37.6,28.3,65.9,563.0,1402.0,1.16,0.79,1.95,1.08,1.87,1.07,0.74,1.82,0.99,1.73,38.0,38.0,3420.0,50.0,1.32,147.0,96.0,70.1,12.0,15.0,11.0,11.0,28.9,8.0,6.0,1.0,1.0,14.3,1.0,2.0,0.0,43.0,0.25,-7.0,-0.18,201.0,511.0,39.3,919.0,141.0,42.8,35.5,241.0,49.0,40.8,505.0,31.0,6.1,36.0,0.95,13.2,439.0,140.0,31.9,11.55,3.68,0.09,0.29,17.9,20.0,0.09,3.3,3.4,14264.0,18471.0,77.2,250760.0,90242.0,6523.0,7559.0,86.3,5776.0,6884.0,83.9,1503.0,2862.0,52.5,29.8,1.7,304.0,1193.0,287.0,74.0,16628.0,1790.0,453.0,42.0,130.0,664.0,825.0,184.0,74.0,96.0,0.0,53.0,360.0,759.0,19.97,535.0,77.0,32.0,57.0,48.0,10.0,74.0,1.95,47.0,11.0,3.0,7.0,4.0,2.0,776.0,440.0,354.0,310.0,112.0,305.0,687.0,44.4,382.0,386.0,110.0,276.0,378.0,1154.0,712.0,16.0,22794.0,2209.0,7021.0,10187.0,5794.0,794.0,22790.0,575.0,302.0,52.5,273.0,47.5,12186.0,62876.0,31764.0,428.0,135.0,652.0,364.0,14161.0,1394.0,2.0,499.0,391.0,53.0,2.0,8.0,0.0,2109.0,618.0,610.0,50.3,2021,2022
vs Everton,33.0,26.8,60.3,38.0,418.0,3420.0,38.0,61.0,46.0,107.0,59.0,2.0,2.0,72.0,0.0,55.4,53.9,41.8,95.8,735.0,1799.0,1.61,1.21,2.82,1.55,2.76,1.46,1.1,2.56,1.42,2.52,38.0,38.0,3420.0,43.0,1.13,136.0,94.0,72.8,21.0,6.0,11.0,12.0,31.6,7.0,6.0,0.0,1.0,0.0,0.0,6.0,1.0,39.4,0.25,-2.6,-0.07,141.0,399.0,35.3,939.0,206.0,29.3,31.5,281.0,44.1,40.0,486.0,34.0,7.0,37.0,0.97,14.9,520.0,186.0,35.8,13.68,4.89,0.11,0.32,17.7,19.0,0.11,5.6,5.1,18019.0,22270.0,80.9,314878.0,107051.0,8044.0,9158.0,87.8,7922.0,9036.0,87.7,1610.0,2872.0,56.1,36.2,4.2,372.0,1448.0,329.0,74.0,20390.0,1837.0,397.0,44.0,129.0,719.0,859.0,219.0,114.0,62.0,8.0,43.0,415.0,922.0,24.26,650.0,84.0,64.0,65.0,50.0,9.0,104.0,2.74,65.0,14.0,6.0,11.0,6.0,2.0,620.0,336.0,298.0,240.0,82.0,295.0,632.0,46.7,337.0,443.0,146.0,297.0,333.0,953.0,653.0,6.0,26579.0,2286.0,7934.0,12214.0,6624.0,880.0,26577.0,735.0,399.0,54.3,336.0,45.7,14994.0,76711.0,41763.0,574.0,160.0,664.0,369.0,17894.0,1782.0,0.0,400.0,345.0,43.0,1.0,7.0,1.0,2049.0,725.0,634.0,53.3,2021,2022
vs Leeds United,29.0,26.9,47.5,38.0,418.0,3420.0,38.0,78.0,59.0,137.0,73.0,5.0,5.0,74.0,3.0,67.8,64.0,48.5,112.4,700.0,1359.0,2.05,1.55,3.61,1.92,3.47,1.79,1.28,3.06,1.68,2.96,38.0,38.0,3420.0,42.0,1.11,147.0,105.0,74.8,18.0,11.0,9.0,13.0,34.2,5.0,5.0,0.0,0.0,0.0,1.0,8.0,0.0,41.2,0.25,-0.8,-0.02,206.0,550.0,37.5,1029.0,196.0,34.4,33.2,309.0,63.4,46.3,481.0,26.0,5.4,51.0,1.34,15.4,576.0,219.0,38.0,15.16,5.76,0.13,0.33,17.3,23.0,0.11,10.2,9.0,13019.0,17052.0,76.3,231597.0,94507.0,5810.0,6807.0,85.4,5455.0,6544.0,83.4,1383.0,2657.0,52.1,38.0,10.5,436.0,1003.0,309.0,58.0,15102.0,1897.0,498.0,100.0,92.0,568.0,829.0,181.0,86.0,79.0,3.0,53.0,366.0,1005.0,26.45,711.0,87.0,80.0,60.0,51.0,16.0,134.0,3.53,97.0,9.0,9.0,9.0,9.0,1.0,614.0,351.0,282.0,248.0,84.0,316.0,655.0,48.2,339.0,459.0,138.0,321.0,398.0,1012.0,735.0,20.0,21610.0,2367.0,7145.0,9288.0,5440.0,949.0,21605.0,886.0,478.0,54.0,408.0,46.0,11522.0,65965.0,34372.0,480.0,208.0,675.0,379.0,12886.0,1339.0,3.0,386.0,465.0,53.0,4.0,5.0,0.0,2228.0,626.0,470.0,57.1,2021,2022
vs Leicester City,28.0,26.8,47.9,38.0,418.0,3420.0,38.0,58.0,36.0,94.0,51.0,7.0,9.0,60.0,0.0,59.3,52.6,39.8,92.4,732.0,1496.0,1.53,0.95,2.47,1.34,2.29,1.56,1.05,2.61,1.38,2.43,38.0,38.0,3420.0,62.0,1.63,166.0,104.0,63.9,14.0,10.0,14.0,6.0,15.8,2.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,54.0,0.33,-8.0,-0.21,174.0,490.0,35.5,961.0,169.0,37.9,34.5,236.0,53.4,41.5,433.0,28.0,6.5,37.0,0.97,15.4,556.0,183.0,32.9,14.63,4.82,0.09,0.28,16.4,15.0,0.1,-1.3,-1.6,14828.0,18823.0,78.8,262901.0,92485.0,6675.0,7635.0,87.4,6259.0,7300.0,85.7,1512.0,2798.0,54.0,38.1,-3.8,415.0,1210.0,342.0,77.0,17017.0,1733.0,391.0,63.0,150.0,738.0,788.0,218.0,129.0,63.0,2.0,73.0,382.0,970.0,25.53,669.0,98.0,59.0,75.0,49.0,20.0,97.0,2.55,55.0,9.0,6.0,16.0,9.0,2.0,618.0,370.0,262.0,264.0,92.0,250.0,547.0,45.7,297.0,455.0,117.0,338.0,400.0,1018.0,630.0,13.0,23094.0,2218.0,7065.0,10268.0,6018.0,1025.0,23085.0,720.0,414.0,57.5,306.0,42.5,13115.0,70989.0,36278.0,510.0,208.0,598.0,384.0,14699.0,1481.0,0.0,406.0,350.0,73.0,7.0,2.0,0.0,2104.0,553.0,530.0,51.1,2021,2022
