squad,season_end_year,minutes_90s,country,squad_size,foreigners,squad_value_avg,squad_value,players_used,gd_per90,pens_made_per90,pens_att_per90,cards_yellow_per90,cards_red_per90,cards_yellow_red_per90,fouls_per90,fouled_per90,offsides_per90,own_goals_per90,gk_goals_against_per90,gk_save_pct,gk_clean_sheets_pct,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net_per90,gk_passes_pct_launched,gk_pct_passes_launched,gk_goal_kick_length_avg,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area_per90,gk_shots_on_target_against_per90,gk_pens_saved_per90,gk_pens_missed_per90,gk_free_kick_goals_against_per90,gk_corner_kick_goals_against_per90,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,npxg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_xg_assist_per90,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,npxg_per_shot,passes_pct,passes_pct_short,passes_pct_medium,passes_pct_long,passes_total_distance_per90,progressive_passes_per90,passes_progressive_distance_per90,pass_xa_per90,xg_assist_net_per90,assisted_shots_per90,passes_into_final_third_per90,passes_into_penalty_area_per90,crosses_into_penalty_area_per90,passes_live_per90,passes_dead_per90,passes_free_kicks_per90,through_balls_per90,passes_switches_per90,crosses_per90,throw_ins_per90,corner_kicks_per90,corner_kicks_in_per90,corner_kicks_out_per90,corner_kicks_straight_per90,sca_per90,gca_per90,sca_passes_live_per90,sca_passes_dead_per90,sca_take_ons_per90,sca_shots_per90,sca_fouled_per90,sca_defense_per90,gca_passes_live_per90,gca_passes_dead_per90,gca_take_ons_per90,gca_shots_per90,gca_fouled_per90,gca_defense_per90,take_ons_won_pct,take_ons_tackled_pct,possession,touches_per90,touches_def_pen_area_per90,touches_def_3rd_per90,touches_mid_3rd_per90,touches_att_3rd_per90,touches_att_pen_area_per90,touches_live_ball_per90,take_ons_per90,carries_per90,carries_distance_per90,progressive_carries_per90,carries_progressive_distance_per90,carries_into_final_third_per90,carries_into_penalty_area_per90,miscontrols_per90,dispossessed_per90,challenge_tackles_pct,aerials_won_pct,tackles_per90,tackles_won_per90,tackles_def_3rd_per90,tackles_mid_3rd_per90,tackles_att_3rd_per90,challenge_tackles_per90,challenges_per90,challenges_lost_per90,blocks_per90,blocked_shots_per90,blocked_passes_per90,interceptions_per90,tackles_interceptions_per90,clearances_per90,errors_per90,ball_recoveries_per90,aerials_won_per90,aerials_lost_per90
Manchester Utd,2019,38.0,ENG,36,22,22160000.0,797600000.0,28,0.29000000000000004,0.23684210526315788,0.3157894736842105,1.9736842105263157,0.10526315789473684,0.05263157894736842,11.394736842105264,10.447368421052632,2.3684210526315788,0.07894736842105263,1.4210526315789473,71.9,18.4,49.9,0.26,-0.028947368421052635,42.7,46.6,54.6,1.7,0.66,4.5,0.0,0.0,0.05263157894736842,0.18421052631578946,1.71,1.05,2.76,1.47,2.53,1.62,1.37,1.04,2.66,2.41,40.9,13.53,5.53,0.11,0.27,18.7,0.1,80.4,89.3,85.2,57.5,7486.5526315789475,43.89473684210526,2677.0526315789475,1.0078947368421052,0.010526315789473684,10.026315789473685,32.078947368421055,8.921052631578947,1.5263157894736843,498.2631578947368,50.473684210526315,11.447368421052632,1.6578947368421053,5.447368421052632,16.789473684210527,22.605263157894736,5.2631578947368425,2.0526315789473686,1.8421052631578947,0.5263157894736842,25.18,3.11,19.210526315789473,1.605263157894737,1.4210526315789473,1.394736842105263,1.368421052631579,0.18421052631578946,2.1315789473684212,0.10526315789473684,0.3157894736842105,0.2631578947368421,0.2631578947368421,0.02631578947368421,58.0,41.8,54.7,660.3947368421053,59.526315789473685,177.57894736842104,330.2631578947368,157.68421052631578,23.5,660.078947368421,14.552631578947368,346.8421052631579,1847.5263157894738,21.07894736842105,1029.421052631579,15.631578947368421,5.657894736842105,13.894736842105264,11.157894736842104,44.1,55.5,15.289473684210526,9.131578947368421,7.368421052631579,6.2894736842105265,1.631578947368421,6.315789473684211,14.31578947368421,8.0,11.710526315789474,3.3684210526315788,8.342105263157896,9.342105263157896,24.63157894736842,22.289473684210527,0.6842105263157895,51.81578947368421,18.07894736842105,14.473684210526315
Newcastle,2019,38.0,ENG,37,23,6610000.0,244650000.0,24,-0.17999999999999994,0.02631578947368421,0.07894736842105263,1.5,0.05263157894736842,0.0,11.131578947368421,8.736842105263158,1.5526315789473684,0.02631578947368421,1.263157894736842,70.0,28.9,42.3,0.27,-0.1236842105263158,35.3,51.1,57.9,6.6,0.87,3.6842105263157894,0.0,0.0,0.05263157894736842,0.23684210526315788,1.08,0.87,1.95,1.05,1.92,1.03,0.97,0.72,1.75,1.69,30.7,11.66,3.58,0.09,0.29,18.8,0.09,70.7,83.4,77.3,48.5,5192.210526315789,25.92105263157895,2091.4473684210525,0.6157894736842104,0.14736842105263157,8.526315789473685,20.842105263157894,6.7105263157894735,2.6052631578947367,351.55263157894734,47.71052631578947,10.236842105263158,1.3157894736842106,5.7105263157894735,18.710526315789473,21.973684210526315,4.7631578947368425,1.9210526315789473,1.868421052631579,0.2894736842105263,20.63,1.79,15.026315789473685,2.026315789473684,0.868421052631579,1.131578947368421,1.105263157894737,0.47368421052631576,1.2105263157894737,0.13157894736842105,0.10526315789473684,0.2631578947368421,0.05263157894736842,0.02631578947368421,53.2,46.6,40.4,527.578947368421,62.10526315789474,184.8684210526316,230.71052631578948,117.3157894736842,16.86842105263158,527.5,11.68421052631579,230.23684210526315,1224.7894736842106,12.289473684210526,620.921052631579,10.789473684210526,2.5,15.526315789473685,10.526315789473685,42.7,46.2,18.710526315789473,11.394736842105264,9.368421052631579,7.657894736842105,1.6842105263157894,6.342105263157895,14.868421052631579,8.526315789473685,12.421052631578947,3.5526315789473686,8.868421052631579,13.31578947368421,32.026315789473685,31.68421052631579,0.42105263157894735,53.526315789473685,20.657894736842106,24.05263157894737
Southampton,2019,38.0,ENG,40,19,7640000.0,305400000.0,30,-0.55,0.10526315789473684,0.13157894736842105,1.9210526315789473,0.07894736842105263,0.05263157894736842,11.052631578947368,8.973684210526315,1.605263157894737,0.07894736842105263,1.7105263157894737,64.0,18.4,54.0,0.3,-0.21052631578947367,29.8,65.6,58.8,3.7,0.76,4.605263157894737,0.02631578947368421,0.0,0.0,0.15789473684210525,1.16,0.71,1.87,1.05,1.76,1.23,1.14,0.77,2.0,1.91,32.4,12.61,4.08,0.08,0.26,18.9,0.1,72.0,84.9,78.0,43.2,5302.5,35.078947368421055,2082.815789473684,0.7342105263157894,-0.06052631578947368,8.868421052631579,28.57894736842105,6.842105263157895,1.7894736842105263,370.3157894736842,47.28947368421053,10.763157894736842,0.9210526315789473,3.6578947368421053,17.526315789473685,21.18421052631579,5.078947368421052,2.5526315789473686,1.6578947368421053,0.5789473684210527,21.55,2.03,14.868421052631579,1.9210526315789473,1.2894736842105263,1.631578947368421,1.236842105263158,0.6052631578947368,1.4210526315789473,0.07894736842105263,0.07894736842105263,0.15789473684210525,0.18421052631578946,0.10526315789473684,56.5,43.5,43.4,547.6842105263158,56.578947368421055,157.47368421052633,261.8157894736842,133.8684210526316,18.657894736842106,547.5526315789474,13.368421052631579,254.02631578947367,1432.3157894736842,15.868421052631579,725.1315789473684,11.68421052631579,4.078947368421052,14.18421052631579,10.0,42.9,46.8,18.36842105263158,11.263157894736842,8.81578947368421,7.447368421052632,2.1052631578947367,7.2894736842105265,17.0,9.710526315789474,14.026315789473685,4.026315789473684,10.0,14.447368421052632,32.81578947368421,29.68421052631579,0.47368421052631576,54.026315789473685,20.18421052631579,22.973684210526315
Tottenham,2019,38.0,ENG,34,20,26430000.0,898600000.0,28,0.71,0.10526315789473684,0.10526315789473684,1.5,0.07894736842105263,0.02631578947368421,9.894736842105264,9.578947368421053,1.9473684210526316,0.07894736842105263,1.0263157894736843,76.9,34.2,47.7,0.28,0.3078947368421052,39.4,28.8,43.1,3.1,1.05,4.105263157894737,0.05263157894736842,0.0,0.02631578947368421,0.18421052631578946,1.74,1.24,2.97,1.63,2.87,1.44,1.36,1.03,2.47,2.39,34.1,14.03,4.79,0.12,0.34,18.1,0.1,81.6,89.6,86.4,58.7,8551.868421052632,45.89473684210526,2823.5789473684213,0.9526315789473685,0.20789473684210527,10.31578947368421,33.76315789473684,9.578947368421053,2.3684210526315788,555.6578947368421,49.13157894736842,12.026315789473685,2.289473684210526,3.5789473684210527,16.92105263157895,22.394736842105264,5.105263157894737,1.4210526315789473,2.1315789473684212,0.13157894736842105,24.66,3.03,17.789473684210527,2.1315789473684212,1.631578947368421,1.4473684210526316,1.2105263157894737,0.4473684210526316,2.1315789473684212,0.23684210526315788,0.15789473684210525,0.2894736842105263,0.18421052631578946,0.02631578947368421,55.1,44.9,59.0,718.7105263157895,65.44736842105263,202.92105263157896,353.7105263157895,168.47368421052633,23.263157894736842,718.6052631578947,17.68421052631579,451.8421052631579,2230.2105263157896,22.105263157894736,1158.3947368421052,18.0,5.394736842105263,15.868421052631579,9.18421052631579,46.4,49.5,16.5,9.81578947368421,8.157894736842104,6.2368421052631575,2.1052631578947367,7.052631578947368,15.18421052631579,8.131578947368421,10.921052631578947,2.9473684210526314,7.973684210526316,8.552631578947368,25.05263157894737,21.657894736842106,0.5263157894736842,55.44736842105263,15.763157894736842,16.07894736842105
Watford,2019,38.0,ENG,39,32,6130000.0,239100000.0,25,-0.20999999999999996,0.02631578947368421,0.02631578947368421,2.0789473684210527,0.10526315789473684,0.02631578947368421,11.394736842105264,10.052631578947368,2.3421052631578947,0.07894736842105263,1.5526315789473684,69.4,18.4,55.5,0.3,-0.013157894736842105,36.1,69.9,63.2,5.4,1.89,4.7368421052631575,0.02631578947368421,0.0,0.05263157894736842,0.15789473684210525,1.34,1.03,2.37,1.32,2.34,1.27,1.25,0.92,2.19,2.17,33.9,11.47,3.89,0.11,0.34,17.3,0.11,73.9,85.7,79.3,47.2,5609.394736842105,34.05263157894737,2297.684210526316,0.75,0.1105263157894737,8.157894736842104,24.842105263157894,7.657894736842105,1.4473684210526316,396.44736842105266,47.89473684210526,12.710526315789474,0.8421052631578947,3.0789473684210527,15.0,19.86842105263158,4.657894736842105,2.210526315789474,1.4473684210526316,0.0,19.05,2.18,13.763157894736842,1.4736842105263157,1.2105263157894737,1.105263157894737,1.2105263157894737,0.2894736842105263,1.263157894736842,0.21052631578947367,0.39473684210526316,0.15789473684210525,0.10526315789473684,0.05263157894736842,53.8,46.2,46.7,566.0,59.26315789473684,171.1578947368421,260.1842105263158,139.55263157894737,22.236842105263158,565.9736842105264,14.289473684210526,309.13157894736844,1478.4473684210527,15.473684210526315,746.4736842105264,11.421052631578947,5.026315789473684,15.421052631578947,11.0,41.3,48.6,17.263157894736842,10.289473684210526,9.210526315789474,6.394736842105263,1.6578947368421053,6.7631578947368425,16.36842105263158,9.605263157894736,10.631578947368421,3.1578947368421053,7.473684210526316,11.263157894736842,28.526315789473685,26.894736842105264,0.47368421052631576,53.18421052631579,19.81578947368421,20.973684210526315
West Ham,2019,38.0,ENG,37,24,9700000.0,359000000.0,26,-0.10999999999999988,0.13157894736842105,0.13157894736842105,1.5526315789473684,0.02631578947368421,0.0,8.710526315789474,10.210526315789474,1.868421052631579,0.02631578947368421,1.4473684210526316,74.2,18.4,62.7,0.31,0.22894736842105262,37.1,59.0,61.3,5.2,0.42,5.2105263157894735,0.02631578947368421,0.0,0.0,0.2631578947368421,1.34,0.87,2.21,1.21,2.08,1.25,1.15,0.9,2.15,2.05,34.2,11.47,3.92,0.11,0.31,17.2,0.1,76.8,86.9,81.6,54.8,6294.026315789473,38.89473684210526,2381.184210526316,0.8131578947368421,-0.028947368421052635,8.552631578947368,26.44736842105263,7.0,1.4473684210526316,422.44736842105266,50.36842105263158,13.18421052631579,1.9736842105263157,4.2368421052631575,16.605263157894736,21.68421052631579,4.947368421052632,2.263157894736842,2.1578947368421053,0.10526315789473684,20.32,2.32,14.342105263157896,2.026315789473684,1.131578947368421,1.4210526315789473,0.9473684210526315,0.4473684210526316,1.5789473684210527,0.13157894736842105,0.18421052631578946,0.2631578947368421,0.13157894736842105,0.02631578947368421,58.2,41.8,48.6,593.1842105263158,61.8421052631579,166.78947368421052,291.92105263157896,140.78947368421052,20.57894736842105,593.0526315789474,17.57894736842105,306.1578947368421,1778.8684210526317,19.236842105263158,917.0,14.263157894736842,4.973684210526316,14.526315789473685,10.263157894736842,42.3,50.6,19.026315789473685,10.342105263157896,10.131578947368421,7.342105263157895,1.5526315789473684,7.7631578947368425,18.342105263157894,10.578947368421053,12.842105263157896,3.736842105263158,9.105263157894736,12.026315789473685,31.05263157894737,24.36842105263158,0.42105263157894735,55.36842105263158,16.736842105263158,16.31578947368421
Wolves,2019,38.0,ENG,40,26,7570000.0,302900000.0,21,0.0,0.10526315789473684,0.10526315789473684,1.9210526315789473,0.02631578947368421,0.0,10.763157894736842,8.552631578947368,1.9210526315789473,0.10526315789473684,1.2105263157894737,69.5,23.7,39.4,0.26,-0.06842105263157895,39.5,52.4,50.5,3.0,0.47,3.710526315789474,0.0,0.02631578947368421,0.02631578947368421,0.15789473684210525,1.21,0.92,2.13,1.11,2.03,1.37,1.29,1.04,2.41,2.33,30.4,12.45,3.79,0.09,0.29,17.7,0.11,76.5,86.5,82.9,56.2,6725.3421052631575,35.526315789473685,2435.5789473684213,0.7973684210526316,-0.11578947368421054,9.157894736842104,27.710526315789473,6.368421052631579,1.9210526315789473,431.9736842105263,46.6578947368421,9.5,1.3421052631578947,5.105263157894737,16.36842105263158,22.18421052631579,5.131578947368421,1.6578947368421053,2.289473684210526,0.07894736842105263,21.79,2.16,15.921052631578947,1.8157894736842106,1.394736842105263,1.263157894736842,1.0526315789473684,0.34210526315789475,1.5263157894736843,0.15789473684210525,0.10526315789473684,0.15789473684210525,0.21052631578947367,0.0,55.5,44.3,46.8,596.9473684210526,55.078947368421055,177.42105263157896,292.2105263157895,133.18421052631578,18.55263157894737,596.8421052631579,15.68421052631579,295.39473684210526,1678.578947368421,19.55263157894737,914.8421052631579,13.0,5.052631578947368,13.105263157894736,10.552631578947368,42.6,50.5,18.94736842105263,10.736842105263158,10.131578947368421,7.473684210526316,1.3421052631578947,7.447368421052632,17.473684210526315,10.026315789473685,13.131578947368421,3.8947368421052633,9.236842105263158,13.18421052631579,32.13157894736842,23.55263157894737,0.6052631578947368,58.921052631578945,21.13157894736842,20.736842105263158
Aston Villa,2019,46.0,ENG,43,23,3820000.0,164450000.0,31,0.42999999999999994,0.13043478260869565,0.17391304347826086,1.7391304347826086,0.06521739130434782,0.021739130434782608,11.152173913043478,14.065217391304348,1.5,0.0,1.326086956521739,68.9,26.1,54.8,0.27,-0.13478260869565217,30.4,52.7,54.6,4.3,0.76,3.9130434782608696,0.043478260869565216,0.0,0.043478260869565216,0.17391304347826086,1.76,1.28,3.04,1.63,2.91,1.6,1.46,1.16,2.76,2.63,34.7,14.09,4.89,0.12,0.33,17.4,0.11,76.9,88.3,83.4,50.3,6797.934782608696,39.73913043478261,2492.7608695652175,1.1956521739130435,0.1217391304347826,11.0,29.08695652173913,7.891304347826087,3.0217391304347827,426.1304347826087,54.19565217391305,15.217391304347826,0.45652173913043476,4.239130434782608,25.282608695652176,22.217391304347824,5.934782608695652,3.847826086956522,0.43478260869565216,0.3695652173913043,26.11,3.22,18.67391304347826,2.5869565217391304,1.8478260869565217,1.1521739130434783,1.5869565217391304,0.2608695652173913,1.9565217391304348,0.41304347826086957,0.2826086956521739,0.17391304347826086,0.34782608695652173,0.043478260869565216,60.5,39.5,53.5,590.6304347826087,60.19565217391305,177.8695652173913,265.30434782608694,152.58695652173913,20.608695652173914,590.4565217391304,14.195652173913043,276.6521739130435,1766.2608695652175,21.47826086956522,929.5434782608696,13.826086956521738,4.978260869565218,15.108695652173912,10.91304347826087,47.3,51.2,13.369565217391305,8.108695652173912,6.043478260869565,6.108695652173913,1.2173913043478262,5.195652173913044,10.978260869565217,5.782608695652174,9.434782608695652,3.108695652173913,6.326086956521739,7.630434782608695,21.0,25.32608695652174,0.5652173913043478,52.43478260869565,22.391304347826086,21.32608695652174
Norwich,2019,46.0,ENG,37,25,2330000.0,86300000.0,24,0.76,0.021739130434782608,0.15217391304347827,1.7173913043478262,0.021739130434782608,0.0,11.565217391304348,14.282608695652174,1.3043478260869565,0.021739130434782608,1.2391304347826086,72.4,28.3,46.3,0.23,-0.21086956521739128,28.1,42.1,47.2,3.8,0.57,4.173913043478261,0.0,0.0,0.0,0.2826086956521739,2.0,1.52,3.52,1.98,3.5,1.7,1.59,1.22,2.93,2.81,34.8,15.26,5.3,0.13,0.37,17.1,0.11,78.1,88.3,84.1,47.4,7315.891304347826,44.5,2719.391304347826,1.141304347826087,0.29782608695652174,11.41304347826087,31.73913043478261,8.565217391304348,1.1521739130434783,497.60869565217394,54.82608695652174,14.934782608695652,1.0,3.130434782608696,17.76086956521739,22.91304347826087,6.586956521739131,3.6956521739130435,2.217391304347826,0.13043478260869565,26.76,3.5,19.73913043478261,1.9130434782608696,1.326086956521739,1.891304347826087,1.4130434782608696,0.4782608695652174,2.6739130434782608,0.1956521739130435,0.1956521739130435,0.2391304347826087,0.10869565217391304,0.08695652173913043,54.1,45.9,57.5,667.6739130434783,61.58695652173913,219.04347826086956,296.9130434782609,158.2608695652174,25.934782608695652,667.5217391304348,17.0,363.0217391304348,2093.3260869565215,23.130434782608695,1136.4347826086957,14.326086956521738,6.565217391304348,14.108695652173912,11.543478260869565,47.1,45.1,16.52173913043478,10.5,8.391304347826088,6.086956521739131,2.0434782608695654,6.891304347826087,14.630434782608695,7.739130434782608,11.217391304347826,2.8260869565217392,8.391304347826088,9.673913043478262,26.195652173913043,21.391304347826086,0.21739130434782608,56.91304347826087,16.608695652173914,20.195652173913043
Sheffield Utd,2019,46.0,ENG,39,18,1580000.0,61750000.0,26,0.7399999999999999,0.10869565217391304,0.15217391304347827,1.6304347826086956,0.06521739130434782,0.021739130434782608,12.152173913043478,9.717391304347826,2.260869565217391,0.021739130434782608,0.8913043478260869,72.8,45.7,39.8,0.27,-0.004347826086956522,28.0,59.8,65.1,5.3,0.3,3.282608695652174,0.0,0.021739130434782608,0.043478260869565216,0.1956521739130435,1.63,1.28,2.91,1.52,2.8,1.62,1.5,1.2,2.82,2.7,32.0,12.43,3.98,0.12,0.38,16.3,0.12,73.9,86.8,79.7,46.8,6615.108695652174,45.76086956521739,2488.391304347826,1.2826086956521738,0.08260869565217391,9.782608695652174,29.304347826086957,10.26086956521739,2.4347826086956523,441.3695652173913,53.95652173913044,10.782608695652174,0.41304347826086957,4.217391304347826,22.434782608695652,26.565217391304348,6.826086956521739,3.5,0.782608695652174,1.3695652173913044,22.52,3.02,16.043478260869566,2.6739130434782608,1.065217391304348,1.3695652173913044,1.0217391304347827,0.34782608695652173,2.0434782608695654,0.34782608695652173,0.21739130434782608,0.10869565217391304,0.2608695652173913,0.043478260869565216,56.6,43.2,51.8,604.6739130434783,53.369565217391305,168.1086956521739,265.1521739130435,176.7608695652174,25.76086956521739,604.5217391304348,10.869565217391305,270.2173913043478,1382.891304347826,15.782608695652174,737.8913043478261,12.5,4.391304347826087,12.543478260869565,8.173913043478262,44.7,50.2,15.152173913043478,8.804347826086957,7.695652173913044,5.826086956521739,1.6304347826086956,6.260869565217392,14.0,7.739130434782608,9.934782608695652,3.0,6.934782608695652,10.804347826086957,25.956521739130434,25.934782608695652,0.21739130434782608,52.91304347826087,25.130434782608695,24.91304347826087
Arsenal,2020,38.0,ENG,38,24,15990000.0,607650000.0,29,0.20999999999999996,0.07894736842105263,0.07894736842105263,2.3157894736842106,0.13157894736842105,0.02631578947368421,11.078947368421053,11.5,1.9210526315789473,0.0,1.263157894736842,78.8,26.3,51.8,0.23,0.09999999999999999,25.3,24.8,35.5,4.1,1.11,5.078947368421052,0.02631578947368421,0.0,0.0,0.23684210526315788,1.47,0.92,2.39,1.39,2.32,1.24,1.17,0.83,2.06,2.0,36.2,10.61,3.84,0.13,0.36,16.4,0.11,81.5,89.6,87.6,57.6,7701.5,43.18421052631579,2485.5263157894738,0.75,0.09473684210526316,7.842105263157895,30.63157894736842,8.18421052631579,1.6578947368421053,485.86842105263156,49.31578947368421,12.81578947368421,1.763157894736842,4.026315789473684,18.394736842105264,19.894736842105264,6.078947368421052,2.526315789473684,1.868421052631579,0.07894736842105263,18.66,2.24,13.18421052631579,1.5526315789473684,1.368421052631579,1.263157894736842,0.868421052631579,0.42105263157894735,1.5,0.13157894736842105,0.10526315789473684,0.23684210526315788,0.10526315789473684,0.15789473684210525,59.0,41.0,53.8,642.7368421052631,72.02631578947368,220.21052631578948,280.2105263157895,148.10526315789474,21.605263157894736,642.6578947368421,18.342105263157894,379.2105263157895,2238.657894736842,21.44736842105263,1229.157894736842,14.052631578947368,5.5,14.394736842105264,9.736842105263158,40.7,46.0,15.368421052631579,8.842105263157896,7.7894736842105265,5.7105263157894735,1.868421052631579,6.552631578947368,16.105263157894736,9.552631578947368,10.473684210526315,3.710526315789474,6.7631578947368425,9.236842105263158,24.605263157894736,19.842105263157894,0.47368421052631576,48.973684210526315,13.18421052631579,15.5
Aston Villa,2020,38.0,ENG,38,22,6100000.0,231700000.0,28,-0.71,0.02631578947368421,0.07894736842105263,1.8421052631578947,0.02631578947368421,0.02631578947368421,11.868421052631579,13.81578947368421,1.631578947368421,0.02631578947368421,1.763157894736842,65.9,18.4,51.6,0.25,-0.37894736842105264,36.1,50.1,49.4,3.7,0.74,4.7894736842105265,0.02631578947368421,0.0,0.02631578947368421,0.23684210526315788,1.05,0.84,1.89,1.03,1.87,1.16,1.1,0.9,2.06,2.0,32.5,11.92,3.87,0.09,0.27,17.5,0.09,74.3,86.1,81.8,49.3,5723.105263157895,32.81578947368421,2215.8947368421054,0.7289473684210526,-0.05789473684210527,9.710526315789474,23.894736842105264,7.105263157894737,2.5,358.0,52.78947368421053,14.789473684210526,0.4473684210526316,4.026315789473684,21.0,20.973684210526315,5.2631578947368425,2.8684210526315788,0.8947368421052632,0.21052631578947367,21.79,1.89,15.763157894736842,2.3157894736842106,1.105263157894737,0.9473684210526315,1.4736842105263157,0.18421052631578946,1.263157894736842,0.21052631578947367,0.13157894736842105,0.10526315789473684,0.18421052631578946,0.0,61.9,38.1,44.1,525.7105263157895,69.94736842105263,185.21052631578948,215.8684210526316,130.76315789473685,18.289473684210527,525.6315789473684,14.973684210526315,271.5,1615.078947368421,16.81578947368421,830.4473684210526,12.526315789473685,3.6578947368421053,14.368421052631579,8.236842105263158,37.4,48.7,13.763157894736842,7.657894736842105,7.5,4.578947368421052,1.6842105263157894,5.868421052631579,15.710526315789474,9.842105263157896,12.0,4.842105263157895,7.157894736842105,11.131578947368421,24.894736842105264,24.42105263157895,0.6842105263157895,50.0,18.55263157894737,19.526315789473685
Brighton,2020,38.0,ENG,45,29,4460000.0,200780000.0,25,-0.4999999999999999,0.02631578947368421,0.05263157894736842,1.5526315789473684,0.05263157894736842,0.02631578947368421,10.157894736842104,8.552631578947368,1.868421052631579,0.05263157894736842,1.4210526315789473,69.0,23.7,50.2,0.29,-0.04736842105263158,50.2,25.3,33.4,3.8,0.68,4.421052631578948,0.0,0.0,0.0,0.18421052631578946,0.92,0.63,1.55,0.89,1.53,1.2,1.15,0.83,2.03,1.99,30.2,12.11,3.66,0.07,0.24,17.6,0.1,79.2,86.6,86.4,56.6,7649.131578947368,44.078947368421055,2696.9210526315787,0.718421052631579,-0.19999999999999998,9.026315789473685,29.57894736842105,7.7368421052631575,1.631578947368421,478.7894736842105,47.13157894736842,10.368421052631579,0.8947368421052632,5.2631578947368425,18.13157894736842,22.44736842105263,4.684210526315789,2.0526315789473686,2.0526315789473686,0.0,21.16,1.71,15.763157894736842,1.9210526315789473,1.0263157894736843,1.263157894736842,1.0526315789473684,0.13157894736842105,1.1578947368421053,0.23684210526315788,0.13157894736842105,0.05263157894736842,0.13157894736842105,0.0,57.4,42.6,52.2,641.7631578947369,71.60526315789474,215.10526315789474,282.2105263157895,149.81578947368422,20.263157894736842,641.7105263157895,15.368421052631579,344.05263157894734,1946.0526315789473,17.605263157894736,997.3157894736842,13.210526315789474,4.342105263157895,16.473684210526315,10.5,38.2,54.5,16.86842105263158,9.973684210526315,7.7631578947368425,7.078947368421052,2.026315789473684,6.447368421052632,16.894736842105264,10.447368421052632,11.5,3.6052631578947367,7.894736842105263,11.026315789473685,27.894736842105264,19.736842105263158,0.39473684210526316,54.3421052631579,18.157894736842106,15.18421052631579
Burnley,2020,38.0,ENG,35,12,4680000.0,163880000.0,22,-0.24,0.07894736842105263,0.07894736842105263,1.763157894736842,0.0,0.0,10.842105263157896,9.710526315789474,2.3421052631578947,0.02631578947368421,1.3157894736842106,72.5,39.5,45.7,0.25,-0.08684210526315789,30.2,67.6,63.7,8.3,1.26,4.394736842105263,0.02631578947368421,0.0,0.0,0.18421052631578946,1.08,0.79,1.87,1.0,1.79,1.25,1.19,0.85,2.1,2.04,32.3,10.11,3.26,0.1,0.31,16.4,0.12,68.4,84.0,75.9,40.2,4784.131578947368,23.42105263157895,2002.1842105263158,0.75,-0.06315789473684211,7.368421052631579,20.710526315789473,5.7105263157894735,2.6052631578947367,335.9736842105263,48.36842105263158,10.736842105263158,0.7631578947368421,2.6052631578947367,19.55263157894737,22.842105263157894,4.473684210526316,4.157894736842105,0.02631578947368421,0.0,17.55,1.87,12.078947368421053,2.1842105263157894,0.7105263157894737,1.1578947368421053,1.1842105263157894,0.23684210526315788,1.236842105263158,0.2631578947368421,0.10526315789473684,0.15789473684210525,0.07894736842105263,0.02631578947368421,54.2,45.8,41.9,495.44736842105266,58.526315789473685,147.26315789473685,236.6578947368421,116.05263157894737,16.236842105263158,495.3421052631579,11.947368421052632,232.31578947368422,1224.8684210526317,11.5,569.8157894736842,9.263157894736842,1.868421052631579,13.394736842105264,7.657894736842105,41.0,50.5,14.394736842105264,9.052631578947368,6.2631578947368425,6.342105263157895,1.7894736842105263,6.315789473684211,15.394736842105264,9.078947368421053,11.842105263157896,4.605263157894737,7.2368421052631575,10.18421052631579,24.57894736842105,23.710526315789473,0.39473684210526316,48.94736842105263,24.657894736842106,24.13157894736842
