time,home_team,home_score,away_team,away_score,season_start_year,season_end_year,correct_year
2019-06-12 04:00:00,Sevilla,2,Betis,0,2019,2020,2019
2019-06-13 01:30:00,Granada CF,2,Getafe,1,2019,2020,2019
2019-06-13 04:00:00,Valencia,1,Levante,1,2019,2020,2019
2019-06-13 20:00:00,Espanyol,2,Alaves,0,2019,2020,2019
2019-06-13 23:00:00,Celta Vigo,0,Villarreal,1,2019,2020,2019
2019-06-14 01:30:00,Leganes,1,Valladolid,2,2019,2020,2019
2019-06-14 04:00:00,Mallorca,0,Barcelona,4,2019,2020,2019
2019-06-14 20:00:00,Ath Bilbao,1,Atl. Madrid,1,2019,2020,2019
2019-06-15 01:30:00,Real Madrid,3,Eibar,1,2019,2020,2019
2019-06-15 04:00:00,Real Sociedad,1,Osasuna,1,2019,2020,2019
2019-06-16 01:30:00,Levante,1,Sevilla,1,2019,2020,2019
2019-06-16 04:00:00,Betis,2,Granada CF,2,2019,2020,2019
2019-06-17 01:30:00,Villarreal,1,Mallorca,0,2019,2020,2019
2019-06-17 01:30:00,Getafe,0,Espanyol,0,2019,2020,2019
2019-06-17 04:00:00,Barcelona,2,Leganes,0,2019,2020,2019
2019-06-18 01:30:00,Eibar,2,Ath Bilbao,2,2019,2020,2019
2019-06-18 01:30:00,Valladolid,0,Celta Vigo,0,2019,2020,2019
2019-06-18 04:00:00,Osasuna,0,Atl. Madrid,5,2019,2020,2019
2019-06-19 01:30:00,Alaves,2,Real Sociedad,0,2019,2020,2019
2019-06-19 04:00:00,Real Madrid,3,Valencia,0,2019,2020,2019
2019-06-20 01:30:00,Mallorca,1,Leganes,1,2019,2020,2019
2019-06-20 01:30:00,Granada CF,0,Villarreal,1,2019,2020,2019
2019-06-20 04:00:00,Sevilla,0,Barcelona,0,2019,2020,2019
2019-06-20 20:00:00,Espanyol,1,Levante,3,2019,2020,2019
2019-06-20 23:00:00,Ath Bilbao,1,Betis,0,2019,2020,2019
2019-06-21 01:30:00,Getafe,1,Eibar,1,2019,2020,2019
2019-06-21 04:00:00,Atl. Madrid,1,Valladolid,0,2019,2020,2019
2019-06-21 20:00:00,Celta Vigo,6,Alaves,0,2019,2020,2019
2019-06-22 01:30:00,Valencia,2,Osasuna,0,2019,2020,2019
2019-06-22 04:00:00,Real Sociedad,1,Real Madrid,2,2019,2020,2019
2019-06-23 01:30:00,Villarreal,2,Sevilla,2,2019,2020,2019
2019-06-23 04:00:00,Leganes,0,Granada CF,0,2019,2020,2019
2019-06-24 01:30:00,Valladolid,1,Getafe,1,2019,2020,2019
2019-06-24 01:30:00,Levante,0,Atl. Madrid,1,2019,2020,2019
2019-06-24 04:00:00,Barcelona,1,Ath Bilbao,0,2019,2020,2019
2019-06-25 01:30:00,Real Sociedad,0,Celta Vigo,1,2019,2020,2019
2019-06-25 01:30:00,Alaves,0,Osasuna,1,2019,2020,2019
2019-06-25 04:00:00,Real Madrid,2,Mallorca,0,2019,2020,2019
2019-06-26 01:30:00,Eibar,1,Valencia,0,2019,2020,2019
2019-06-26 04:00:00,Betis,1,Espanyol,0,2019,2020,2019
2019-06-27 04:00:00,Sevilla,1,Valladolid,1,2019,2020,2019
2019-06-27 20:00:00,Ath Bilbao,3,Mallorca,1,2019,2020,2019
2019-06-27 23:00:00,Celta Vigo,2,Barcelona,2,2019,2020,2019
2019-06-28 01:30:00,Osasuna,2,Leganes,1,2019,2020,2019
2019-06-28 04:00:00,Atl. Madrid,2,Alaves,1,2019,2020,2019
2019-06-28 20:00:00,Levante,4,Betis,2,2019,2020,2019
2019-06-28 23:00:00,Villarreal,2,Valencia,0,2019,2020,2019
2019-06-29 01:30:00,Granada CF,1,Eibar,2,2019,2020,2019
2019-06-29 04:00:00,Espanyol,0,Real Madrid,1,2019,2020,2019
2019-06-30 04:00:00,Getafe,2,Real Sociedad,1,2019,2020,2019
2019-07-01 01:30:00,Mallorca,5,Celta Vigo,1,2019,2020,2019
2019-07-01 03:00:00,Leganes,0,Sevilla,3,2019,2020,2019
2019-07-01 04:00:00,Barcelona,2,Atl. Madrid,2,2019,2020,2019
2019-07-02 01:30:00,Valencia,0,Ath Bilbao,2,2019,2020,2019
2019-07-02 01:30:00,Alaves,0,Granada CF,2,2019,2020,2019
2019-07-02 04:00:00,Valladolid,0,Levante,0,2019,2020,2019
2019-07-02 04:00:00,Betis,0,Villarreal,2,2019,2020,2019
2019-07-03 01:30:00,Real Sociedad,2,Espanyol,1,2019,2020,2019
2019-07-03 01:30:00,Eibar,0,Osasuna,2,2019,2020,2019
2019-07-03 04:00:00,Real Madrid,1,Getafe,0,2019,2020,2019
2019-07-04 04:00:00,Atl. Madrid,3,Mallorca,0,2019,2020,2019
2019-07-04 23:00:00,Celta Vigo,1,Betis,1,2019,2020,2019
2019-07-05 01:30:00,Valladolid,1,Alaves,0,2019,2020,2019
2019-07-05 04:00:00,Granada CF,2,Valencia,2,2019,2020,2019
2019-07-05 20:00:00,Ath Bilbao,0,Real Madrid,1,2019,2020,2019
2019-07-05 23:00:00,Espanyol,0,Leganes,1,2019,2020,2019
2019-07-06 01:30:00,Osasuna,0,Getafe,0,2019,2020,2019
2019-07-06 04:00:00,Villarreal,1,Barcelona,4,2019,2020,2019
2019-07-07 01:30:00,Levante,1,Real Sociedad,1,2019,2020,2019
2019-07-07 04:00:00,Sevilla,1,Eibar,0,2019,2020,2019
2019-07-08 01:30:00,Valencia,2,Valladolid,1,2019,2020,2019
2019-07-08 04:00:00,Celta Vigo,1,Atl. Madrid,1,2019,2020,2019
2019-07-09 02:30:00,Getafe,1,Villarreal,3,2019,2020,2019
2019-07-09 02:30:00,Betis,3,Osasuna,0,2019,2020,2019
2019-07-09 04:00:00,Barcelona,1,Espanyol,0,2019,2020,2019
2019-07-10 01:30:00,Mallorca,2,Levante,0,2019,2020,2019
2019-07-10 01:30:00,Eibar,0,Leganes,0,2019,2020,2019
2019-07-10 04:00:00,Ath Bilbao,1,Sevilla,2,2019,2020,2019
2019-07-11 01:30:00,Real Sociedad,2,Granada CF,3,2019,2020,2019
2019-07-11 04:00:00,Real Madrid,2,Alaves,0,2019,2020,2019
2019-07-11 23:00:00,Osasuna,2,Celta Vigo,1,2019,2020,2019
2019-07-12 01:30:00,Valladolid,0,Barcelona,1,2019,2020,2019
2019-07-12 04:00:00,Atl. Madrid,1,Betis,0,2019,2020,2019
2019-07-12 20:00:00,Espanyol,0,Eibar,2,2019,2020,2019
2019-07-12 23:00:00,Levante,1,Ath Bilbao,2,2019,2020,2019
2019-07-13 01:30:00,Leganes,1,Valencia,0,2019,2020,2019
2019-07-13 04:00:00,Sevilla,2,Mallorca,0,2019,2020,2019
2019-07-14 01:30:00,Villarreal,1,Real Sociedad,2,2019,2020,2019
2019-07-14 01:30:00,Alaves,0,Getafe,0,2019,2020,2019
2019-07-14 04:00:00,Granada CF,1,Real Madrid,2,2019,2020,2019
2019-07-17 00:30:00,Eibar,3,Valladolid,1,2019,2020,2019
2019-07-17 03:00:00,Ath Bilbao,0,Leganes,2,2019,2020,2019
2019-07-17 03:00:00,Barcelona,1,Osasuna,2,2019,2020,2019
2019-07-17 03:00:00,Celta Vigo,2,Levante,3,2019,2020,2019
2019-07-17 03:00:00,Betis,1,Alaves,2,2019,2020,2019
2019-07-17 03:00:00,Mallorca,1,Granada CF,2,2019,2020,2019
2019-07-17 03:00:00,Real Madrid,2,Villarreal,1,2019,2020,2019
2019-07-17 03:00:00,Real Sociedad,0,Sevilla,0,2019,2020,2019
2019-07-17 03:00:00,Valencia,1,Espanyol,0,2019,2020,2019
2019-07-17 03:00:00,Getafe,0,Atl. Madrid,2,2019,2020,2019
2019-07-19 23:00:00,Alaves,0,Barcelona,5,2019,2020,2019
2019-07-20 00:30:00,Villarreal,4,Eibar,0,2019,2020,2019
2019-07-20 00:30:00,Valladolid,2,Betis,0,2019,2020,2019
2019-07-20 03:00:00,Sevilla,1,Valencia,0,2019,2020,2019
2019-07-20 03:00:00,Osasuna,2,Mallorca,2,2019,2020,2019
2019-07-20 03:00:00,Levante,1,Getafe,0,2019,2020,2019
2019-07-20 03:00:00,Leganes,2,Real Madrid,2,2019,2020,2019
2019-07-20 03:00:00,Granada CF,4,Ath Bilbao,0,2019,2020,2019
2019-07-20 03:00:00,Espanyol,0,Celta Vigo,0,2019,2020,2019
2019-07-20 03:00:00,Atl. Madrid,1,Real Sociedad,1,2019,2020,2019
2019-08-17 03:00:00,Ath Bilbao,1,Barcelona,0,2019,2020,2019
2019-08-17 23:00:00,Celta Vigo,1,Real Madrid,3,2019,2020,2019
2019-08-18 01:00:00,Valencia,1,Real Sociedad,1,2019,2020,2019
2019-08-18 02:00:00,Mallorca,2,Eibar,1,2019,2020,2019
2019-08-18 03:00:00,Villarreal,4,Granada CF,4,2019,2020,2019
2019-08-18 03:00:00,Leganes,0,Osasuna,1,2019,2020,2019
2019-08-18 23:00:00,Alaves,1,Levante,0,2019,2020,2019
2019-08-19 01:00:00,Espanyol,0,Sevilla,2,2019,2020,2019
2019-08-19 03:00:00,Betis,1,Valladolid,2,2019,2020,2019
2019-08-19 04:00:00,Atl. Madrid,1,Getafe,0,2019,2020,2019
2019-08-24 02:00:00,Granada CF,0,Sevilla,1,2019,2020,2019
2019-08-24 04:00:00,Levante,2,Villarreal,1,2019,2020,2019
2019-08-24 23:00:00,Osasuna,0,Eibar,0,2019,2020,2019
2019-08-25 01:00:00,Real Madrid,1,Valladolid,1,2019,2020,2019
2019-08-25 03:00:00,Getafe,1,Ath Bilbao,1,2019,2020,2019
2019-08-25 03:00:00,Celta Vigo,1,Valencia,0,2019,2020,2019
2019-08-25 23:00:00,Mallorca,0,Real Sociedad,1,2019,2020,2019
2019-08-25 23:00:00,Alaves,0,Espanyol,0,2019,2020,2019
2019-08-26 01:00:00,Leganes,0,Atl. Madrid,1,2019,2020,2019
2019-08-26 03:00:00,Barcelona,5,Betis,2,2019,2020,2019
2019-08-31 02:00:00,Sevilla,1,Celta Vigo,1,2019,2020,2019
2019-08-31 04:00:00,Ath Bilbao,2,Real Sociedad,0,2019,2020,2019
2019-08-31 23:00:00,Osasuna,2,Barcelona,2,2019,2020,2019
2019-09-01 01:00:00,Levante,2,Valladolid,0,2019,2020,2019
2019-09-01 01:00:00,Getafe,1,Alaves,1,2019,2020,2019
2019-09-01 03:00:00,Betis,2,Leganes,1,2019,2020,2019
2019-09-01 23:00:00,Valencia,2,Mallorca,0,2019,2020,2019
2019-09-02 01:00:00,Espanyol,0,Granada CF,3,2019,2020,2019
2019-09-02 01:00:00,Atl. Madrid,3,Eibar,2,2019,2020,2019
2019-09-02 03:00:00,Villarreal,2,Real Madrid,2,2019,2020,2019
2019-09-14 03:00:00,Mallorca,0,Ath Bilbao,0,2019,2020,2019
2019-09-14 19:00:00,Real Madrid,3,Levante,2,2019,2020,2019
2019-09-14 22:00:00,Leganes,0,Villarreal,3,2019,2020,2019
2019-09-15 00:30:00,Real Sociedad,2,Atl. Madrid,0,2019,2020,2019
2019-09-15 03:00:00,Barcelona,5,Valencia,2,2019,2020,2019
2019-09-15 18:00:00,Eibar,1,Espanyol,2,2019,2020,2019
2019-09-15 20:00:00,Alaves,0,Sevilla,1,2019,2020,2019
2019-09-15 22:00:00,Celta Vigo,0,Granada CF,2,2019,2020,2019
2019-09-16 00:30:00,Valladolid,1,Osasuna,1,2019,2020,2019
2019-09-16 03:00:00,Betis,1,Getafe,1,2019,2020,2019
2019-09-21 03:00:00,Osasuna,0,Betis,0,2019,2020,2019
2019-09-21 19:00:00,Villarreal,2,Valladolid,0,2019,2020,2019
2019-09-21 22:00:00,Levante,0,Eibar,0,2019,2020,2019
2019-09-22 00:30:00,Atl. Madrid,0,Celta Vigo,0,2019,2020,2019
2019-09-22 03:00:00,Granada CF,2,Barcelona,0,2019,2020,2019
2019-09-22 18:00:00,Getafe,4,Mallorca,2,2019,2020,2019
2019-09-22 20:00:00,Espanyol,1,Real Sociedad,3,2019,2020,2019
2019-09-22 22:00:00,Valencia,1,Leganes,1,2019,2020,2019
2019-09-23 00:30:00,Ath Bilbao,2,Alaves,0,2019,2020,2019
2019-09-23 03:00:00,Sevilla,0,Real Madrid,1,2019,2020,2019
2019-09-25 01:00:00,Valladolid,1,Granada CF,1,2019,2020,2019
2019-09-25 02:00:00,Betis,3,Levante,1,2019,2020,2019
2019-09-25 03:00:00,Barcelona,2,Villarreal,1,2019,2020,2019
2019-09-26 01:00:00,Leganes,1,Ath Bilbao,1,2019,2020,2019
2019-09-26 01:00:00,Mallorca,0,Atl. Madrid,2,2019,2020,2019
2019-09-26 02:00:00,Valencia,3,Getafe,3,2019,2020,2019
2019-09-26 03:00:00,Real Madrid,2,Osasuna,0,2019,2020,2019
2019-09-27 01:00:00,Eibar,3,Sevilla,2,2019,2020,2019
2019-09-27 02:00:00,Celta Vigo,1,Espanyol,1,2019,2020,2019
2019-09-27 03:00:00,Real Sociedad,3,Alaves,0,2019,2020,2019
2019-09-28 03:00:00,Villarreal,5,Betis,1,2019,2020,2019
2019-09-28 19:00:00,Ath Bilbao,0,Valencia,1,2019,2020,2019
2019-09-28 22:00:00,Getafe,0,Barcelona,2,2019,2020,2019
2019-09-29 00:30:00,Granada CF,1,Leganes,0,2019,2020,2019
2019-09-29 03:00:00,Atl. Madrid,0,Real Madrid,0,2019,2020,2019
2019-09-29 18:00:00,Espanyol,0,Valladolid,2,2019,2020,2019
2019-09-29 20:00:00,Eibar,2,Celta Vigo,0,2019,2020,2019
2019-09-29 22:00:00,Alaves,2,Mallorca,0,2019,2020,2019
2019-09-30 00:30:00,Levante,1,Osasuna,1,2019,2020,2019
2019-09-30 03:00:00,Sevilla,3,Real Sociedad,2,2019,2020,2019
2019-10-05 03:00:00,Betis,1,Eibar,1,2019,2020,2019
2019-10-05 19:00:00,Leganes,1,Levante,2,2019,2020,2019
2019-10-05 22:00:00,Real Madrid,4,Granada CF,2,2019,2020,2019
2019-10-06 00:30:00,Valencia,2,Alaves,1,2019,2020,2019
2019-10-06 03:00:00,Osasuna,2,Villarreal,1,2019,2020,2019
2019-10-06 18:00:00,Mallorca,2,Espanyol,0,2019,2020,2019
2019-10-06 20:00:00,Celta Vigo,1,Ath Bilbao,0,2019,2020,2019
2019-10-06 22:00:00,Valladolid,0,Atl. Madrid,0,2019,2020,2019
2019-10-07 00:30:00,Real Sociedad,1,Getafe,2,2019,2020,2019
2019-10-07 03:00:00,Barcelona,4,Sevilla,0,2019,2020,2019
2019-10-19 03:00:00,Granada CF,1,Osasuna,0,2019,2020,2019
2019-10-19 19:00:00,Eibar,0,Barcelona,3,2019,2020,2019
2019-10-19 22:00:00,Atl. Madrid,1,Valencia,1,2019,2020,2019
2019-10-20 00:30:00,Getafe,2,Leganes,0,2019,2020,2019
2019-10-20 03:00:00,Mallorca,1,Real Madrid,0,2019,2020,2019
2019-10-20 18:00:00,Alaves,2,Celta Vigo,0,2019,2020,2019
2019-10-20 20:00:00,Real Sociedad,3,Betis,1,2019,2020,2019
2019-10-20 22:00:00,Espanyol,0,Villarreal,1,2019,2020,2019
2019-10-21 00:30:00,Ath Bilbao,1,Valladolid,1,2019,2020,2019
2019-10-21 03:00:00,Sevilla,1,Levante,0,2019,2020,2019
2019-10-26 03:00:00,Villarreal,4,Alaves,1,2019,2020,2019
2019-10-26 22:00:00,Leganes,1,Mallorca,0,2019,2020,2019
2019-10-27 00:30:00,Valladolid,2,Eibar,0,2019,2020,2019
2019-10-27 03:00:00,Atl. Madrid,2,Ath Bilbao,0,2019,2020,2019
2019-10-27 19:00:00,Celta Vigo,0,Real Sociedad,1,2019,2020,2019
2019-10-27 21:00:00,Granada CF,1,Betis,0,2019,2020,2019
2019-10-27 23:00:00,Levante,0,Espanyol,1,2019,2020,2019
2019-10-28 01:30:00,Sevilla,2,Getafe,0,2019,2020,2019
2019-10-28 04:00:00,Osasuna,3,Valencia,1,2019,2020,2019
2019-10-30 02:00:00,Alaves,1,Atl. Madrid,1,2019,2020,2019
2019-10-30 04:15:00,Barcelona,5,Valladolid,1,2019,2020,2019
2019-10-31 02:00:00,Valencia,1,Sevilla,1,2019,2020,2019
2019-10-31 02:00:00,Real Sociedad,1,Levante,2,2019,2020,2019
2019-10-31 03:00:00,Ath Bilbao,3,Espanyol,0,2019,2020,2019
2019-10-31 04:00:00,Betis,2,Celta Vigo,1,2019,2020,2019
2019-10-31 04:15:00,Real Madrid,5,Leganes,0,2019,2020,2019
2019-11-01 02:00:00,Eibar,2,Villarreal,1,2019,2020,2019
2019-11-01 02:00:00,Mallorca,2,Osasuna,2,2019,2020,2019
2019-11-01 04:15:00,Getafe,3,Granada CF,1,2019,2020,2019
2019-11-02 20:00:00,Espanyol,1,Valencia,2,2019,2020,2019
2019-11-02 23:00:00,Levante,3,Barcelona,1,2019,2020,2019
2019-11-03 01:30:00,Sevilla,1,Atl. Madrid,1,2019,2020,2019
2019-11-03 04:00:00,Real Madrid,0,Betis,0,2019,2020,2019
2019-11-03 19:00:00,Valladolid,3,Mallorca,0,2019,2020,2019
2019-11-03 21:00:00,Villarreal,0,Ath Bilbao,0,2019,2020,2019
2019-11-03 23:00:00,Osasuna,4,Alaves,2,2019,2020,2019
2019-11-04 01:30:00,Leganes,1,Eibar,2,2019,2020,2019
2019-11-04 01:30:00,Celta Vigo,0,Getafe,1,2019,2020,2019
2019-11-04 04:00:00,Granada CF,1,Real Sociedad,2,2019,2020,2019
