time,home_team,home_score,away_team,away_score,season_start_year,season_end_year,correct_year
2023-08-12 03:00:00,Burnley,0,Manchester City,3,2023,2024,2023
2023-08-12 19:30:00,Arsenal,2,Nottingham,1,2023,2024,2023
2023-08-12 22:00:00,Everton,0,Fulham,1,2023,2024,2023
2023-08-12 22:00:00,Bournemouth,1,West Ham,1,2023,2024,2023
2023-08-12 22:00:00,Sheffield Utd,0,Crystal Palace,1,2023,2024,2023
2023-08-12 22:00:00,Brighton,4,Luton,1,2023,2024,2023
2023-08-13 00:30:00,Newcastle,5,Aston Villa,1,2023,2024,2023
2023-08-13 21:00:00,Brentford,2,Tottenham,2,2023,2024,2023
2023-08-13 23:30:00,Chelsea,1,Liverpool,1,2023,2024,2023
2023-08-15 03:00:00,Manchester Utd,1,Wolves,0,2023,2024,2023
2023-08-19 02:45:00,Nottingham,2,Sheffield Utd,1,2023,2024,2023
2023-08-19 22:00:00,Wolves,1,Brighton,4,2023,2024,2023
2023-08-19 22:00:00,Liverpool,3,Bournemouth,1,2023,2024,2023
2023-08-19 22:00:00,Fulham,0,Brentford,3,2023,2024,2023
2023-08-20 00:30:00,Tottenham,2,Manchester Utd,0,2023,2024,2023
2023-08-20 03:00:00,Manchester City,1,Newcastle,0,2023,2024,2023
2023-08-20 21:00:00,Aston Villa,4,Everton,0,2023,2024,2023
2023-08-20 23:30:00,West Ham,3,Chelsea,1,2023,2024,2023
2023-08-22 03:00:00,Crystal Palace,0,Arsenal,1,2023,2024,2023
2023-08-26 03:00:00,Chelsea,3,Luton,0,2023,2024,2023
2023-08-26 19:30:00,Bournemouth,0,Tottenham,2,2023,2024,2023
2023-08-26 22:00:00,Arsenal,2,Fulham,2,2023,2024,2023
2023-08-26 22:00:00,Everton,0,Wolves,1,2023,2024,2023
2023-08-26 22:00:00,Brentford,1,Crystal Palace,1,2023,2024,2023
2023-08-26 22:00:00,Manchester Utd,3,Nottingham,2,2023,2024,2023
2023-08-27 00:30:00,Brighton,1,West Ham,3,2023,2024,2023
2023-08-27 21:00:00,Sheffield Utd,1,Manchester City,2,2023,2024,2023
2023-08-27 21:00:00,Burnley,1,Aston Villa,3,2023,2024,2023
2023-08-27 23:30:00,Newcastle,1,Liverpool,2,2023,2024,2023
2023-09-02 03:00:00,Luton,1,West Ham,2,2023,2024,2023
2023-09-02 19:30:00,Sheffield Utd,2,Everton,2,2023,2024,2023
2023-09-02 22:00:00,Manchester City,5,Fulham,1,2023,2024,2023
2023-09-02 22:00:00,Chelsea,0,Nottingham,1,2023,2024,2023
2023-09-02 22:00:00,Burnley,2,Tottenham,5,2023,2024,2023
2023-09-02 22:00:00,Brentford,2,Bournemouth,2,2023,2024,2023
2023-09-03 00:30:00,Brighton,3,Newcastle,1,2023,2024,2023
2023-09-03 21:00:00,Crystal Palace,3,Wolves,2,2023,2024,2023
2023-09-03 21:00:00,Liverpool,3,Aston Villa,0,2023,2024,2023
2023-09-03 23:30:00,Arsenal,3,Manchester Utd,1,2023,2024,2023
2023-09-16 19:30:00,Wolves,1,Liverpool,3,2023,2024,2023
2023-09-16 22:00:00,Tottenham,2,Sheffield Utd,1,2023,2024,2023
2023-09-16 22:00:00,Manchester Utd,1,Brighton,3,2023,2024,2023
2023-09-16 22:00:00,Fulham,1,Luton,0,2023,2024,2023
2023-09-16 22:00:00,Aston Villa,3,Crystal Palace,1,2023,2024,2023
2023-09-16 22:00:00,West Ham,1,Manchester City,3,2023,2024,2023
2023-09-17 00:30:00,Newcastle,1,Brentford,0,2023,2024,2023
2023-09-17 21:00:00,Bournemouth,0,Chelsea,0,2023,2024,2023
