time,home_team,home_score,away_team,away_score,season_start_year,season_end_year,year,weekday,month,day,hour,minute
2019-06-12 04:00:00,Sevilla,2,Betis,0,2019,2020,2019,2,6,12,4,0
2019-06-13 01:30:00,Granada CF,2,Getafe,1,2019,2020,2019,3,6,13,1,30
2019-06-13 04:00:00,Valencia,1,Levante,1,2019,2020,2019,3,6,13,4,0
2019-06-13 20:00:00,Espanyol,2,Alaves,0,2019,2020,2019,3,6,13,20,0
2019-06-13 23:00:00,Celta Vigo,0,Villarreal,1,2019,2020,2019,3,6,13,23,0
2019-06-14 01:30:00,Leganes,1,Valladolid,2,2019,2020,2019,4,6,14,1,30
2019-06-14 04:00:00,Mallorca,0,Barcelona,4,2019,2020,2019,4,6,14,4,0
2019-06-14 20:00:00,Ath Bilbao,1,Atl. Madrid,1,2019,2020,2019,4,6,14,20,0
2019-06-15 01:30:00,Real Madrid,3,Eibar,1,2019,2020,2019,5,6,15,1,30
2019-06-15 04:00:00,Real Sociedad,1,Osasuna,1,2019,2020,2019,5,6,15,4,0
2019-06-16 01:30:00,Levante,1,Sevilla,1,2019,2020,2019,6,6,16,1,30
2019-06-16 04:00:00,Betis,2,Granada CF,2,2019,2020,2019,6,6,16,4,0
2019-06-17 01:30:00,Villarreal,1,Mallorca,0,2019,2020,2019,0,6,17,1,30
2019-06-17 01:30:00,Getafe,0,Espanyol,0,2019,2020,2019,0,6,17,1,30
2019-06-17 04:00:00,Barcelona,2,Leganes,0,2019,2020,2019,0,6,17,4,0
2019-06-18 01:30:00,Eibar,2,Ath Bilbao,2,2019,2020,2019,1,6,18,1,30
2019-06-18 01:30:00,Valladolid,0,Celta Vigo,0,2019,2020,2019,1,6,18,1,30
2019-06-18 04:00:00,Osasuna,0,Atl. Madrid,5,2019,2020,2019,1,6,18,4,0
2019-06-19 01:30:00,Alaves,2,Real Sociedad,0,2019,2020,2019,2,6,19,1,30
2019-06-19 04:00:00,Real Madrid,3,Valencia,0,2019,2020,2019,2,6,19,4,0
2019-06-20 01:30:00,Mallorca,1,Leganes,1,2019,2020,2019,3,6,20,1,30
2019-06-20 01:30:00,Granada CF,0,Villarreal,1,2019,2020,2019,3,6,20,1,30
2019-06-20 04:00:00,Sevilla,0,Barcelona,0,2019,2020,2019,3,6,20,4,0
2019-06-20 20:00:00,Espanyol,1,Levante,3,2019,2020,2019,3,6,20,20,0
2019-06-20 23:00:00,Ath Bilbao,1,Betis,0,2019,2020,2019,3,6,20,23,0
2019-06-21 01:30:00,Getafe,1,Eibar,1,2019,2020,2019,4,6,21,1,30
2019-06-21 04:00:00,Atl. Madrid,1,Valladolid,0,2019,2020,2019,4,6,21,4,0
2019-06-21 20:00:00,Celta Vigo,6,Alaves,0,2019,2020,2019,4,6,21,20,0
2019-06-22 01:30:00,Valencia,2,Osasuna,0,2019,2020,2019,5,6,22,1,30
2019-06-22 04:00:00,Real Sociedad,1,Real Madrid,2,2019,2020,2019,5,6,22,4,0
2019-06-23 01:30:00,Villarreal,2,Sevilla,2,2019,2020,2019,6,6,23,1,30
2019-06-23 04:00:00,Leganes,0,Granada CF,0,2019,2020,2019,6,6,23,4,0
2019-06-24 01:30:00,Valladolid,1,Getafe,1,2019,2020,2019,0,6,24,1,30
