time,home_team,home_score,away_team,away_score,season_start_year,season_end_year,year,weekday,month,day,hour,minute
2019-06-21 01:30:00,Torino,1,Parma,1,2019,2020,2019,4,6,21,1,30
2019-06-21 03:45:00,Verona,2,Cagliari,1,2019,2020,2019,4,6,21,3,45
2019-06-22 01:30:00,Atalanta,4,Sassuolo,1,2019,2020,2019,5,6,22,1,30
2019-06-22 03:45:00,Inter,2,Sampdoria,1,2019,2020,2019,5,6,22,3,45
2019-06-23 01:30:00,Lecce,1,AC Milan,4,2019,2020,2019,6,6,23,1,30
2019-06-23 01:30:00,Fiorentina,1,Brescia,1,2019,2020,2019,6,6,23,1,30
2019-06-23 03:45:00,Bologna,0,Juventus,2,2019,2020,2019,6,6,23,3,45
2019-06-24 01:30:00,Verona,0,Napoli,2,2019,2020,2019,0,6,24,1,30
2019-06-24 01:30:00,Spal,0,Cagliari,1,2019,2020,2019,0,6,24,1,30
2019-06-24 03:45:00,Torino,1,Udinese,0,2019,2020,2019,0,6,24,3,45
2019-06-24 03:45:00,Genoa,1,Parma,4,2019,2020,2019,0,6,24,3,45
2019-06-25 01:30:00,Inter,3,Sassuolo,3,2019,2020,2019,1,6,25,1,30
2019-06-25 03:45:00,Atalanta,3,Lazio,2,2019,2020,2019,1,6,25,3,45
2019-06-25 03:45:00,AS Roma,2,Sampdoria,1,2019,2020,2019,1,6,25,3,45
2019-06-27 03:45:00,Juventus,4,Lecce,0,2019,2020,2019,3,6,27,3,45
2019-06-27 23:15:00,Brescia,2,Genoa,2,2019,2020,2019,3,6,27,23,15
2019-06-28 01:30:00,Cagliari,4,Torino,2,2019,2020,2019,4,6,28,1,30
2019-06-28 03:45:00,Lazio,2,Fiorentina,1,2019,2020,2019,4,6,28,3,45
2019-06-28 23:15:00,AC Milan,2,AS Roma,0,2019,2020,2019,4,6,28,23,15
2019-06-29 01:30:00,Udinese,2,Atalanta,3,2019,2020,2019,5,6,29,1,30
2019-06-29 01:30:00,Sassuolo,3,Verona,3,2019,2020,2019,5,6,29,1,30
2019-06-29 01:30:00,Sampdoria,1,Bologna,2,2019,2020,2019,5,6,29,1,30
2019-06-29 01:30:00,Napoli,3,Spal,1,2019,2020,2019,5,6,29,1,30
