time,home_team,home_score,away_team,away_score,season_start_year,season_end_year,year,weekday,month,day,hour,minute
2021-08-22 00:30:00,Verona,2,Sassuolo,3,2021,2022,2021,6,8,22,0,30
2021-08-22 00:30:00,Inter,4,Genoa,0,2021,2022,2021,6,8,22,0,30
2021-08-22 02:45:00,Empoli,1,Lazio,3,2021,2022,2021,6,8,22,2,45
2021-08-22 02:45:00,Torino,1,Atalanta,2,2021,2022,2021,6,8,22,2,45
2021-08-23 00:30:00,Bologna,3,Salernitana,2,2021,2022,2021,0,8,23,0,30
2021-08-23 00:30:00,Udinese,2,Juventus,2,2021,2022,2021,0,8,23,0,30
2021-08-23 02:45:00,AS Roma,3,Fiorentina,1,2021,2022,2021,0,8,23,2,45
2021-08-23 02:45:00,Napoli,2,Venezia,0,2021,2022,2021,0,8,23,2,45
2021-08-24 00:30:00,Cagliari,2,Spezia,2,2021,2022,2021,1,8,24,0,30
2021-08-24 02:45:00,Sampdoria,0,AC Milan,1,2021,2022,2021,1,8,24,2,45
2021-08-28 00:30:00,Udinese,3,Venezia,0,2021,2022,2021,5,8,28,0,30
2021-08-28 02:45:00,Verona,1,Inter,3,2021,2022,2021,5,8,28,2,45
2021-08-29 00:30:00,Lazio,6,Spezia,1,2021,2022,2021,6,8,29,0,30
2021-08-29 00:30:00,Atalanta,0,Bologna,0,2021,2022,2021,6,8,29,0,30
2021-08-29 02:45:00,Juventus,0,Empoli,1,2021,2022,2021,6,8,29,2,45
2021-08-29 02:45:00,Fiorentina,2,Torino,1,2021,2022,2021,6,8,29,2,45
2021-08-30 00:30:00,Sassuolo,0,Sampdoria,0,2021,2022,2021,0,8,30,0,30
2021-08-30 00:30:00,Genoa,1,Napoli,2,2021,2022,2021,0,8,30,0,30
2021-08-30 02:45:00,Salernitana,0,AS Roma,4,2021,2022,2021,0,8,30,2,45
2021-08-30 02:45:00,AC Milan,4,Cagliari,1,2021,2022,2021,0,8,30,2,45
2021-09-11 21:00:00,Empoli,1,Venezia,2,2021,2022,2021,5,9,11,21,0
