time,home_team,home_score,away_team,away_score,season_start_year,season_end_year,year,country,weekday,month,day,hour,minute
2022-06-04 03:00:00,AC Ajaccio,1,Marseille,0,2022,2023,2022,FRA,5,6,4,3,0
2022-06-04 03:00:00,Auxerre,1,Lens,3,2022,2023,2022,FRA,5,6,4,3,0
2022-06-04 03:00:00,Brest,1,Rennes,2,2022,2023,2022,FRA,5,6,4,3,0
2022-06-04 03:00:00,Lorient,2,Strasbourg,1,2022,2023,2022,FRA,5,6,4,3,0
2022-06-04 03:00:00,Monaco,1,Toulouse,2,2022,2023,2022,FRA,5,6,4,3,0
2022-06-04 03:00:00,Nantes,1,Angers,0,2022,2023,2022,FRA,5,6,4,3,0
2022-06-04 03:00:00,Nice,3,Lyon,1,2022,2023,2022,FRA,5,6,4,3,0
2022-06-04 03:00:00,PSG,2,Clermont,3,2022,2023,2022,FRA,5,6,4,3,0
2022-06-04 03:00:00,Reims,1,Montpellier,3,2022,2023,2022,FRA,5,6,4,3,0
2022-06-04 03:00:00,Troyes,1,Lille,1,2022,2023,2022,FRA,5,6,4,3,0
2022-08-06 03:00:00,Lyon,2,AC Ajaccio,1,2022,2023,2022,FRA,5,8,6,3,0
2022-08-06 23:00:00,Strasbourg,1,Monaco,2,2022,2023,2022,FRA,5,8,6,23,0
2022-08-07 03:00:00,Clermont,0,PSG,5,2022,2023,2022,FRA,6,8,7,3,0
2022-08-07 19:00:00,Toulouse,1,Nice,1,2022,2023,2022,FRA,6,8,7,19,0
2022-08-07 21:00:00,Montpellier,3,Troyes,2,2022,2023,2022,FRA,6,8,7,21,0
2022-08-07 21:00:00,Lille,4,Auxerre,1,2022,2023,2022,FRA,6,8,7,21,0
2022-08-07 21:00:00,Lens,3,Brest,2,2022,2023,2022,FRA,6,8,7,21,0
2022-08-07 21:00:00,Angers,0,Nantes,0,2022,2023,2022,FRA,6,8,7,21,0
2022-08-07 23:05:00,Rennes,0,Lorient,1,2022,2023,2022,FRA,6,8,7,23,5
2022-08-08 02:45:00,Marseille,4,Reims,1,2022,2023,2022,FRA,0,8,8,2,45
2022-08-13 03:00:00,Nantes,1,Lille,1,2022,2023,2022,FRA,5,8,13,3,0
2022-08-13 23:00:00,Monaco,1,Rennes,1,2022,2023,2022,FRA,5,8,13,23,0
2022-08-14 03:00:00,PSG,5,Montpellier,2,2022,2023,2022,FRA,6,8,14,3,0
2022-08-14 21:00:00,Troyes,0,Toulouse,3,2022,2023,2022,FRA,6,8,14,21,0
2022-08-14 21:00:00,Reims,2,Clermont,4,2022,2023,2022,FRA,6,8,14,21,0
2022-08-14 21:00:00,Auxerre,2,Angers,2,2022,2023,2022,FRA,6,8,14,21,0
2022-08-14 21:00:00,AC Ajaccio,0,Lens,0,2022,2023,2022,FRA,6,8,14,21,0
2022-08-14 23:05:00,Nice,1,Strasbourg,1,2022,2023,2022,FRA,6,8,14,23,5
2022-08-15 02:45:00,Brest,1,Marseille,1,2022,2023,2022,FRA,0,8,15,2,45
2022-08-20 03:00:00,Lyon,4,Troyes,1,2022,2023,2022,FRA,5,8,20,3,0
2022-08-20 23:00:00,Monaco,1,Lens,4,2022,2023,2022,FRA,5,8,20,23,0
2022-08-21 03:00:00,Marseille,2,Nantes,1,2022,2023,2022,FRA,6,8,21,3,0
2022-08-21 19:00:00,Strasbourg,1,Reims,1,2022,2023,2022,FRA,6,8,21,19,0
2022-08-21 21:00:00,Angers,1,Brest,3,2022,2023,2022,FRA,6,8,21,21,0
2022-08-21 21:00:00,Clermont,1,Nice,0,2022,2023,2022,FRA,6,8,21,21,0
2022-08-21 21:00:00,Toulouse,2,Lorient,2,2022,2023,2022,FRA,6,8,21,21,0
2022-08-21 21:00:00,Montpellier,1,Auxerre,2,2022,2023,2022,FRA,6,8,21,21,0
2022-08-21 23:05:00,Rennes,2,AC Ajaccio,1,2022,2023,2022,FRA,6,8,21,23,5
2022-08-22 02:45:00,Lille,1,PSG,7,2022,2023,2022,FRA,0,8,22,2,45
2022-08-27 03:00:00,AC Ajaccio,1,Lille,3,2022,2023,2022,FRA,5,8,27,3,0
2022-08-27 23:00:00,Auxerre,1,Strasbourg,0,2022,2023,2022,FRA,5,8,27,23,0
2022-08-28 03:00:00,Lens,2,Rennes,1,2022,2023,2022,FRA,6,8,28,3,0
2022-08-28 19:00:00,Nantes,3,Toulouse,1,2022,2023,2022,FRA,6,8,28,19,0
2022-08-28 21:00:00,Lorient,2,Clermont,1,2022,2023,2022,FRA,6,8,28,21,0
2022-08-28 21:00:00,Brest,0,Montpellier,7,2022,2023,2022,FRA,6,8,28,21,0
2022-08-28 21:00:00,Nice,0,Marseille,3,2022,2023,2022,FRA,6,8,28,21,0
2022-08-28 21:00:00,Troyes,3,Angers,1,2022,2023,2022,FRA,6,8,28,21,0
2022-08-28 23:05:00,Reims,1,Lyon,1,2022,2023,2022,FRA,6,8,28,23,5
2022-08-29 02:45:00,PSG,1,Monaco,1,2022,2023,2022,FRA,0,8,29,2,45
2022-09-01 01:00:00,Strasbourg,1,Nantes,1,2022,2023,2022,FRA,3,9,1,1,0
2022-09-01 01:00:00,Montpellier,2,AC Ajaccio,0,2022,2023,2022,FRA,3,9,1,1,0
2022-09-01 01:00:00,Monaco,2,Troyes,4,2022,2023,2022,FRA,3,9,1,1,0
2022-09-01 01:00:00,Lyon,2,Auxerre,1,2022,2023,2022,FRA,3,9,1,1,0
2022-09-01 01:00:00,Angers,2,Reims,4,2022,2023,2022,FRA,3,9,1,1,0
2022-09-01 03:00:00,Lens,5,Lorient,2,2022,2023,2022,FRA,3,9,1,3,0
2022-09-01 03:00:00,Lille,1,Nice,2,2022,2023,2022,FRA,3,9,1,3,0
2022-09-01 03:00:00,Rennes,3,Brest,1,2022,2023,2022,FRA,3,9,1,3,0
2022-09-01 03:00:00,Marseille,1,Clermont,0,2022,2023,2022,FRA,3,9,1,3,0
2022-09-01 03:00:00,Toulouse,0,PSG,3,2022,2023,2022,FRA,3,9,1,3,0
2022-09-03 23:00:00,Auxerre,0,Marseille,2,2022,2023,2022,FRA,5,9,3,23,0
2022-09-04 01:00:00,Lyon,5,Angers,0,2022,2023,2022,FRA,6,9,4,1,0
2022-09-04 03:00:00,Nantes,0,PSG,3,2022,2023,2022,FRA,6,9,4,3,0
2022-09-04 19:00:00,Montpellier,1,Lille,3,2022,2023,2022,FRA,6,9,4,19,0
2022-09-04 21:00:00,Reims,1,Lens,1,2022,2023,2022,FRA,6,9,4,21,0
2022-09-04 21:00:00,Clermont,2,Toulouse,0,2022,2023,2022,FRA,6,9,4,21,0
2022-09-04 21:00:00,Brest,1,Strasbourg,1,2022,2023,2022,FRA,6,9,4,21,0
2022-09-04 21:00:00,AC Ajaccio,0,Lorient,1,2022,2023,2022,FRA,6,9,4,21,0
2022-09-04 23:05:00,Troyes,1,Rennes,1,2022,2023,2022,FRA,6,9,4,23,5
2022-09-05 02:45:00,Nice,0,Monaco,1,2022,2023,2022,FRA,0,9,5,2,45
2022-09-08 01:00:00,Lorient,3,Lyon,1,2022,2023,2022,FRA,3,9,8,1,0
2022-09-10 03:00:00,Lens,1,Troyes,0,2022,2023,2022,FRA,5,9,10,3,0
2022-09-10 23:00:00,PSG,1,Brest,0,2022,2023,2022,FRA,5,9,10,23,0
2022-09-11 03:00:00,Marseille,2,Lille,1,2022,2023,2022,FRA,6,9,11,3,0
2022-09-11 19:00:00,Strasbourg,0,Clermont,0,2022,2023,2022,FRA,6,9,11,19,0
2022-09-11 21:00:00,Toulouse,1,Reims,0,2022,2023,2022,FRA,6,9,11,21,0
2022-09-11 21:00:00,Lorient,3,Nantes,2,2022,2023,2022,FRA,6,9,11,21,0
2022-09-11 21:00:00,Angers,2,Montpellier,1,2022,2023,2022,FRA,6,9,11,21,0
