time,home_team,home_score,away_team,away_score,season_start_year,season_end_year,year,weekday,month,day,hour,minute
2022-06-02 02:45:00,Stuttgart,3,Hamburger SV,0,2022,2023,2022,3,6,2,2,45
2022-06-06 02:45:00,Hamburger SV,1,Stuttgart,3,2022,2023,2022,0,6,6,2,45
2022-08-06 02:30:00,Eintracht Frankfurt,1,Bayern Munich,6,2022,2023,2022,5,8,6,2,30
2022-08-06 21:30:00,Wolfsburg,2,Werder Bremen,2,2022,2023,2022,5,8,6,21,30
2022-08-06 21:30:00,Union Berlin,3,Hertha Berlin,1,2022,2023,2022,5,8,6,21,30
2022-08-06 21:30:00,Bochum,1,Mainz,2,2022,2023,2022,5,8,6,21,30
2022-08-06 21:30:00,B. Monchengladbach,3,Hoffenheim,1,2022,2023,2022,5,8,6,21,30
2022-08-06 21:30:00,Augsburg,0,Freiburg,4,2022,2023,2022,5,8,6,21,30
2022-08-07 00:30:00,Dortmund,1,Bayer Leverkusen,0,2022,2023,2022,6,8,7,0,30
2022-08-07 21:30:00,Stuttgart,1,RB Leipzig,1,2022,2023,2022,6,8,7,21,30
2022-08-07 23:30:00,FC Koln,3,Schalke,1,2022,2023,2022,6,8,7,23,30
2022-08-13 02:30:00,Freiburg,1,Dortmund,3,2022,2023,2022,5,8,13,2,30
2022-08-13 21:30:00,Bayer Leverkusen,1,Augsburg,2,2022,2023,2022,5,8,13,21,30
2022-08-13 21:30:00,Hertha Berlin,1,Eintracht Frankfurt,1,2022,2023,2022,5,8,13,21,30
2022-08-13 21:30:00,Werder Bremen,2,Stuttgart,2,2022,2023,2022,5,8,13,21,30
2022-08-13 21:30:00,RB Leipzig,2,FC Koln,2,2022,2023,2022,5,8,13,21,30
2022-08-13 21:30:00,Hoffenheim,3,Bochum,2,2022,2023,2022,5,8,13,21,30
2022-08-14 00:30:00,Schalke,2,B. Monchengladbach,2,2022,2023,2022,6,8,14,0,30
2022-08-14 21:30:00,Mainz,0,Union Berlin,0,2022,2023,2022,6,8,14,21,30
2022-08-14 23:30:00,Bayern Munich,2,Wolfsburg,0,2022,2023,2022,6,8,14,23,30
2022-08-20 02:30:00,B. Monchengladbach,1,Hertha Berlin,0,2022,2023,2022,5,8,20,2,30
2022-08-20 21:30:00,Bayer Leverkusen,0,Hoffenheim,3,2022,2023,2022,5,8,20,21,30
2022-08-20 21:30:00,Augsburg,1,Mainz,2,2022,2023,2022,5,8,20,21,30
2022-08-20 21:30:00,Stuttgart,0,Freiburg,1,2022,2023,2022,5,8,20,21,30
2022-08-20 21:30:00,Wolfsburg,0,Schalke,0,2022,2023,2022,5,8,20,21,30
2022-08-20 21:30:00,Dortmund,2,Werder Bremen,3,2022,2023,2022,5,8,20,21,30
2022-08-21 00:30:00,Union Berlin,2,RB Leipzig,1,2022,2023,2022,6,8,21,0,30
2022-08-21 21:30:00,Eintracht Frankfurt,1,FC Koln,1,2022,2023,2022,6,8,21,21,30
2022-08-21 23:30:00,Bochum,0,Bayern Munich,7,2022,2023,2022,6,8,21,23,30
2022-08-27 02:30:00,Freiburg,1,Bochum,0,2022,2023,2022,5,8,27,2,30
2022-08-27 21:30:00,Schalke,1,Union Berlin,6,2022,2023,2022,5,8,27,21,30
2022-08-27 21:30:00,RB Leipzig,2,Wolfsburg,0,2022,2023,2022,5,8,27,21,30
2022-08-27 21:30:00,Mainz,0,Bayer Leverkusen,3,2022,2023,2022,5,8,27,21,30
2022-08-27 21:30:00,Hoffenheim,1,Augsburg,0,2022,2023,2022,5,8,27,21,30
2022-08-27 21:30:00,Hertha Berlin,0,Dortmund,1,2022,2023,2022,5,8,27,21,30
2022-08-28 00:30:00,Bayern Munich,1,B. Monchengladbach,1,2022,2023,2022,6,8,28,0,30
2022-08-28 21:30:00,FC Koln,0,Stuttgart,0,2022,2023,2022,6,8,28,21,30
2022-08-28 23:30:00,Werder Bremen,3,Eintracht Frankfurt,4,2022,2023,2022,6,8,28,23,30
2022-09-03 02:30:00,Dortmund,1,Hoffenheim,0,2022,2023,2022,5,9,3,2,30
2022-09-03 21:30:00,Union Berlin,1,Bayern Munich,1,2022,2023,2022,5,9,3,21,30
2022-09-03 21:30:00,Bayer Leverkusen,2,Freiburg,3,2022,2023,2022,5,9,3,21,30
2022-09-03 21:30:00,Bochum,0,Werder Bremen,2,2022,2023,2022,5,9,3,21,30
2022-09-03 21:30:00,Wolfsburg,2,FC Koln,4,2022,2023,2022,5,9,3,21,30
2022-09-03 21:30:00,Stuttgart,1,Schalke,1,2022,2023,2022,5,9,3,21,30
2022-09-04 00:30:00,Eintracht Frankfurt,4,RB Leipzig,0,2022,2023,2022,6,9,4,0,30
2022-09-04 21:30:00,Augsburg,0,Hertha Berlin,2,2022,2023,2022,6,9,4,21,30
2022-09-04 23:30:00,B. Monchengladbach,0,Mainz,1,2022,2023,2022,6,9,4,23,30
2022-09-10 02:30:00,Werder Bremen,0,Augsburg,1,2022,2023,2022,5,9,10,2,30
2022-09-10 21:30:00,RB Leipzig,3,Dortmund,0,2022,2023,2022,5,9,10,21,30
2022-09-10 21:30:00,Hoffenheim,4,Mainz,1,2022,2023,2022,5,9,10,21,30
2022-09-10 21:30:00,Hertha Berlin,2,Bayer Leverkusen,2,2022,2023,2022,5,9,10,21,30
2022-09-10 21:30:00,Eintracht Frankfurt,0,Wolfsburg,1,2022,2023,2022,5,9,10,21,30
2022-09-10 21:30:00,Bayern Munich,2,Stuttgart,2,2022,2023,2022,5,9,10,21,30
2022-09-11 00:30:00,Schalke,3,Bochum,1,2022,2023,2022,6,9,11,0,30
2022-09-11 21:30:00,FC Koln,0,Union Berlin,1,2022,2023,2022,6,9,11,21,30
2022-09-11 23:30:00,Freiburg,0,B. Monchengladbach,0,2022,2023,2022,6,9,11,23,30
2022-09-17 02:30:00,Mainz,1,Hertha Berlin,1,2022,2023,2022,5,9,17,2,30
2022-09-17 21:30:00,Bayer Leverkusen,1,Werder Bremen,1,2022,2023,2022,5,9,17,21,30
2022-09-17 21:30:00,Augsburg,1,Bayern Munich,0,2022,2023,2022,5,9,17,21,30
2022-09-17 21:30:00,Dortmund,1,Schalke,0,2022,2023,2022,5,9,17,21,30
2022-09-17 21:30:00,Stuttgart,1,Eintracht Frankfurt,3,2022,2023,2022,5,9,17,21,30
2022-09-18 00:30:00,B. Monchengladbach,3,RB Leipzig,0,2022,2023,2022,6,9,18,0,30
2022-09-18 21:30:00,Union Berlin,2,Wolfsburg,0,2022,2023,2022,6,9,18,21,30
2022-09-18 23:30:00,Bochum,1,FC Koln,1,2022,2023,2022,6,9,18,23,30
2022-09-19 01:30:00,Hoffenheim,0,Freiburg,0,2022,2023,2022,0,9,19,1,30
2022-10-01 02:30:00,Bayern Munich,4,Bayer Leverkusen,0,2022,2023,2022,5,10,1,2,30
2022-10-01 21:30:00,Wolfsburg,3,Stuttgart,2,2022,2023,2022,5,10,1,21,30
2022-10-01 21:30:00,RB Leipzig,4,Bochum,0,2022,2023,2022,5,10,1,21,30
2022-10-01 21:30:00,Freiburg,2,Mainz,1,2022,2023,2022,5,10,1,21,30
2022-10-01 21:30:00,FC Koln,3,Dortmund,2,2022,2023,2022,5,10,1,21,30
2022-10-01 21:30:00,Eintracht Frankfurt,2,Union Berlin,0,2022,2023,2022,5,10,1,21,30
2022-10-02 00:30:00,Werder Bremen,5,B. Monchengladbach,1,2022,2023,2022,6,10,2,0,30
2022-10-02 21:30:00,Hertha Berlin,1,Hoffenheim,1,2022,2023,2022,6,10,2,21,30
2022-10-02 23:30:00,Schalke,2,Augsburg,3,2022,2023,2022,6,10,2,23,30
2022-10-08 02:30:00,Hoffenheim,1,Werder Bremen,2,2022,2023,2022,5,10,8,2,30
2022-10-08 21:30:00,Bochum,3,Eintracht Frankfurt,0,2022,2023,2022,5,10,8,21,30
2022-10-08 21:30:00,Bayer Leverkusen,4,Schalke,0,2022,2023,2022,5,10,8,21,30
2022-10-08 21:30:00,Mainz,1,RB Leipzig,1,2022,2023,2022,5,10,8,21,30
2022-10-08 21:30:00,Augsburg,1,Wolfsburg,1,2022,2023,2022,5,10,8,21,30
2022-10-09 00:30:00,Dortmund,2,Bayern Munich,2,2022,2023,2022,6,10,9,0,30
2022-10-09 21:30:00,B. Monchengladbach,5,FC Koln,2,2022,2023,2022,6,10,9,21,30
2022-10-09 23:30:00,Hertha Berlin,2,Freiburg,2,2022,2023,2022,6,10,9,23,30
2022-10-10 01:30:00,Stuttgart,0,Union Berlin,1,2022,2023,2022,0,10,10,1,30
2022-10-15 02:30:00,Schalke,0,Hoffenheim,3,2022,2023,2022,5,10,15,2,30
2022-10-15 21:30:00,Wolfsburg,2,B. Monchengladbach,2,2022,2023,2022,5,10,15,21,30
2022-10-15 21:30:00,Werder Bremen,0,Mainz,2,2022,2023,2022,5,10,15,21,30
2022-10-15 21:30:00,Stuttgart,4,Bochum,1,2022,2023,2022,5,10,15,21,30
