time,home_team,home_score,away_team,away_score,season_start_year,season_end_year,correct_year
2020-08-22 01:00:00,Bordeaux,0,Nantes,0,2020,2021,2020
2020-08-22 23:00:00,Dijon,0,Angers,1,2020,2021,2020
2020-08-23 03:00:00,Lille,1,Rennes,1,2020,2021,2020
2020-08-23 19:00:00,Monaco,2,Reims,2,2020,2021,2020
2020-08-23 21:00:00,Lorient,3,Strasbourg,1,2020,2021,2020
2020-08-23 21:00:00,Nimes,4,Brest,0,2020,2021,2020
2020-08-23 23:00:00,Nice,2,Lens,1,2020,2021,2020
2020-08-29 03:00:00,Lyon,4,Dijon,1,2020,2021,2020
2020-08-29 23:00:00,Rennes,2,Montpellier,1,2020,2021,2020
2020-08-30 03:00:00,Strasbourg,0,Nice,2,2020,2021,2020
2020-08-30 19:00:00,Reims,0,Lille,1,2020,2021,2020
2020-08-30 21:00:00,St Etienne,2,Lorient,0,2020,2021,2020
2020-08-30 21:00:00,Nantes,2,Nimes,1,2020,2021,2020
2020-08-30 21:00:00,Metz,0,Monaco,1,2020,2021,2020
2020-08-30 21:00:00,Angers,0,Bordeaux,2,2020,2021,2020
2020-08-31 03:00:00,Brest,2,Marseille,3,2020,2021,2020
2020-09-11 03:00:00,Lens,1,PSG,0,2020,2021,2020
2020-09-12 03:00:00,Bordeaux,0,Lyon,0,2020,2021,2020
2020-09-12 23:00:00,Montpellier,3,Nice,1,2020,2021,2020
2020-09-13 03:00:00,St Etienne,2,Strasbourg,0,2020,2021,2020
2020-09-13 19:00:00,Lille,1,Metz,0,2020,2021,2020
2020-09-13 21:00:00,Nimes,2,Rennes,4,2020,2021,2020
2020-09-13 21:00:00,Lorient,2,Lens,3,2020,2021,2020
2020-09-13 21:00:00,Dijon,0,Brest,2,2020,2021,2020
2020-09-13 21:00:00,Angers,1,Reims,0,2020,2021,2020
2020-09-13 23:00:00,Monaco,2,Nantes,1,2020,2021,2020
2020-09-14 03:00:00,PSG,0,Marseille,1,2020,2021,2020
2020-09-16 03:00:00,Montpellier,2,Lyon,1,2020,2021,2020
2020-09-17 03:00:00,PSG,1,Metz,0,2020,2021,2020
2020-09-18 03:00:00,Marseille,0,St Etienne,2,2020,2021,2020
2020-09-19 03:00:00,Lyon,0,Nimes,0,2020,2021,2020
2020-09-19 23:00:00,Lens,2,Bordeaux,1,2020,2021,2020
2020-09-20 03:00:00,Rennes,2,Monaco,1,2020,2021,2020
2020-09-20 19:00:00,Nice,0,PSG,3,2020,2021,2020
2020-09-20 21:00:00,Strasbourg,1,Dijon,0,2020,2021,2020
2020-09-20 21:00:00,Montpellier,4,Angers,1,2020,2021,2020
2020-09-20 21:00:00,Metz,2,Reims,1,2020,2021,2020
2020-09-20 21:00:00,Brest,3,Lorient,2,2020,2021,2020
2020-09-20 23:00:00,Nantes,2,St Etienne,2,2020,2021,2020
2020-09-21 03:00:00,Marseille,1,Lille,1,2020,2021,2020
2020-09-26 03:00:00,Lille,2,Nantes,0,2020,2021,2020
2020-09-26 23:00:00,St Etienne,0,Rennes,3,2020,2021,2020
2020-09-27 03:00:00,Marseille,1,Metz,1,2020,2021,2020
2020-09-27 19:00:00,Bordeaux,0,Nice,0,2020,2021,2020
2020-09-27 21:00:00,Nimes,1,Lens,1,2020,2021,2020
2020-09-27 21:00:00,Monaco,3,Strasbourg,2,2020,2021,2020
2020-09-27 21:00:00,Dijon,2,Montpellier,2,2020,2021,2020
2020-09-27 21:00:00,Angers,3,Brest,2,2020,2021,2020
2020-09-27 23:00:00,Lorient,1,Lyon,1,2020,2021,2020
2020-09-28 03:00:00,Reims,0,PSG,2,2020,2021,2020
2020-10-03 03:00:00,PSG,6,Angers,1,2020,2021,2020
2020-10-03 23:00:00,Lens,2,St Etienne,0,2020,2021,2020
2020-10-04 03:00:00,Nice,2,Nantes,1,2020,2021,2020
2020-10-04 19:00:00,Montpellier,0,Nimes,1,2020,2021,2020
2020-10-04 21:00:00,Metz,3,Lorient,1,2020,2021,2020
2020-10-04 21:00:00,Brest,1,Monaco,0,2020,2021,2020
2020-10-04 21:00:00,Bordeaux,3,Dijon,0,2020,2021,2020
2020-10-04 21:00:00,Strasbourg,0,Lille,3,2020,2021,2020
2020-10-04 23:00:00,Rennes,2,Reims,2,2020,2021,2020
2020-10-05 03:00:00,Lyon,1,Marseille,1,2020,2021,2020
2020-10-17 01:00:00,Dijon,1,Rennes,1,2020,2021,2020
2020-10-17 03:00:00,Nimes,0,PSG,4,2020,2021,2020
2020-10-17 23:00:00,Reims,1,Lorient,3,2020,2021,2020
2020-10-18 03:00:00,Marseille,3,Bordeaux,1,2020,2021,2020
2020-10-18 19:00:00,Strasbourg,2,Lyon,3,2020,2021,2020
2020-10-18 21:00:00,Nantes,3,Brest,1,2020,2021,2020
2020-10-18 21:00:00,Monaco,1,Montpellier,1,2020,2021,2020
2020-10-18 21:00:00,Angers,1,Metz,1,2020,2021,2020
2020-10-18 23:00:00,St Etienne,1,Nice,3,2020,2021,2020
2020-10-19 03:00:00,Lille,4,Lens,0,2020,2021,2020
2020-10-24 03:00:00,Rennes,1,Angers,2,2020,2021,2020
2020-10-24 23:00:00,Lorient,0,Marseille,1,2020,2021,2020
2020-10-25 03:00:00,PSG,4,Dijon,0,2020,2021,2020
2020-10-25 22:00:00,Bordeaux,2,Nimes,0,2020,2021,2020
2020-10-25 22:00:00,Metz,2,St Etienne,0,2020,2021,2020
2020-10-25 22:00:00,Montpellier,0,Reims,4,2020,2021,2020
2020-10-25 22:00:00,Brest,0,Strasbourg,3,2020,2021,2020
2020-10-26 00:00:00,Nice,1,Lille,1,2020,2021,2020
2020-10-26 04:00:00,Lyon,4,Monaco,1,2020,2021,2020
2020-11-01 00:00:00,Rennes,2,Brest,1,2020,2021,2020
2020-11-01 04:00:00,Nantes,0,PSG,3,2020,2021,2020
2020-11-01 20:00:00,St Etienne,0,Montpellier,1,2020,2021,2020
2020-11-01 22:00:00,Reims,2,Strasbourg,1,2020,2021,2020
2020-11-01 22:00:00,Nimes,0,Metz,1,2020,2021,2020
2020-11-01 22:00:00,Dijon,0,Lorient,0,2020,2021,2020
2020-11-01 22:00:00,Angers,0,Nice,3,2020,2021,2020
2020-11-02 00:00:00,Monaco,4,Bordeaux,0,2020,2021,2020
2020-11-02 04:00:00,Lille,1,Lyon,1,2020,2021,2020
2020-11-07 04:00:00,Strasbourg,0,Marseille,1,2020,2021,2020
2020-11-08 00:00:00,Bordeaux,0,Montpellier,2,2020,2021,2020
2020-11-08 04:00:00,PSG,3,Rennes,0,2020,2021,2020
2020-11-08 20:00:00,Brest,3,Lille,2,2020,2021,2020
2020-11-08 22:00:00,Nimes,1,Angers,5,2020,2021,2020
2020-11-08 22:00:00,Metz,1,Dijon,1,2020,2021,2020
2020-11-08 22:00:00,Lorient,0,Nantes,2,2020,2021,2020
2020-11-08 22:00:00,Lens,4,Reims,4,2020,2021,2020
2020-11-09 00:00:00,Nice,1,Monaco,2,2020,2021,2020
2020-11-09 04:00:00,Lyon,2,St Etienne,1,2020,2021,2020
2020-11-21 02:00:00,Rennes,0,Bordeaux,1,2020,2021,2020
2020-11-21 04:00:00,Monaco,3,PSG,2,2020,2021,2020
2020-11-22 00:00:00,Brest,4,St Etienne,1,2020,2021,2020
2020-11-22 20:00:00,Nantes,1,Metz,1,2020,2021,2020
2020-11-22 22:00:00,Dijon,0,Lens,1,2020,2021,2020
2020-11-22 22:00:00,Reims,0,Nimes,1,2020,2021,2020
2020-11-22 22:00:00,Montpellier,4,Strasbourg,3,2020,2021,2020
2020-11-23 00:00:00,Angers,0,Lyon,1,2020,2021,2020
2020-11-23 04:00:00,Lille,4,Lorient,0,2020,2021,2020
2020-11-26 02:00:00,Lens,1,Nantes,1,2020,2021,2020
2020-11-28 04:00:00,Strasbourg,1,Rennes,1,2020,2021,2020
2020-11-29 00:00:00,Marseille,3,Nantes,1,2020,2021,2020
2020-11-29 04:00:00,PSG,2,Bordeaux,2,2020,2021,2020
2020-11-29 20:00:00,Lyon,3,Reims,0,2020,2021,2020
2020-11-29 22:00:00,Lens,1,Angers,3,2020,2021,2020
2020-11-29 22:00:00,Lorient,0,Montpellier,1,2020,2021,2020
2020-11-29 22:00:00,Metz,0,Brest,2,2020,2021,2020
2020-11-29 22:00:00,Monaco,3,Nimes,0,2020,2021,2020
2020-11-30 00:00:00,Nice,1,Dijon,3,2020,2021,2020
2020-11-30 04:00:00,St Etienne,1,Lille,1,2020,2021,2020
2020-12-05 04:00:00,Nimes,0,Marseille,2,2020,2021,2020
2020-12-06 00:00:00,Rennes,0,Lens,2,2020,2021,2020
2020-12-06 04:00:00,Montpellier,1,PSG,3,2020,2021,2020
2020-12-06 20:00:00,Lille,2,Monaco,1,2020,2021,2020
2020-12-06 22:00:00,Angers,2,Lorient,0,2020,2021,2020
2020-12-06 22:00:00,Dijon,0,St Etienne,0,2020,2021,2020
2020-12-06 22:00:00,Nantes,0,Strasbourg,4,2020,2021,2020
2020-12-06 22:00:00,Bordeaux,1,Brest,0,2020,2021,2020
2020-12-07 00:00:00,Reims,0,Nice,0,2020,2021,2020
2020-12-07 04:00:00,Metz,1,Lyon,3,2020,2021,2020
2020-12-12 04:00:00,St Etienne,0,Angers,0,2020,2021,2020
2020-12-13 00:00:00,Marseille,2,Monaco,1,2020,2021,2020
2020-12-13 04:00:00,Lens,2,Montpellier,3,2020,2021,2020
2020-12-13 20:00:00,Nice,0,Rennes,1,2020,2021,2020
2020-12-13 22:00:00,Brest,2,Reims,1,2020,2021,2020
2020-12-13 22:00:00,Lorient,3,Nimes,0,2020,2021,2020
2020-12-13 22:00:00,Strasbourg,2,Metz,2,2020,2021,2020
2020-12-13 22:00:00,Nantes,1,Dijon,1,2020,2021,2020
2020-12-14 00:00:00,Lille,2,Bordeaux,1,2020,2021,2020
2020-12-14 04:00:00,PSG,0,Lyon,1,2020,2021,2020
2020-12-17 02:00:00,Reims,3,Nantes,2,2020,2021,2020
2020-12-17 02:00:00,Nimes,0,Nice,2,2020,2021,2020
2020-12-17 02:00:00,Montpellier,0,Metz,2,2020,2021,2020
2020-12-17 02:00:00,Dijon,0,Lille,2,2020,2021,2020
2020-12-17 02:00:00,Angers,0,Strasbourg,2,2020,2021,2020
2020-12-17 04:00:00,Bordeaux,1,St Etienne,2,2020,2021,2020
2020-12-17 04:00:00,Lyon,2,Brest,2,2020,2021,2020
2020-12-17 04:00:00,PSG,2,Lorient,0,2020,2021,2020
2020-12-17 04:00:00,Monaco,0,Lens,3,2020,2021,2020
2020-12-17 04:00:00,Rennes,2,Marseille,1,2020,2021,2020
2020-12-20 00:00:00,Metz,2,Lens,0,2020,2021,2020
2020-12-20 02:00:00,Marseille,1,Reims,1,2020,2021,2020
2020-12-20 04:00:00,Nice,1,Lyon,4,2020,2021,2020
2020-12-20 20:00:00,Brest,2,Montpellier,2,2020,2021,2020
2020-12-20 22:00:00,Strasbourg,0,Bordeaux,2,2020,2021,2020
2020-12-20 22:00:00,St Etienne,2,Nimes,2,2020,2021,2020
2020-12-20 22:00:00,Nantes,1,Angers,1,2020,2021,2020
2020-12-20 22:00:00,Dijon,0,Monaco,1,2020,2021,2020
2020-12-21 00:00:00,Lorient,0,Rennes,3,2020,2021,2020
2020-12-21 04:00:00,Lille,0,PSG,0,2020,2021,2020
2020-12-24 02:00:00,Bordeaux,1,Reims,3,2020,2021,2020
2020-12-24 02:00:00,Lens,2,Brest,1,2020,2021,2020
2020-12-24 02:00:00,Nice,2,Lorient,2,2020,2021,2020
2020-12-24 02:00:00,Rennes,1,Metz,0,2020,2021,2020
2020-12-24 02:00:00,Nimes,1,Dijon,3,2020,2021,2020
2020-12-24 04:00:00,PSG,4,Strasbourg,0,2020,2021,2020
2020-12-24 04:00:00,Montpellier,2,Lille,3,2020,2021,2020
2020-12-24 04:00:00,Monaco,2,St Etienne,2,2020,2021,2020
2020-12-24 04:00:00,Lyon,3,Nantes,0,2020,2021,2020
2020-12-24 04:00:00,Angers,2,Marseille,1,2020,2021,2020
2021-01-07 02:00:00,Brest,2,Nice,0,2020,2021,2021
2021-01-07 02:00:00,Lorient,2,Monaco,5,2020,2021,2021
2021-01-07 02:00:00,Metz,0,Bordeaux,0,2020,2021,2021
2021-01-07 02:00:00,Strasbourg,5,Nimes,0,2020,2021,2021
2021-01-07 02:00:00,Nantes,0,Rennes,0,2020,2021,2021
2021-01-07 04:00:00,Reims,0,Dijon,0,2020,2021,2021
2021-01-07 04:00:00,Marseille,3,Montpellier,1,2020,2021,2021
2021-01-07 04:00:00,Lyon,3,Lens,2,2020,2021,2021
2021-01-07 04:00:00,Lille,1,Angers,2,2020,2021,2021
2021-01-07 04:00:00,St Etienne,1,PSG,1,2020,2021,2021
2021-01-10 04:00:00,Bordeaux,2,Lorient,1,2020,2021,2021
2021-01-10 04:00:00,Dijon,0,Marseille,0,2020,2021,2021
2021-01-10 04:00:00,Lens,0,Strasbourg,1,2020,2021,2021
2021-01-10 04:00:00,Metz,1,Nice,1,2020,2021,2021
2021-01-10 04:00:00,Monaco,3,Angers,0,2020,2021,2021
2021-01-10 04:00:00,Nimes,0,Lille,1,2020,2021,2021
2021-01-10 04:00:00,PSG,3,Brest,0,2020,2021,2021
2021-01-10 04:00:00,Reims,3,St Etienne,1,2020,2021,2021
2021-01-10 04:00:00,Rennes,2,Lyon,2,2020,2021,2021
2021-01-10 04:00:00,Montpellier,1,Nantes,1,2020,2021,2021
2021-01-16 04:00:00,Montpellier,2,Monaco,3,2020,2021,2021
2021-01-17 00:00:00,Marseille,1,Nimes,2,2020,2021,2021
2021-01-17 04:00:00,Angers,0,PSG,1,2020,2021,2021
2021-01-17 20:00:00,Brest,1,Rennes,2,2020,2021,2021
2021-01-17 22:00:00,Strasbourg,1,St Etienne,0,2020,2021,2021
2021-01-17 22:00:00,Nantes,1,Lens,1,2020,2021,2021
2021-01-17 22:00:00,Nice,0,Bordeaux,3,2020,2021,2021
2021-01-18 00:00:00,Lille,2,Reims,1,2020,2021,2021
2021-01-18 04:00:00,Lyon,0,Metz,1,2020,2021,2021
2021-01-21 04:00:00,Marseille,0,Lens,1,2020,2021,2021
2021-01-23 04:00:00,PSG,4,Montpellier,0,2020,2021,2021
2021-01-24 00:00:00,Lens,0,Nice,1,2020,2021,2021
2021-01-24 04:00:00,Monaco,3,Marseille,1,2020,2021,2021
2021-01-24 20:00:00,Bordeaux,2,Angers,1,2020,2021,2021
2021-01-24 22:00:00,Reims,1,Brest,0,2020,2021,2021
2021-01-24 22:00:00,Metz,2,Nantes,0,2020,2021,2021
2021-01-24 22:00:00,Dijon,1,Strasbourg,1,2020,2021,2021
2021-01-25 00:00:00,Rennes,0,Lille,1,2020,2021,2021
2021-01-25 04:00:00,St Etienne,0,Lyon,5,2020,2021,2021
2021-01-28 04:00:00,Lorient,3,Dijon,2,2020,2021,2021
2021-01-30 04:00:00,Lyon,2,Bordeaux,1,2020,2021,2021
2021-01-31 00:00:00,Montpellier,1,Lens,2,2020,2021,2021
2021-01-31 20:00:00,Nice,0,St Etienne,1,2020,2021,2021
2021-01-31 22:00:00,Strasbourg,0,Reims,1,2020,2021,2021
2021-01-31 22:00:00,Lorient,3,PSG,2,2020,2021,2021
2021-01-31 22:00:00,Brest,2,Metz,4,2020,2021,2021
2021-01-31 22:00:00,Angers,3,Nimes,1,2020,2021,2021
2021-02-01 00:00:00,Lille,1,Dijon,0,2020,2021,2021
2021-02-01 04:00:00,Nantes,1,Monaco,2,2020,2021,2021
2021-02-04 02:00:00,Bordeaux,0,Lille,3,2020,2021,2021
2021-02-04 02:00:00,Metz,1,Montpellier,1,2020,2021,2021
2021-02-04 02:00:00,Rennes,1,Lorient,1,2020,2021,2021
2021-02-04 02:00:00,Reims,0,Angers,0,2020,2021,2021
2021-02-04 02:00:00,Strasbourg,2,Brest,2,2020,2021,2021
2021-02-04 04:00:00,St Etienne,1,Nantes,1,2020,2021,2021
2021-02-04 04:00:00,PSG,3,Nimes,0,2020,2021,2021
2021-02-04 04:00:00,Monaco,2,Nice,1,2020,2021,2021
2021-02-04 04:00:00,Lens,2,Marseille,2,2020,2021,2021
2021-02-04 04:00:00,Dijon,0,Lyon,1,2020,2021,2021
2021-02-07 00:00:00,Lorient,1,Reims,0,2020,2021,2021
2021-02-07 02:00:00,Lyon,3,Strasbourg,0,2020,2021,2021
2021-02-07 04:00:00,Lens,0,Rennes,0,2020,2021,2021
2021-02-07 20:00:00,Brest,2,Bordeaux,1,2020,2021,2021
2021-02-07 22:00:00,Montpellier,4,Dijon,2,2020,2021,2021
2021-02-07 22:00:00,Nimes,3,Monaco,4,2020,2021,2021
2021-02-07 22:00:00,Nice,3,Angers,0,2020,2021,2021
2021-02-07 22:00:00,St Etienne,1,Metz,0,2020,2021,2021
2021-02-08 00:00:00,Nantes,0,Lille,2,2020,2021,2021
2021-02-08 04:00:00,Marseille,0,PSG,2,2020,2021,2021
2021-02-14 00:00:00,PSG,2,Nice,1,2020,2021,2021
2021-02-14 02:00:00,Reims,1,Lens,1,2020,2021,2021
2021-02-14 04:00:00,Lyon,1,Montpellier,2,2020,2021,2021
2021-02-14 20:00:00,Monaco,2,Lorient,2,2020,2021,2021
2021-02-14 22:00:00,Angers,1,Nantes,3,2020,2021,2021
2021-02-14 22:00:00,Metz,1,Strasbourg,2,2020,2021,2021
2021-02-14 22:00:00,Rennes,0,St Etienne,2,2020,2021,2021
2021-02-14 22:00:00,Dijon,0,Nimes,2,2020,2021,2021
2021-02-15 00:00:00,Lille,0,Brest,0,2020,2021,2021
2021-02-15 04:00:00,Bordeaux,0,Marseille,0,2020,2021,2021
2021-02-18 04:00:00,Marseille,3,Nice,2,2020,2021,2021
2021-02-20 04:00:00,Brest,2,Lyon,3,2020,2021,2021
2021-02-20 20:00:00,St Etienne,1,Reims,1,2020,2021,2021
2021-02-21 00:00:00,Nantes,1,Marseille,1,2020,2021,2021
2021-02-21 20:00:00,Montpellier,2,Rennes,1,2020,2021,2021
2021-02-21 22:00:00,Lens,2,Dijon,1,2020,2021,2021
2021-02-21 22:00:00,Nice,1,Metz,2,2020,2021,2021
2021-02-21 22:00:00,Strasbourg,0,Angers,0,2020,2021,2021
2021-02-21 22:00:00,Nimes,2,Bordeaux,0,2020,2021,2021
2021-02-22 00:05:00,Lorient,1,Lille,4,2020,2021,2021
2021-02-22 04:00:00,PSG,0,Monaco,2,2020,2021,2021
2021-02-25 02:00:00,Nimes,1,Lorient,0,2020,2021,2021
2021-02-27 04:00:00,Rennes,1,Nice,2,2020,2021,2021
2021-02-27 20:00:00,Bordeaux,1,Metz,2,2020,2021,2021
2021-02-28 00:00:00,Dijon,0,PSG,4,2020,2021,2021
2021-02-28 20:00:00,Monaco,2,Brest,0,2020,2021,2021
2021-02-28 22:00:00,Lorient,2,St Etienne,1,2020,2021,2021
2021-02-28 22:00:00,Angers,2,Lens,2,2020,2021,2021
2021-02-28 22:00:00,Reims,0,Montpellier,0,2020,2021,2021
2021-02-28 22:00:00,Nimes,1,Nantes,1,2020,2021,2021
2021-03-01 00:00:00,Lille,1,Strasbourg,1,2020,2021,2021
2021-03-01 04:00:00,Marseille,1,Lyon,1,2020,2021,2021
2021-03-04 02:00:00,St Etienne,2,Lens,3,2020,2021,2021
